"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,15.32,0.00,3.86,165.35,113.35,114.26,44.45,36.54,246.00,26.01,1.75,6.88,88.00,115.36,6.39,0.00,77.09,10.21,17.99,230.47,0.00,20.43,63.99,0.00,64.21,185.79,198.88,185.86,1.15,72.14,65.62,56.30,51.83,48.94,0.00,0.00,17.72,87.88,88.04,110.50,111.19
2.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,28.45,0.00,3.86,165.35,113.35,110.14,44.45,36.54,246.00,26.01,1.75,6.88,88.00,115.36,6.39,0.00,85.48,10.21,19.95,230.47,0.00,47.04,59.25,0.00,59.44,185.79,198.88,185.86,1.33,76.05,73.16,56.30,51.83,48.94,10.21,0.00,10.21,87.88,88.04,110.50,111.19
3.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,47.92,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,46.63,6.39,0.00,17.67,10.21,4.12,230.47,230.21,0.00,47.81,0.00,67.15,185.79,198.88,185.86,0.00,76.05,73.16,56.30,51.83,48.94,0.00,0.00,0.00,87.88,88.04,110.50,111.19
4.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,74.46,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,71.42,6.39,0.00,40.91,10.21,9.55,230.47,230.21,0.00,67.69,0.00,58.85,185.79,198.88,185.86,0.00,76.05,73.16,56.30,51.83,48.94,0.00,0.00,0.00,0.00,88.04,110.50,111.19
5.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,69.71,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,26.66,6.39,0.00,16.20,10.21,3.78,230.47,230.21,0.00,43.42,0.00,62.06,185.79,198.88,185.86,0.00,76.05,73.16,56.30,51.83,48.94,0.00,0.00,0.00,80.22,80.37,110.50,111.19
6.00,56.51,23.59,58.00,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,44.38,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,16.34,6.39,0.00,16.20,10.21,3.78,230.47,230.21,0.00,0.00,0.00,67.92,185.79,198.88,185.86,0.00,70.76,56.63,56.30,51.83,48.94,0.00,0.00,0.00,50.64,50.69,110.50,111.19
7.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,95.99,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,52.18,6.39,0.00,16.20,10.21,3.78,230.47,230.21,0.00,47.18,0.00,47.25,185.79,198.88,185.86,0.00,76.05,73.16,56.30,51.83,48.94,0.00,0.00,0.00,80.94,81.09,110.50,111.19
8.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,102.76,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,84.12,6.39,0.00,30.02,10.21,7.00,230.47,230.21,0.00,59.70,20.90,39.13,185.79,198.88,185.86,0.00,76.05,73.16,56.30,51.83,48.94,0.00,0.00,0.00,87.88,88.04,111.24,111.19
9.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,107.58,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,115.36,6.39,0.00,39.46,10.21,9.21,230.47,230.21,0.00,64.32,0.00,64.55,185.79,198.88,185.86,0.00,76.05,73.16,56.30,51.83,48.94,0.00,0.00,0.00,75.16,75.30,111.24,111.19
10.00,65.98,27.55,67.73,647.01,205.50,5.41,1.32,111.35,19.36,3.99,0.00,10.04,106.87,0.00,3.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.75,6.88,88.00,90.66,6.39,0.00,33.66,10.21,7.85,230.47,230.21,0.00,61.59,0.00,61.80,185.79,198.88,185.86,0.00,76.05,73.16,53.67,54.46,48.94,0.00,0.00,0.00,87.88,88.04,111.24,111.19
