"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,15.51,14.73,16.06,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,18.08,18.72,17.48,0.00,6.80,15.43,61.00,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,15.99,21.76,79.05,3.15,27.00,19.42,17.96,144.48,17.96,38.69,0.60,19.42,19.42,19.42,2.40,103.61,12.82,18.45,5.00,10.80,7.73,14.56,2.40,3.30,2.74,18.00,0.00,0.00,1.08,1.00,89.93,60.30,7.70,6.00,111.93,107.62,110.78,0.20,2.00,80.00,247.40,11.00,199.00
2.00,13.76,15.33,14.81,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,18.18,18.75,17.48,0.00,6.80,14.90,59.90,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,15.99,21.90,78.01,3.15,27.00,19.42,17.96,144.48,17.96,38.25,0.60,19.42,19.42,19.42,2.40,109.01,12.82,18.45,5.00,10.80,7.73,14.56,2.40,3.86,3.26,18.00,0.00,0.00,0.91,1.00,86.49,63.40,7.90,6.40,111.38,106.04,116.41,0.20,2.00,80.00,247.40,11.00,194.00
3.00,12.04,15.40,13.05,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,17.67,18.57,17.48,0.00,6.80,14.29,59.10,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,15.80,21.92,76.88,3.15,27.00,19.42,17.96,144.48,17.96,37.16,0.60,19.42,19.42,19.42,2.40,114.88,12.82,18.45,5.00,10.80,7.73,14.56,2.40,4.02,3.15,18.00,0.00,0.00,0.88,1.00,82.73,67.30,7.90,6.60,110.10,104.31,122.55,0.10,2.00,80.00,242.98,11.00,185.00
4.00,10.18,15.99,11.09,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,16.80,18.22,17.48,0.00,6.80,13.64,60.60,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,15.39,22.23,75.85,3.15,27.00,19.42,17.96,144.48,17.96,34.55,0.60,19.42,19.42,19.42,2.40,120.28,12.82,18.45,5.00,10.80,7.73,14.56,2.40,4.04,2.83,18.00,0.00,0.00,0.83,1.00,79.28,71.00,7.90,6.80,107.06,102.73,128.18,0.10,2.00,79.99,227.58,11.00,176.00
5.00,7.77,16.06,9.02,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,15.70,17.50,17.48,0.00,6.80,13.18,62.90,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,14.57,22.63,75.07,3.15,27.00,19.42,17.96,143.07,17.96,32.20,0.60,19.42,19.42,19.42,2.40,124.25,12.82,18.45,5.00,10.80,7.73,14.56,2.40,4.75,4.14,18.00,0.00,0.00,0.70,1.00,76.80,74.60,8.30,7.10,101.53,101.58,132.26,0.10,2.00,79.15,215.28,11.00,143.00
6.00,5.16,15.91,6.44,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,13.07,16.26,17.48,0.00,6.80,12.78,64.60,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,13.36,22.84,74.60,3.15,27.00,19.42,17.96,121.30,17.96,27.37,0.60,19.42,19.42,19.42,2.40,124.46,12.82,18.45,5.00,10.80,7.73,14.56,2.40,5.68,5.99,18.00,0.00,0.00,0.50,1.00,76.72,76.10,8.60,7.20,92.05,101.33,131.67,0.10,2.00,70.90,200.47,11.00,109.00
7.00,2.80,15.91,4.13,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,3.69,13.63,17.48,0.00,6.80,12.78,66.20,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,10.32,22.99,73.56,3.15,27.00,19.42,17.96,85.62,17.96,18.65,0.60,19.42,19.42,19.42,2.40,124.92,12.82,18.45,5.00,10.80,7.73,14.56,2.40,5.67,5.88,18.00,0.00,0.00,0.43,1.00,76.55,76.70,8.40,7.20,72.22,100.80,130.36,0.10,2.00,50.26,166.18,11.00,55.00
8.00,1.11,16.02,2.45,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,0.07,8.63,17.48,0.00,6.80,12.91,64.60,8.00,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,4.30,23.13,72.52,3.15,27.00,19.42,17.96,37.82,17.96,9.52,0.60,19.42,19.42,19.42,2.40,125.38,12.82,18.45,5.00,10.80,7.73,14.56,2.40,5.36,5.12,18.00,0.00,0.00,0.30,1.00,76.37,77.40,8.20,7.00,38.32,100.26,129.05,0.00,2.00,22.35,118.54,11.00,2.00
9.00,0.30,14.87,0.90,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,0.00,3.58,17.48,0.00,6.80,12.62,62.00,8.10,3.80,3.40,2.50,18.45,17.48,10.00,13.59,1.40,0.85,23.27,72.05,3.15,27.00,19.42,17.96,10.67,17.96,2.59,0.60,19.42,19.42,19.42,2.40,119.60,12.82,18.45,5.00,10.80,7.73,14.56,2.40,5.32,5.32,18.00,0.00,0.00,0.10,1.00,76.30,78.20,7.60,6.20,10.09,100.02,122.34,0.00,2.00,6.81,63.07,11.00,1.00
10.00,0.08,17.26,0.22,14.00,0.00,7.50,6.40,7.70,2.65,0.40,3.40,20.00,0.00,0.92,17.48,0.00,6.80,12.20,61.00,8.10,3.80,15.53,2.50,18.45,17.48,10.00,13.59,1.40,0.07,23.17,69.78,3.15,27.00,19.42,17.96,1.97,17.96,0.38,0.60,19.42,19.42,19.42,2.40,115.55,12.82,18.45,5.00,10.80,7.73,14.56,2.40,5.37,5.84,18.00,0.00,0.00,0.05,1.00,73.55,76.70,7.00,5.40,1.63,99.49,114.10,0.00,2.00,1.54,8.80,11.00,0.00
