"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,15.50,18.11,15.55,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.97,15.19,0.00,3.30,6.40,11.70,13.82,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.50,25.21,54.16,2.15,28.12,3.50,11.76,125.00,14.49,30.78,0.60,3.40,3.40,4.00,2.30,92.67,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.77,14.09,18.40,1.20,0.43,50.64,62.70,6.50,6.07,90.00,119.10,87.01,0.20,1.28,72.10,220.25,10.63,179.11,12.14,0.36,39.37,89.50,8.00
2.00,16.12,18.15,16.21,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.97,15.32,0.00,3.30,6.40,12.24,18.70,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.61,24.15,53.33,2.15,28.12,3.50,11.75,126.00,14.49,30.49,0.60,3.40,3.40,4.00,2.30,96.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.80,13.95,18.40,1.22,0.43,85.12,66.50,6.67,6.18,90.72,119.90,87.00,0.10,1.28,71.50,220.05,10.63,177.61,12.14,0.37,38.99,88.55,8.00
3.00,16.33,18.13,16.50,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,13.34,15.30,0.00,3.30,6.40,14.51,31.66,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.58,22.85,52.33,2.15,28.12,3.50,11.75,126.00,14.49,30.27,0.60,3.40,3.40,4.00,2.30,86.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,16.53,14.50,18.40,1.21,0.43,76.23,69.46,6.83,6.29,90.72,112.56,81.21,0.10,1.27,71.20,219.82,10.63,176.84,12.14,0.38,38.56,88.19,8.01
4.00,15.98,19.17,16.37,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,13.34,15.33,0.00,3.30,6.40,15.58,38.81,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.58,21.43,50.41,2.15,28.12,3.50,11.75,126.00,14.49,30.18,0.60,3.40,3.40,4.00,2.30,86.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,16.37,14.29,18.40,1.23,0.43,75.23,72.36,7.03,6.37,90.72,104.31,88.32,0.10,1.26,71.00,219.79,10.63,175.87,12.14,0.39,38.12,87.35,8.07
5.00,15.88,0.00,16.20,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.51,15.39,0.00,4.95,6.40,18.24,50.67,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.59,19.94,49.93,2.15,28.12,3.50,11.75,126.00,14.49,30.20,0.60,3.40,3.40,4.00,2.30,73.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,16.11,14.20,18.40,1.22,0.43,78.16,74.86,7.17,6.51,90.72,106.45,87.42,0.10,1.25,71.10,220.51,10.63,175.41,12.14,0.39,38.14,86.70,8.14
6.00,14.60,0.00,15.33,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.51,15.48,0.00,6.56,6.40,19.10,55.16,0.60,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.65,18.66,49.10,2.15,28.12,3.50,11.75,127.00,14.49,30.38,0.60,3.40,3.40,4.00,2.30,51.65,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.89,14.12,18.40,1.22,0.43,60.30,77.34,7.48,6.57,91.44,99.54,77.53,0.10,1.22,71.40,221.25,10.63,175.54,12.14,0.40,38.34,86.42,8.18
7.00,14.17,0.00,14.63,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,10.52,15.59,3.10,6.54,6.40,20.52,57.81,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.73,18.59,49.22,2.15,28.12,3.50,11.70,127.00,14.49,30.58,0.60,3.40,3.40,4.00,2.30,57.37,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.17,13.97,18.40,1.22,0.43,63.69,78.86,7.84,6.99,91.44,98.56,75.97,0.00,1.21,71.80,221.81,10.63,176.17,12.14,0.41,38.56,86.61,8.21
8.00,12.03,0.00,13.08,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,10.52,15.70,3.10,6.49,6.40,21.84,59.01,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.82,18.83,50.11,2.15,28.12,3.50,11.72,127.00,14.49,30.75,0.60,3.40,3.40,4.00,2.30,66.93,5.50,5.00,2.20,10.43,8.20,3.80,1.15,14.79,13.87,18.40,1.03,0.43,66.86,79.94,8.37,7.50,91.44,88.48,85.48,0.00,1.22,72.10,222.78,10.63,176.70,12.14,0.41,38.77,86.81,8.28
9.00,11.28,0.00,11.93,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,7.53,15.69,3.10,6.49,6.40,23.04,59.45,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.83,19.14,51.23,2.15,28.12,3.50,11.70,128.00,14.49,30.86,0.60,3.40,3.40,4.00,2.30,77.50,5.50,5.00,2.20,10.43,8.20,3.80,1.15,14.73,14.05,18.40,1.00,0.42,69.94,81.05,9.00,7.84,92.16,89.33,95.99,0.00,1.23,72.10,221.96,10.63,175.67,12.14,0.41,38.86,85.73,8.30
10.00,8.44,0.00,9.73,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,7.53,15.56,3.10,6.49,6.40,23.76,60.66,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.67,19.53,51.79,2.15,28.12,3.50,11.68,129.00,14.49,30.68,0.60,3.40,3.40,4.00,2.30,88.06,5.50,5.00,2.20,10.43,8.20,3.80,1.15,14.62,14.20,18.40,0.93,0.43,72.63,82.12,9.52,8.28,92.88,70.23,106.49,0.00,1.28,71.50,219.94,10.63,171.11,12.14,0.41,38.67,81.88,8.36
11.00,7.39,0.00,8.13,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,3.89,15.04,3.10,6.49,6.40,24.21,60.28,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.18,19.83,53.32,2.15,28.12,3.50,11.67,125.00,14.49,29.30,0.60,3.40,3.40,4.00,2.30,96.62,5.50,5.00,2.20,10.43,8.20,3.80,1.15,13.96,14.03,18.40,0.78,0.43,75.40,83.62,9.93,8.49,90.00,70.37,116.00,0.00,1.35,68.90,213.80,10.63,162.37,12.14,0.38,38.70,75.83,8.53
12.00,4.14,0.00,5.50,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,3.89,13.87,3.10,6.49,6.40,24.63,61.13,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,11.21,19.88,53.80,2.15,28.12,3.50,11.67,110.00,14.49,24.46,0.60,3.40,3.40,4.00,2.30,104.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,12.87,13.41,18.40,0.57,0.43,78.10,84.81,10.37,8.74,79.20,71.08,123.00,0.00,1.44,57.10,186.97,10.63,142.33,12.14,0.32,36.67,69.19,8.03
13.00,2.90,0.00,3.53,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.43,9.99,3.10,6.49,6.40,23.89,58.95,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,7.23,19.86,53.75,2.15,28.12,3.50,11.63,85.00,14.49,15.25,0.60,3.40,3.40,4.00,2.30,109.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,12.03,12.47,18.40,0.49,0.43,76.81,84.86,10.15,8.64,61.20,72.11,126.00,0.00,1.52,35.10,119.58,10.63,97.59,12.14,0.25,26.36,50.90,4.26
14.00,1.65,0.00,1.64,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.43,3.31,3.10,6.49,6.40,23.41,57.36,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,2.14,19.76,54.01,2.15,28.12,3.50,11.62,48.00,14.49,6.58,0.60,3.40,3.40,4.00,2.30,112.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,11.63,12.09,18.40,0.34,0.43,75.70,84.61,9.87,8.50,34.56,72.46,128.00,0.00,1.60,13.90,42.37,10.63,42.19,12.14,0.16,14.89,23.32,1.00
15.00,0.82,0.00,0.50,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.22,3.10,6.49,6.40,20.59,55.48,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,0.18,19.71,54.15,2.15,28.12,3.50,11.62,10.00,14.49,1.28,0.60,3.40,3.40,4.00,2.30,114.00,5.50,5.00,2.20,10.43,8.20,3.80,1.15,10.09,10.78,18.40,0.12,0.43,73.98,84.25,9.62,8.33,7.20,74.02,125.00,0.00,1.67,2.50,4.97,10.63,7.67,12.14,0.06,4.30,4.57,0.57
