"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,3.26,6.21,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,1.54,4.00,0.00,7.00,20.00,55.00,8.00,4.20,4.80,1.60,18.93,10.00,4.00,5.50,2.80,0.05,8.43,49.35,0.00,26.50,6.00,10.68,1.95,15.00,0.06,0.60,3.00,3.00,4.00,2.40,124.50,7.50,8.00,19.42,3.00,10.60,7.63,5.80,1.20,9.00,10.80,18.90,0.00,0.00,0.12,0.00,60.60,77.50,6.80,5.80,2.80,63.17,124.10,0.00,1.00,0.91,0.00,0.00
2.00,0.05,6.39,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,19.80,46.50,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,9.16,49.02,0.00,26.60,6.00,10.68,0.01,15.00,0.00,0.60,3.00,3.00,4.00,2.40,120.40,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,8.80,11.20,18.90,0.00,0.00,0.06,0.00,58.40,77.40,6.20,5.30,0.00,63.22,113.20,0.00,1.04,0.00,0.00,0.00
3.00,0.00,6.47,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,17.50,41.50,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,9.74,48.39,0.00,26.70,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,112.10,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,8.60,11.90,18.90,0.00,0.00,0.00,0.00,57.30,76.30,5.70,5.00,0.00,62.94,99.50,0.00,1.04,0.00,0.00,0.00
4.00,0.00,6.15,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,15.60,38.40,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,9.69,47.31,0.00,26.90,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,103.80,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,8.20,11.90,18.90,0.00,0.00,0.00,0.00,56.80,76.20,5.50,4.80,0.00,62.57,86.90,0.00,1.04,0.00,0.00,0.00
5.00,0.00,5.87,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,14.50,34.80,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,9.44,46.08,0.00,27.00,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,94.90,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,7.70,11.80,18.90,0.00,0.00,0.00,0.00,58.30,78.70,5.40,4.70,0.00,62.18,77.00,0.00,1.08,0.00,0.00,0.00
6.00,0.00,5.96,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,13.80,32.60,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,11.06,44.79,0.00,27.10,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,85.80,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,7.30,11.30,18.90,0.00,0.00,0.00,0.00,59.50,80.80,5.40,4.60,0.00,61.65,68.10,0.00,1.08,0.00,0.00,0.00
7.00,0.00,5.91,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,12.00,33.10,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,9.66,43.49,0.00,27.20,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,75.90,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,7.10,10.80,18.90,0.00,0.00,0.00,0.00,59.70,82.20,5.30,4.50,0.00,61.09,62.60,0.00,1.08,0.00,0.00,0.00
8.00,0.00,5.91,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,11.00,33.00,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,10.98,42.43,0.00,27.30,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,66.00,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,7.20,10.80,18.90,0.00,0.00,0.00,0.00,59.70,82.90,5.40,4.50,0.00,60.02,56.50,0.00,1.12,0.00,0.00,0.00
9.00,0.00,6.17,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.60,30.80,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,10.22,41.46,0.00,27.30,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,55.50,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,7.50,11.10,18.90,0.00,0.00,0.00,0.00,59.10,81.80,5.40,4.50,0.00,58.77,48.70,0.00,1.12,0.00,0.00,0.00
10.00,0.00,6.17,0.00,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.30,28.20,8.00,4.20,15.53,1.60,18.93,10.00,4.00,5.50,2.80,0.00,10.18,39.73,0.00,27.40,6.00,10.68,0.00,15.00,0.00,0.60,3.00,3.00,4.00,2.40,47.40,7.50,8.00,19.42,3.00,10.60,7.63,5.70,1.20,7.60,11.30,18.90,0.00,0.00,0.00,0.00,58.10,80.50,5.30,4.30,0.00,56.71,42.90,0.00,1.12,0.00,0.00,0.00
