"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
14.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,60.00,0.00,2.82,163.91,112.36,107.66,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,84.16,6.70,19.47,162.34,0.00,47.99,32.76,33.03,41.02,157.91,0.00,157.97,0.00,74.91,76.30,46.20,48.34,53.06,30.67,30.56,30.55,40.28,40.29,89.30,89.26,203.20,19.42,20.25
15.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.91,60.00,0.00,2.82,163.91,112.36,109.84,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,83.53,6.70,19.32,164.03,0.00,52.06,42.77,29.94,29.94,149.83,160.86,0.00,0.00,74.91,76.30,46.18,48.31,53.06,30.67,30.56,30.55,40.40,40.41,87.65,87.61,203.20,19.42,20.25
16.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,11.38,60.00,0.00,2.82,163.91,112.36,108.69,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,80.87,6.70,18.71,163.62,0.00,43.96,26.42,44.02,38.27,143.01,153.17,0.00,0.00,74.91,76.30,51.43,41.98,53.06,30.67,30.56,30.55,40.12,40.13,87.34,87.30,203.20,19.42,20.25
17.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,13.14,60.00,0.00,2.82,163.91,112.36,113.06,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,84.83,6.70,19.62,166.54,0.00,39.47,54.31,37.48,37.38,97.33,103.35,97.34,0.00,74.91,76.30,48.64,46.10,53.06,30.67,30.56,30.55,40.41,40.42,91.16,91.13,203.20,19.42,20.25
18.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,60.00,0.00,2.82,163.91,112.36,107.73,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,78.45,6.70,18.15,163.41,0.00,33.60,44.76,33.60,44.86,87.92,93.92,87.92,0.00,74.91,76.30,39.05,49.51,53.06,30.67,30.56,30.55,40.26,40.28,67.58,67.56,203.20,19.42,20.25
19.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,60.00,0.00,2.82,163.91,112.36,104.62,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,75.76,6.70,17.52,160.88,0.00,38.49,50.35,31.58,31.54,126.56,0.00,126.58,0.00,74.91,76.30,45.83,40.26,53.06,30.67,30.56,30.55,40.27,40.28,75.55,75.52,203.20,19.42,20.25
20.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,0.00,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,71.59,6.70,16.56,151.98,0.00,35.60,35.25,35.60,35.60,0.00,0.00,184.23,0.00,74.91,76.30,42.42,38.97,53.06,30.67,30.56,30.55,40.27,40.28,38.66,38.66,203.20,19.42,20.25
21.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,0.00,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,60.69,6.70,14.04,151.81,0.00,24.31,51.83,25.50,25.49,0.00,0.00,184.21,0.00,74.91,76.30,35.68,38.32,53.06,30.67,30.56,30.55,40.27,40.28,31.05,31.05,203.20,19.42,20.25
22.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,0.00,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,56.15,6.70,12.99,149.67,0.00,23.52,49.06,23.52,23.52,0.00,0.00,175.91,0.00,74.91,76.30,66.55,0.00,53.06,30.67,30.56,30.55,40.24,40.26,25.46,25.46,203.20,19.42,20.25
23.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.03,60.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,55.92,6.70,12.93,0.00,150.58,36.82,36.80,22.71,22.71,0.00,92.16,86.15,0.00,74.91,76.30,41.58,28.92,53.06,30.67,30.56,30.55,40.14,40.15,25.29,25.29,203.20,19.42,20.25
24.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,60.00,5.13,2.82,163.91,112.36,103.33,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,59.64,6.70,13.79,0.00,154.89,41.18,41.06,0.00,41.13,0.00,108.02,101.91,0.00,74.91,76.30,36.78,36.76,53.06,30.67,30.56,30.55,40.41,40.42,20.64,20.64,203.20,19.42,20.25
25.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,60.00,5.13,2.82,163.91,112.36,103.33,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,63.27,6.70,14.63,0.00,152.96,55.48,43.41,0.00,29.76,0.00,135.05,127.04,0.00,74.91,76.30,0.00,60.64,53.06,30.67,30.56,30.55,40.27,40.28,43.67,43.67,203.20,19.42,20.25
26.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,60.00,5.13,2.82,163.91,112.36,103.33,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,70.12,6.70,16.22,0.00,155.35,31.26,37.97,38.12,31.26,116.66,123.62,116.68,0.00,74.91,76.30,36.01,46.85,53.06,30.67,30.56,30.55,40.12,40.13,42.29,42.29,203.20,19.42,20.25
27.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,60.00,5.13,2.82,163.91,112.36,104.26,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,81.73,6.70,18.90,0.00,159.58,57.20,33.46,33.54,33.48,139.31,148.98,139.35,0.00,74.91,76.30,40.21,50.62,53.06,30.67,30.56,30.55,40.27,40.28,40.76,40.76,203.20,19.42,20.25
28.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,13.90,60.00,5.13,2.82,163.91,112.36,112.58,44.06,35.37,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,0.00,164.86,38.86,41.60,53.65,41.96,171.22,183.96,171.29,0.00,74.91,76.30,40.31,50.52,53.06,30.67,30.56,30.55,40.27,40.28,51.81,51.81,203.20,19.42,20.25
29.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,60.00,5.13,2.82,163.91,112.36,114.60,44.06,35.37,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,0.00,166.06,36.99,55.36,56.00,36.99,184.16,197.13,184.23,0.00,74.91,76.30,50.83,44.53,53.06,30.67,30.56,30.55,40.41,40.42,55.13,55.13,203.20,19.42,20.25
30.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,60.00,5.13,2.82,163.91,112.36,106.32,44.06,35.37,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,0.00,162.40,46.83,46.62,47.01,30.33,181.64,194.61,181.71,0.00,74.91,76.30,40.49,45.80,53.06,30.67,30.56,30.55,40.12,40.13,36.34,36.34,203.20,19.42,20.25
31.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,91.74,5.13,2.82,163.91,112.36,132.71,44.06,18.94,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,221.42,221.16,37.95,67.10,67.88,37.95,184.17,197.14,184.23,0.00,74.91,76.30,63.23,51.67,53.06,30.67,30.56,30.55,40.27,40.28,110.26,110.22,203.20,19.42,20.25
32.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,106.13,5.13,2.82,163.91,112.36,132.71,44.06,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,228.46,228.19,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,66.56,54.82,53.06,30.67,30.56,30.55,40.27,40.28,110.26,110.22,203.20,19.42,20.25
33.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,120.11,5.13,2.82,163.91,112.36,132.71,44.06,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,228.46,228.19,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,66.56,54.82,53.06,30.67,30.56,30.55,40.41,40.42,110.26,110.22,203.20,19.42,20.25
34.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,117.97,5.13,2.82,163.91,112.36,132.71,44.06,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,228.46,228.19,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,66.56,54.82,53.06,30.67,30.56,30.55,40.12,40.13,110.26,110.22,203.20,19.42,20.25
35.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,124.42,5.13,2.82,163.91,112.36,132.71,44.06,19.52,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,228.46,228.19,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,66.56,54.82,53.06,30.67,30.56,30.55,40.41,40.42,110.26,110.22,203.20,19.42,20.25
36.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,88.80,5.13,2.82,163.91,112.36,132.71,44.06,26.40,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,219.99,219.73,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,48.36,59.72,53.06,30.67,30.56,30.55,40.20,40.21,110.26,110.21,203.20,19.42,20.25
37.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,82.86,5.13,2.82,163.91,112.36,132.71,44.06,35.37,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,218.80,218.55,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,53.72,54.42,53.06,30.67,30.56,30.55,40.33,40.35,110.23,110.18,203.20,19.42,20.25
38.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,44.06,35.37,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,211.92,211.68,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,43.00,52.91,53.06,30.67,30.56,30.55,40.27,40.28,95.95,95.90,203.20,19.42,20.25
39.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,44.06,35.37,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,210.38,210.14,28.97,67.10,67.88,28.97,184.17,197.14,184.23,0.00,74.91,76.30,43.45,53.69,53.06,30.67,30.56,30.55,40.26,40.28,93.21,93.17,203.20,19.42,20.25
40.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,44.06,35.37,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,200.65,200.44,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,40.39,48.16,53.06,30.67,30.56,30.55,40.27,40.28,22.26,22.26,203.20,19.42,20.25
41.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,44.06,35.37,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,196.81,196.63,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,41.99,51.11,53.06,30.67,30.56,30.55,40.27,40.28,104.61,104.56,203.20,19.42,20.25
42.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,13.06,71.53,5.13,2.82,163.91,112.36,132.71,44.06,35.37,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,187.30,187.17,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,42.76,48.07,53.06,30.67,30.56,30.55,40.12,40.13,36.92,36.92,203.20,19.42,20.25
