"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,123.73,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,115.36,6.39,9.00,85.48,10.21,19.95,230.47,230.21,0.00,0.00,65.81,65.26,185.79,198.88,185.86,2.90,76.05,73.16,67.15,67.06,82.28,17.15,0.00,17.12,87.88,88.04,110.50,111.19
2.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,130.53,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,115.36,6.39,9.00,85.48,10.21,19.95,230.47,230.21,0.00,0.00,65.81,65.26,185.79,198.88,185.86,2.68,76.05,73.16,67.15,67.06,82.28,0.00,0.00,30.82,87.88,88.04,110.50,111.19
3.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,127.94,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,115.36,6.39,9.00,85.48,10.21,19.95,230.47,230.21,0.00,0.00,65.81,65.26,185.79,198.88,185.86,2.68,76.05,73.16,67.15,67.06,82.28,0.00,0.00,30.82,87.88,88.04,110.50,111.19
4.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,124.21,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,115.36,6.39,9.00,85.48,10.21,19.95,230.47,230.21,0.00,0.00,65.81,65.26,185.79,198.88,185.86,2.37,76.05,73.16,67.15,67.06,82.28,26.02,0.00,0.00,87.88,88.04,110.50,111.19
5.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,128.47,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,115.36,6.39,0.00,85.48,10.21,19.95,230.47,230.21,0.00,0.00,65.81,65.26,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,82.28,10.21,0.00,0.00,87.88,88.04,110.50,111.19
6.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,129.24,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,115.36,6.39,0.00,85.48,10.21,19.95,230.47,230.21,0.00,0.00,65.81,65.26,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,82.28,0.00,0.00,0.00,87.88,88.04,110.50,111.19
7.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,107.66,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,115.36,6.39,0.00,65.14,10.21,15.20,230.47,230.21,0.00,0.00,62.00,61.49,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,82.28,0.00,0.00,0.00,87.88,88.04,110.50,111.19
8.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,63.88,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,26.01,1.74,6.88,88.00,92.36,6.39,0.00,4.60,10.21,0.00,230.47,230.21,0.00,0.00,60.99,60.49,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,82.28,0.00,0.00,0.00,87.88,88.04,110.50,111.19
9.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,40.37,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,15.00,1.74,6.88,88.00,59.90,6.39,0.00,4.60,10.21,0.00,230.47,230.21,0.00,0.00,60.94,60.50,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,82.28,0.00,0.00,0.00,72.77,72.91,110.50,111.19
10.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,40.05,10.04,23.98,0.00,6.86,165.35,113.35,133.88,44.45,36.54,238.00,15.00,1.74,6.88,88.00,31.69,6.39,0.00,4.60,10.21,0.00,230.47,230.21,0.00,0.00,0.00,67.92,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,82.28,0.00,0.00,0.00,56.61,56.67,110.50,88.81
