"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,15.04,16.85,16.04,14.00,2.90,7.40,8.20,10.00,1.80,0.00,3.50,19.00,18.78,18.83,17.48,0.00,3.40,23.32,79.70,7.10,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,15.88,19.88,77.60,3.46,25.40,19.42,17.96,144.48,17.96,38.84,0.00,20.00,20.00,20.00,0.00,114.70,12.82,19.00,7.00,10.80,8.44,20.00,1.20,3.69,3.86,9.50,0.00,0.00,1.08,1.00,83.50,0.00,9.90,0.00,111.17,104.00,126.50,0.20,0.00,80.00,251.66,199.00,11.00
2.00,13.39,16.86,14.51,14.00,2.90,7.40,8.20,10.00,1.80,0.00,3.50,19.00,18.77,18.89,17.48,0.00,3.40,23.40,79.20,7.10,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,15.87,19.94,76.70,3.46,25.30,19.42,17.96,144.48,17.96,38.55,0.00,20.00,20.00,20.00,0.00,117.30,12.82,19.00,7.00,10.80,8.44,20.00,1.20,3.83,3.03,9.50,0.00,0.00,0.91,1.00,81.30,0.00,9.90,0.00,111.08,102.00,124.90,0.20,0.00,80.00,246.24,194.00,11.00
3.00,11.87,16.70,12.46,14.00,2.90,7.40,8.20,10.00,1.80,0.00,3.50,19.00,18.02,18.85,17.48,0.00,3.40,23.33,78.70,7.20,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,15.81,19.85,75.60,3.46,25.10,19.42,17.96,144.48,17.96,38.02,0.00,20.00,20.00,20.00,0.00,119.10,12.82,19.00,7.00,10.80,8.44,20.00,1.20,4.25,3.70,9.50,0.00,0.00,0.88,1.00,74.10,0.00,9.70,0.00,110.98,99.30,127.70,0.10,0.00,79.90,224.08,185.00,11.00
4.00,9.96,16.25,10.11,14.00,2.90,7.40,8.20,10.00,1.80,0.00,3.50,19.00,17.07,18.51,17.48,0.00,3.40,23.21,78.00,7.20,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,15.48,19.72,75.30,3.46,25.20,19.42,17.96,144.37,17.96,36.18,0.00,20.00,20.00,20.00,0.00,120.70,12.82,19.00,7.00,10.80,8.44,20.00,1.20,4.75,4.87,9.50,0.00,0.00,0.83,1.00,71.80,0.00,9.50,0.00,108.45,96.80,129.10,0.10,0.00,79.23,183.52,176.00,11.00
5.00,7.00,16.17,7.53,14.00,2.90,7.40,8.20,10.00,1.80,0.00,3.50,19.00,15.87,17.67,17.48,0.00,3.40,23.16,77.30,8.00,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,14.70,20.12,75.20,3.46,25.60,19.42,17.96,143.00,17.96,33.12,0.00,20.00,20.00,20.00,0.00,122.30,12.82,19.00,7.00,10.80,8.44,20.00,1.20,5.16,5.43,9.50,0.00,0.00,0.70,1.00,69.60,0.00,8.90,0.00,102.03,94.50,130.00,0.10,0.00,73.88,102.87,143.00,11.00
6.00,4.15,15.91,5.00,14.00,2.90,7.40,8.20,10.00,1.80,0.00,3.50,19.00,11.55,16.13,17.48,0.00,3.40,23.14,76.80,8.00,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,13.44,20.69,74.30,3.46,25.80,19.42,17.96,111.77,17.96,25.17,0.00,20.00,20.00,20.00,0.00,122.40,12.82,19.00,7.00,10.80,8.44,20.00,1.20,5.54,5.78,9.50,0.00,0.00,0.50,1.00,67.10,0.00,8.40,0.00,87.54,92.00,129.80,0.10,0.00,55.13,37.86,109.00,11.00
7.00,1.53,16.05,3.23,14.00,2.90,7.40,8.20,10.00,1.80,0.00,3.50,19.00,3.17,12.87,17.48,0.00,3.40,22.54,76.50,8.00,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,9.32,21.06,73.20,3.46,25.90,19.42,17.96,62.89,17.96,15.09,0.00,20.00,20.00,20.00,0.00,122.30,12.82,19.00,7.00,10.80,8.44,20.00,1.20,5.18,4.86,9.50,0.00,0.00,0.43,1.00,63.30,0.00,7.80,0.00,55.58,89.60,129.30,0.10,0.00,28.97,25.13,55.00,11.00
8.00,0.41,15.91,1.74,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.29,7.33,17.48,0.00,3.40,21.75,75.30,8.00,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,3.58,21.36,72.10,3.46,26.10,19.42,17.96,28.91,17.96,5.64,0.00,20.00,20.00,20.00,0.00,121.99,12.82,19.00,7.00,10.00,8.44,20.00,1.20,4.58,3.52,9.50,0.00,0.00,0.30,1.00,60.60,0.00,7.20,0.00,20.15,87.30,122.80,0.00,0.00,9.15,6.34,2.00,11.00
9.00,0.04,15.95,0.56,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.00,2.41,17.48,0.00,3.40,20.88,73.80,8.00,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,0.51,21.15,71.00,3.46,26.30,19.42,17.96,6.04,17.96,1.02,0.00,20.00,20.00,20.00,0.00,121.31,12.82,19.00,7.00,10.80,8.44,20.00,1.20,4.03,2.83,9.50,0.00,0.00,0.10,1.00,57.70,0.00,6.50,0.00,1.96,85.20,114.30,0.00,0.00,1.21,0.00,1.00,11.00
10.00,0.00,16.24,0.10,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.00,0.40,17.48,0.00,3.40,19.99,71.90,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.02,20.77,67.80,3.46,26.50,19.42,17.96,0.70,17.96,0.05,0.00,20.00,20.00,20.00,0.00,120.50,12.82,19.00,7.00,10.80,8.44,20.00,1.20,3.50,2.36,9.50,0.00,0.00,0.05,1.00,56.60,0.00,5.80,0.00,0.02,83.50,103.30,0.00,0.00,0.07,0.00,0.00,11.00
11.00,0.00,16.99,0.00,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,18.75,69.90,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,21.18,63.90,3.46,26.70,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,115.66,12.82,19.00,7.00,10.80,8.44,20.00,1.20,3.20,1.88,9.50,0.00,0.00,0.00,1.00,56.00,77.67,5.50,4.48,0.00,81.90,91.40,0.00,2.00,0.00,0.00,0.00,11.00
12.00,0.00,17.87,0.00,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,17.39,66.20,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,21.85,60.60,3.46,26.80,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,109.48,12.82,19.00,7.00,10.80,8.44,20.00,1.20,2.97,1.40,9.50,0.00,0.00,0.00,1.00,56.80,78.08,5.30,4.16,0.00,80.60,76.20,0.00,2.00,0.00,0.00,0.00,11.00
13.00,0.00,18.47,0.00,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,16.31,62.00,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,22.11,57.40,3.46,26.80,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,97.15,12.82,19.00,7.00,10.80,8.44,20.00,1.20,2.53,1.15,9.50,0.00,0.00,0.00,1.00,58.00,78.90,5.10,4.10,0.00,79.50,59.90,0.00,2.00,0.00,0.00,0.00,11.00
14.00,0.00,19.15,0.00,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,15.32,56.10,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,22.23,54.20,3.46,26.80,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,82.77,12.82,19.00,7.00,10.80,8.44,20.00,1.20,2.02,0.98,9.50,0.00,0.00,0.00,1.00,57.10,79.86,4.90,4.12,0.00,77.00,47.80,0.00,2.00,0.00,0.00,0.00,11.00
15.00,0.00,19.29,0.00,14.00,2.90,7.40,8.20,10.00,2.60,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,14.31,49.60,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,22.11,50.90,3.46,26.80,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,69.11,12.82,19.00,7.00,10.80,8.44,20.00,1.20,1.66,0.79,9.50,0.00,0.00,0.00,1.00,55.60,80.40,4.50,3.95,0.00,74.10,37.20,0.00,2.00,0.00,0.00,0.00,11.00
16.00,0.00,19.66,0.00,14.00,2.90,7.40,8.20,10.00,2.20,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,13.30,46.20,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,21.90,50.20,3.46,26.70,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,55.69,12.82,19.00,7.00,10.80,8.44,20.00,1.20,1.34,0.60,9.50,0.00,0.00,0.00,1.00,54.50,80.80,4.20,3.72,0.00,73.30,30.00,0.00,2.00,0.00,0.00,0.00,11.00
17.00,0.00,20.00,0.00,14.00,2.90,7.40,8.20,10.00,2.20,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,12.37,43.80,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,21.36,50.40,3.46,26.80,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,49.50,12.82,19.00,7.00,10.80,8.44,20.00,1.20,1.12,0.50,9.50,0.00,0.00,0.00,1.00,53.60,81.02,4.10,3.58,0.00,73.10,24.10,0.00,2.00,0.00,0.00,0.00,11.00
18.00,0.00,20.17,0.00,14.00,2.90,7.40,8.20,10.00,2.20,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,11.47,41.90,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,20.70,51.10,3.46,26.90,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,45.71,12.82,19.00,7.00,10.80,8.44,20.00,1.20,0.93,0.43,9.50,0.00,0.00,0.00,1.00,51.50,81.18,4.00,3.48,0.00,73.40,23.10,0.00,2.00,0.00,0.00,0.00,11.00
19.00,0.00,20.38,0.00,14.00,2.90,7.40,8.20,10.00,2.20,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,11.58,40.20,8.00,0.00,15.53,3.30,20.00,9.50,13.00,17.00,0.00,0.00,20.10,52.00,3.46,26.90,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,41.86,12.82,19.00,7.00,10.80,8.44,20.00,1.20,0.81,0.44,9.50,0.00,0.00,0.00,1.00,49.10,79.21,3.60,3.14,0.00,73.80,23.90,0.00,2.00,0.00,0.00,0.00,11.00
20.00,0.00,21.15,0.00,14.00,2.90,7.40,8.20,10.00,2.20,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,12.04,38.80,8.00,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,0.00,19.51,51.50,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,37.99,12.82,19.00,7.00,10.80,8.44,20.00,1.20,0.72,0.49,9.50,0.00,0.00,0.00,1.00,46.20,76.53,3.20,2.73,0.00,72.80,23.70,0.00,2.00,0.00,0.00,0.00,11.00
21.00,0.00,21.76,0.00,14.00,2.90,7.40,8.20,10.00,2.20,0.00,3.50,19.00,0.00,0.00,17.48,0.00,3.40,12.65,37.50,8.00,0.00,3.30,3.30,20.00,9.50,13.00,17.00,0.00,0.00,19.26,50.60,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,32.98,12.82,19.00,7.00,10.80,8.44,20.00,1.20,0.65,0.52,9.50,0.00,0.00,0.00,1.00,43.20,74.29,3.10,2.34,0.00,71.30,23.10,0.00,2.00,0.00,0.00,0.00,11.00
