"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,71.05,29.40,67.13,594.17,193.29,6.57,6.90,63.84,18.09,0.63,15.08,14.20,77.78,5.13,2.82,114.09,99.92,43.00,30.81,12.00,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,81.26,4.43,18.80,144.33,0.00,0.00,33.87,33.94,67.33,184.17,197.14,0.00,0.00,0.00,75.00,46.15,42.95,31.52,0.00,0.00,0.00,0.00,83.65,31.70,47.63,101.60
2.00,71.05,29.53,67.13,594.17,193.29,6.57,6.90,52.86,18.09,0.63,15.08,14.20,77.78,5.13,2.82,114.09,94.56,29.65,30.81,12.00,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,54.66,4.43,12.64,144.33,0.00,0.00,67.10,48.44,21.84,184.17,197.14,0.00,0.00,0.00,45.00,46.15,42.95,31.52,0.00,0.00,0.00,0.00,82.47,60.31,0.00,101.60
3.00,69.99,29.95,67.13,594.17,193.29,6.57,6.90,88.41,18.09,0.63,15.08,14.20,77.78,5.13,2.82,114.09,93.16,72.90,30.81,12.00,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,61.00,4.43,14.11,0.00,0.00,0.00,67.10,26.80,20.62,184.17,197.14,0.00,0.00,0.00,45.00,46.15,42.95,31.52,0.00,0.00,0.00,0.00,52.58,109.71,0.00,101.60
4.00,68.50,29.95,67.13,592.01,192.59,6.57,6.90,85.41,18.09,0.63,15.08,14.20,77.78,5.13,2.82,114.09,90.31,69.24,30.81,18.56,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,57.83,4.43,13.38,0.00,0.00,0.00,67.10,31.29,20.62,184.17,197.14,0.00,0.00,0.00,45.00,45.03,34.91,31.52,0.00,0.00,0.00,0.00,48.09,103.52,0.00,101.60
5.00,63.48,29.95,67.13,587.25,191.04,6.57,6.90,84.53,18.09,0.63,15.08,13.48,76.80,5.13,2.82,114.09,88.94,68.17,30.81,12.00,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,57.83,4.43,13.38,0.00,0.00,0.00,20.62,56.91,56.49,181.66,194.62,0.00,0.00,0.00,30.93,45.43,29.30,31.52,0.00,0.00,0.00,0.00,32.52,110.26,0.00,101.60
6.00,72.37,29.95,67.13,584.62,190.19,6.57,6.90,83.72,18.09,0.63,15.08,14.92,78.76,5.13,2.82,114.09,89.19,67.19,30.81,22.49,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,57.83,4.43,13.38,0.00,0.00,0.00,21.90,22.16,22.16,184.09,197.06,0.00,0.00,0.00,30.93,42.80,49.65,31.52,0.00,0.00,0.00,0.00,25.00,20.62,0.00,101.60
7.00,72.37,29.95,67.13,575.94,187.36,6.57,6.90,80.14,18.09,0.63,15.08,14.19,77.72,5.13,2.82,114.09,87.19,62.83,30.81,12.00,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,54.54,4.43,12.62,0.00,0.00,0.00,67.10,20.62,26.80,174.45,187.30,0.00,0.00,0.00,30.93,46.51,45.94,31.52,0.00,0.00,0.00,0.00,28.31,110.26,0.00,101.60
8.00,72.37,29.95,67.13,563.16,183.21,6.57,6.90,75.45,18.09,0.63,15.08,12.93,76.10,5.13,2.82,114.09,86.43,57.14,30.81,12.00,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,42.47,4.43,9.82,0.00,0.00,0.00,67.10,20.62,27.88,170.09,182.79,0.00,0.00,0.00,45.00,46.51,45.94,31.52,0.00,0.00,0.00,0.00,51.51,110.26,0.00,101.60
9.00,72.37,29.95,67.13,558.57,181.71,6.57,6.90,72.52,18.09,0.63,15.08,13.07,75.57,5.13,2.82,114.09,86.10,53.57,30.81,21.14,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,39.79,4.43,9.20,0.00,0.00,0.00,46.91,47.53,20.62,169.61,182.29,0.00,0.00,0.00,45.00,46.30,44.22,31.52,0.00,0.00,0.00,0.00,50.96,110.26,0.00,101.60
10.00,72.37,29.95,67.13,558.05,181.54,6.57,6.90,73.31,18.09,0.63,15.08,14.92,76.80,5.13,2.82,114.09,86.74,54.53,30.81,12.00,82.02,0.00,1.97,6.88,62.34,0.00,6.39,0.00,40.03,4.43,9.26,0.00,0.00,0.00,67.04,28.46,20.62,170.37,183.08,0.00,0.00,0.00,45.00,46.43,44.82,31.52,0.00,0.00,0.00,0.00,50.43,110.26,0.00,101.60
