"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.00,16.14,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.45,43.37,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.64,91.51,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.53,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.93,12.58,18.00,0.00,0.00,0.00,1.23,107.48,85.72,14.63,14.98,0.00,134.54,143.55,0.00,1.52,0.00,0.00,0.00,0.00,11.00
2.00,0.00,16.14,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.45,43.37,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.64,91.51,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.53,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.93,12.58,18.00,0.00,0.00,0.00,1.23,107.48,85.72,14.63,14.98,0.00,134.54,143.55,0.00,1.52,0.00,0.00,0.00,0.00,11.00
3.00,0.00,16.00,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.47,42.11,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.61,91.57,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.28,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.92,12.45,18.00,0.00,0.00,0.00,1.23,106.89,85.58,14.75,14.80,0.00,134.53,143.76,0.00,1.48,0.00,0.00,0.00,0.00,11.00
4.00,0.00,16.13,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.27,42.07,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.59,91.58,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.54,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.85,12.31,18.00,0.00,0.00,0.00,1.23,106.62,85.97,14.94,14.59,0.00,134.52,142.53,0.00,1.48,0.00,0.00,0.00,0.00,11.00
5.00,0.00,17.39,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.22,43.22,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.60,91.72,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.50,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.67,12.27,18.00,0.00,0.00,0.00,1.23,105.70,86.05,15.05,14.56,0.00,134.51,145.06,0.00,1.44,0.00,0.00,0.00,0.00,11.00
6.00,0.00,17.55,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.22,44.77,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.62,91.91,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.37,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.46,12.27,18.00,0.00,0.00,0.00,1.23,104.55,86.04,15.12,14.59,0.00,134.49,148.85,0.00,1.44,0.00,0.00,0.00,0.00,11.00
7.00,0.00,17.55,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.12,43.43,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.73,92.10,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.69,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.48,12.31,18.00,0.00,0.00,0.00,1.23,105.40,87.55,15.25,14.51,0.00,134.48,151.38,0.00,1.44,0.00,0.00,0.00,0.00,11.00
8.00,0.00,17.65,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,27.98,41.13,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.87,92.29,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,119.16,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.59,12.36,18.00,0.00,0.00,0.00,1.23,106.92,89.57,15.38,14.39,0.00,134.48,153.47,0.00,1.40,0.00,0.00,0.00,0.00,11.00
9.00,0.00,18.01,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,27.99,40.06,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.87,92.31,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,119.67,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.59,12.58,18.00,0.00,0.00,0.00,1.23,107.72,90.09,15.42,14.48,0.00,134.47,153.76,0.00,1.40,0.00,0.00,0.00,0.00,11.00
10.00,0.00,17.95,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,28.04,39.40,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,31.83,92.27,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,120.20,6.50,4.00,19.42,2.00,10.60,7.99,5.30,1.20,8.57,12.85,18.00,0.00,0.00,0.00,1.23,108.28,90.11,15.41,14.64,0.00,134.46,153.43,0.00,1.36,0.00,0.00,0.00,0.00,11.00
