"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,15.50,7.18,17.99,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,16.82,16.89,4.00,0.00,7.00,12.10,17.10,2.50,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,13.10,0.90,3.20,0.00,26.70,6.00,10.68,131.88,16.50,32.93,0.60,3.00,3.30,3.40,2.40,4.40,7.50,6.50,19.42,2.00,10.60,7.63,6.00,1.20,12.64,15.02,18.90,0.00,0.00,1.22,0.00,14.12,27.31,2.49,1.78,96.91,11.20,4.00,0.40,1.00,73.26,242.30,0.00,6.50
2.00,15.56,7.05,18.06,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,16.66,16.87,4.00,0.00,7.00,12.70,19.60,3.40,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,13.15,1.50,3.50,0.00,26.50,6.00,10.68,132.99,16.50,32.85,0.60,3.00,3.30,3.40,2.40,0.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,12.77,15.28,18.90,0.00,0.00,1.25,0.00,14.25,29.02,2.77,2.05,96.83,11.20,6.00,0.40,1.00,73.58,246.02,0.00,6.50
3.00,15.37,7.02,17.80,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,16.62,16.91,4.00,0.00,7.00,13.30,25.40,3.50,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,13.21,1.90,3.40,0.00,26.30,6.00,10.68,133.81,16.50,32.85,0.60,3.00,3.30,3.40,2.40,0.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,13.03,15.34,18.90,0.00,0.00,1.23,0.00,15.04,29.04,2.76,2.10,96.97,11.00,8.00,0.40,1.00,73.72,243.63,0.00,6.50
4.00,14.89,7.27,17.13,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,16.65,16.92,4.00,0.00,7.00,14.30,30.40,3.50,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,13.21,1.80,3.80,0.00,26.10,6.00,10.68,134.51,16.50,32.93,0.60,3.00,3.30,3.40,2.40,1.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,13.32,15.34,18.90,0.00,0.00,1.23,0.00,15.93,29.54,2.65,2.06,96.98,11.10,12.00,0.40,0.96,73.78,235.77,0.00,6.50
5.00,14.22,7.06,15.98,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,16.74,16.92,4.00,0.00,7.00,15.40,35.00,3.50,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,13.13,1.60,4.30,0.00,25.90,6.00,10.68,134.98,16.50,33.10,0.60,3.00,3.30,3.40,2.40,4.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,13.35,15.21,18.90,0.00,0.00,1.23,0.00,17.17,31.51,2.62,2.07,96.86,11.40,17.00,0.30,1.00,73.69,239.83,0.00,6.50
6.00,13.50,6.82,14.48,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,16.57,16.99,4.00,0.00,7.00,16.50,36.90,3.40,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,13.10,1.40,5.00,0.00,25.80,6.00,10.68,134.90,16.50,33.12,0.60,3.00,3.30,3.40,2.40,10.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,13.30,15.04,18.90,0.00,0.00,1.04,0.00,18.33,33.35,2.62,2.09,96.60,11.40,22.00,0.20,0.92,72.98,250.00,0.00,6.50
7.00,12.83,6.66,12.70,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,15.95,16.99,4.00,0.00,7.00,20.50,38.00,0.00,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,13.03,1.20,5.70,0.00,25.70,6.00,10.68,133.94,16.50,32.89,0.60,3.00,3.30,3.40,2.40,16.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,12.92,14.53,18.90,0.00,0.00,1.01,0.00,19.26,34.76,2.59,2.07,95.81,11.30,29.00,0.20,0.96,71.42,250.00,0.00,6.50
8.00,12.08,6.19,10.37,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,14.59,16.78,4.00,0.00,7.00,21.60,37.90,0.00,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,12.76,2.30,9.10,0.00,25.60,6.00,10.68,131.02,16.50,32.07,0.60,3.00,3.30,3.40,2.40,24.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,12.45,13.90,18.90,0.00,0.00,0.94,0.00,20.17,35.95,2.55,2.04,93.72,15.20,37.00,0.10,0.96,68.73,242.47,0.00,6.50
9.00,11.38,5.81,7.48,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,11.85,16.12,4.00,0.00,7.00,22.50,37.20,0.00,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,12.03,2.50,9.50,0.00,25.60,6.00,10.68,121.91,16.50,29.26,0.60,3.00,3.30,3.40,2.40,32.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,11.76,12.87,18.90,0.00,0.00,0.79,0.00,21.03,36.50,2.48,1.95,88.27,16.30,45.00,0.10,0.96,61.24,228.52,0.00,6.50
10.00,10.56,6.13,4.53,14.00,4.20,7.60,3.40,4.60,1.51,0.00,3.40,17.00,6.04,14.55,4.00,0.00,7.00,22.70,34.60,0.00,4.20,4.80,1.60,18.93,10.00,4.50,6.50,2.80,8.73,2.40,10.90,0.00,25.80,6.00,10.68,84.11,16.50,18.83,0.60,3.00,3.30,3.40,2.40,41.00,7.50,6.50,19.42,2.00,10.60,7.63,5.90,1.20,10.99,11.72,18.90,0.00,0.00,0.57,0.00,21.80,37.16,2.40,1.84,70.37,18.90,55.00,0.10,0.96,40.87,213.48,0.00,6.50
