"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,112.36,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,95.45,5.46,19.77,204.59,204.37,0.00,0.00,20.62,0.00,0.00,127.92,0.00,0.00,74.91,54.31,42.89,38.18,50.81,30.67,30.56,30.55,68.88,69.00,90.30,90.27,180.05,19.40,0.00
2.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,112.36,101.94,39.88,35.37,204.97,25.41,1.97,6.88,66.31,0.00,9.98,80.99,5.46,18.73,207.87,200.75,52.00,51.72,22.04,22.04,0.00,152.59,0.00,0.00,74.12,74.97,37.96,35.09,50.81,30.67,30.56,30.55,47.28,47.31,57.65,57.64,200.23,19.40,0.00
3.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,112.36,101.94,39.88,24.22,204.97,25.41,1.97,6.88,66.31,0.00,9.98,78.05,5.46,18.05,203.11,202.89,22.01,58.84,22.01,46.44,0.00,90.21,84.16,0.00,74.91,54.14,39.26,35.94,50.81,30.67,30.56,30.55,46.99,47.02,56.43,56.42,196.21,19.40,0.00
4.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,88.25,5.13,2.82,121.34,112.36,101.94,39.88,18.00,204.97,25.41,1.97,6.88,66.31,0.00,9.98,82.77,5.46,19.15,206.49,206.26,32.30,0.00,49.00,32.30,0.00,103.43,98.22,0.00,74.91,76.30,39.59,36.15,50.81,30.67,30.56,30.55,47.14,47.16,58.31,58.30,203.20,19.40,0.00
5.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,111.95,5.13,2.82,121.34,112.36,101.94,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,224.13,216.09,23.30,67.10,67.88,23.30,109.60,116.06,109.61,0.00,74.91,53.40,41.10,37.09,50.81,30.67,30.56,30.55,47.28,47.31,93.43,93.38,203.20,19.40,0.00
6.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,114.31,5.13,2.82,121.34,112.36,101.94,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,219.21,218.95,23.30,67.10,67.88,23.30,109.08,113.88,109.10,0.00,74.91,76.30,38.96,35.75,50.81,30.67,30.56,30.55,46.99,47.02,86.72,86.68,203.20,19.40,0.00
7.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,109.67,5.13,2.82,121.34,112.36,101.94,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,223.41,215.39,23.30,67.10,67.88,23.30,105.92,112.19,105.93,0.00,74.91,76.30,39.68,36.21,50.81,30.67,30.56,30.55,47.14,47.16,84.50,84.47,203.20,19.40,0.00
8.00,0.00,29.24,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,135.08,5.13,2.82,121.34,112.36,131.40,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,228.46,220.39,23.30,67.10,67.88,23.30,175.02,179.20,175.09,0.00,74.91,76.30,50.37,42.50,50.81,30.67,30.56,30.55,47.28,47.31,110.26,110.22,203.20,19.40,0.00
9.00,0.00,29.78,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,137.76,5.13,2.82,121.34,112.36,129.77,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,228.46,220.39,23.30,67.10,67.88,23.30,176.74,180.91,176.80,0.00,74.91,53.40,46.37,40.20,50.81,30.67,30.56,30.55,46.99,47.02,110.26,110.22,203.20,19.40,0.00
10.00,0.00,29.95,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,139.39,5.13,2.82,121.34,112.36,131.25,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,228.46,220.39,23.30,67.10,67.88,23.30,184.03,188.21,184.10,0.00,74.91,76.30,53.09,44.14,50.81,30.67,30.56,30.55,47.28,47.31,110.26,110.22,203.20,19.40,0.00
11.00,0.00,29.59,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,134.65,5.13,2.82,121.34,112.36,125.29,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,228.46,220.39,23.30,67.10,67.88,23.30,177.55,181.73,177.61,0.00,74.91,76.30,45.63,39.77,50.81,30.67,30.56,30.55,46.99,47.02,110.26,110.22,203.20,19.40,0.00
12.00,0.00,29.95,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,142.31,5.13,2.82,121.34,112.36,132.58,39.88,18.00,204.97,25.41,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,228.46,220.39,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,76.30,53.10,44.15,50.81,30.67,30.56,30.55,47.28,47.31,110.26,110.22,203.20,19.40,0.00
13.00,0.00,29.75,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,131.47,5.13,2.82,121.34,112.36,117.91,39.88,18.00,204.97,13.33,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,228.46,220.39,23.30,67.10,67.88,23.30,184.17,188.35,184.23,0.00,74.91,53.40,46.26,40.14,50.81,30.67,30.56,30.55,47.14,47.16,110.26,110.22,203.20,19.40,0.00
14.00,0.00,28.42,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,111.91,5.13,2.82,121.34,112.36,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,207.38,214.84,23.30,67.10,67.88,23.30,145.31,149.46,145.35,0.00,74.91,76.30,44.14,38.91,50.81,30.67,30.56,30.55,47.14,47.16,110.26,110.22,203.20,19.40,0.00
15.00,0.00,29.95,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,111.91,5.13,2.82,121.34,112.36,101.94,39.88,18.00,204.97,13.33,1.97,6.88,66.31,6.39,9.98,85.48,5.46,19.77,201.42,208.39,23.30,67.10,67.88,23.30,123.71,131.36,123.73,0.00,74.91,76.30,38.86,35.68,50.81,30.67,30.56,30.55,47.14,47.16,92.53,92.49,201.89,19.40,0.00
16.00,0.00,29.95,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,111.91,5.13,2.82,121.34,112.36,101.94,39.88,18.82,204.97,13.33,1.97,6.88,66.31,6.39,9.98,24.59,5.46,5.69,206.43,199.46,0.00,26.69,21.85,21.85,129.63,133.92,129.66,0.00,74.91,76.30,49.53,42.01,50.81,30.67,30.56,30.55,47.14,47.16,88.33,88.29,199.22,19.40,0.00
