"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.00,17.98,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,22.13,20.01,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,14.11,33.04,2.40,27.60,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,7.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,8.00,11.10,18.90,0.00,0.00,0.00,0.20,28.73,51.72,1.48,1.21,0.00,55.69,7.00,0.00,1.28,0.00,0.00,5.00,0.00,11.00
2.00,0.00,18.26,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,22.65,18.14,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,13.43,31.44,2.40,27.50,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,5.00,6.30,8.00,14.56,3.00,10.00,7.71,5.00,1.20,14.18,15.71,18.90,0.00,0.00,0.00,0.20,27.55,50.38,1.39,1.05,0.00,52.55,7.00,0.00,1.28,0.00,0.00,5.00,0.00,11.00
3.00,0.00,18.50,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,22.93,16.41,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,12.92,30.06,2.40,27.50,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,5.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.48,15.72,18.90,0.00,0.00,0.00,0.20,27.16,51.19,1.37,0.91,0.00,52.36,8.00,0.00,1.24,0.00,0.00,5.00,0.00,11.00
4.00,0.00,18.73,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,23.20,15.76,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,12.58,28.90,2.40,27.60,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,6.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.69,15.68,18.90,0.00,0.00,0.00,0.20,27.94,52.00,1.23,0.83,0.00,52.17,9.00,0.00,1.24,0.00,0.00,5.00,0.00,11.00
5.00,0.00,18.63,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,23.45,15.47,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,12.30,28.07,2.40,27.50,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,7.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.71,15.81,18.90,0.00,0.00,0.00,0.20,29.11,52.83,1.06,0.77,0.00,53.82,10.00,0.00,1.24,0.00,0.00,5.00,0.00,11.00
6.00,0.00,18.74,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,23.66,15.04,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,12.08,27.56,2.40,27.60,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,8.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.68,15.99,18.90,0.00,0.00,0.00,0.20,28.43,52.68,0.97,0.77,0.00,55.47,12.00,0.00,1.20,0.00,0.00,5.00,0.00,11.00
7.00,0.00,19.10,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,23.84,14.57,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,12.13,27.53,2.40,27.60,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,9.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.74,16.10,18.90,0.00,0.00,0.00,0.20,27.12,52.22,0.92,0.80,0.00,56.67,12.00,0.00,1.24,0.00,0.00,5.00,0.00,11.00
8.00,0.00,18.91,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,23.37,14.33,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,12.45,27.97,2.40,27.60,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,10.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.84,16.19,18.90,0.00,0.00,0.00,0.20,25.19,49.90,1.10,0.94,0.00,57.87,13.00,0.00,1.16,0.00,0.00,5.00,0.00,11.00
9.00,0.00,19.11,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,22.68,14.16,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,12.83,28.78,2.40,27.60,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,12.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.94,16.26,18.90,0.00,0.00,0.00,0.20,23.05,46.98,1.35,1.13,0.00,58.04,14.00,0.00,1.20,0.00,0.00,5.00,0.00,11.00
10.00,0.00,19.06,0.00,14.00,4.20,7.20,3.00,3.90,1.82,0.40,3.40,19.63,0.00,0.00,3.10,0.00,7.40,22.03,14.49,0.00,5.00,4.80,4.40,18.45,10.00,5.00,7.00,2.80,0.00,13.28,29.96,2.40,27.70,3.80,10.68,0.00,16.99,0.00,0.60,7.00,8.00,8.00,1.20,15.00,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,15.05,16.32,18.90,0.00,0.00,0.00,0.20,22.60,46.37,1.43,1.12,0.00,58.20,15.00,0.00,1.16,0.00,0.00,5.00,0.00,11.00
