"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,49.49,0.00,5.13,2.82,141.51,56.19,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,46.37,0.00,46.48,0.00,137.25,146.63,137.29,5.67,0.00,0.00,47.29,33.77,45.10,25.67,25.57,25.56,0.00,68.96,110.26,0.00,119.98
2.00,64.05,26.51,65.17,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,40.03,0.00,5.13,2.82,141.51,54.70,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,47.33,0.00,47.43,0.00,123.09,130.68,123.11,5.67,0.00,0.00,66.56,0.00,45.10,25.67,25.57,25.56,0.00,66.97,110.26,0.00,115.58
3.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,46.24,0.00,5.13,2.82,141.51,55.39,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,67.88,0.00,130.24,138.68,130.27,5.67,0.00,0.00,43.47,32.80,45.10,25.67,25.57,25.56,0.00,76.09,110.26,0.00,118.58
4.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,53.88,0.00,5.13,2.82,141.51,56.23,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,61.16,0.00,141.01,150.90,141.05,5.67,0.00,0.00,43.79,37.25,45.10,25.67,25.57,25.56,0.00,82.39,110.26,0.00,121.99
5.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,54.40,0.00,5.13,2.82,141.51,56.83,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,0.00,0.00,61.16,0.00,130.41,138.87,130.44,5.67,0.00,0.00,35.75,35.74,45.10,25.67,25.57,25.56,0.00,63.88,110.26,0.00,121.67
6.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,79.88,0.00,5.13,2.82,141.51,58.20,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,0.00,0.00,61.16,0.00,143.10,153.28,143.15,5.67,0.00,0.00,39.60,39.57,45.10,25.67,25.57,25.56,38.22,41.23,110.26,0.00,126.05
7.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,72.37,0.00,5.13,2.82,141.51,57.63,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,39.68,66.96,39.68,0.00,137.50,146.92,137.54,5.67,0.00,0.00,35.83,38.71,45.10,25.67,25.57,25.56,34.15,58.68,110.26,0.00,121.21
8.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,40.66,0.00,5.13,2.82,141.51,55.88,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,23.30,67.10,23.30,0.00,118.06,125.15,118.08,5.67,0.00,76.30,36.00,39.08,45.10,25.67,25.57,25.56,24.55,25.93,110.26,0.00,109.33
9.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.52,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,46.99,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,23.30,67.10,23.30,0.00,101.46,107.57,101.47,5.67,0.00,76.30,36.47,39.79,45.10,25.66,25.57,25.57,24.55,25.93,110.26,0.00,66.96
10.00,65.98,27.31,67.13,643.66,219.88,9.09,2.49,70.53,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,44.84,65.00,33.05,34.48,100.00,0.00,4.04,6.88,76.92,0.00,6.39,9.00,49.31,4.43,11.41,150.46,0.00,23.30,67.10,23.30,0.00,114.98,121.81,0.00,5.67,0.00,61.36,36.47,39.79,45.10,26.48,26.39,26.38,27.81,34.12,110.26,0.00,54.54
11.00,68.75,28.45,67.13,643.66,219.88,9.09,2.49,78.17,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,43.96,65.00,33.05,34.48,103.71,0.00,4.04,6.88,76.92,0.00,6.39,9.00,66.94,4.43,15.48,160.68,0.00,23.30,67.10,23.30,0.00,130.10,0.00,130.13,5.67,0.00,57.92,40.63,46.58,45.10,30.67,30.55,30.55,28.58,36.80,110.26,0.00,50.83
12.00,68.52,28.36,67.13,643.66,219.88,9.09,2.49,78.65,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,46.21,65.00,33.05,34.48,108.91,0.00,4.04,6.88,76.92,0.00,6.39,9.00,65.10,4.43,15.06,160.93,0.00,23.30,67.10,23.30,0.00,98.44,104.48,98.45,5.67,0.00,55.61,39.24,44.25,45.10,30.67,30.55,30.55,29.06,38.63,110.26,0.00,56.59
13.00,69.55,28.78,67.13,643.66,219.88,9.09,2.49,81.46,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,51.01,65.00,33.05,34.48,118.48,0.00,4.04,6.88,76.92,0.00,6.39,9.00,63.67,4.43,14.73,164.55,0.00,23.30,67.10,23.30,0.00,113.86,120.60,113.88,5.67,0.00,51.89,38.83,43.55,45.10,30.67,30.56,30.55,29.78,41.62,110.26,0.00,65.73
14.00,71.55,29.61,67.13,643.66,219.88,9.09,2.49,85.67,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,52.23,65.00,33.05,34.48,120.66,15.83,4.04,6.88,76.92,0.00,6.39,9.00,71.94,4.43,16.64,168.97,0.00,23.30,67.10,23.30,0.00,107.64,113.99,107.65,5.67,0.00,51.83,42.91,50.40,45.10,30.67,30.56,30.55,29.80,41.67,110.26,0.00,61.38
15.00,71.10,29.42,67.13,643.66,219.88,9.09,2.49,87.72,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,52.04,65.00,33.05,34.48,123.93,15.83,4.04,6.88,76.92,0.00,6.39,9.00,70.56,4.43,16.32,171.91,0.00,23.30,67.10,23.30,0.00,0.00,164.33,153.00,5.67,0.00,76.30,41.39,47.86,45.10,30.67,30.56,30.55,24.55,25.93,110.26,0.00,59.27
16.00,70.93,29.35,67.13,643.66,219.88,9.09,2.49,88.10,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,52.72,65.00,33.05,34.48,110.32,15.83,4.04,6.88,76.92,0.00,6.39,9.00,68.08,4.43,15.75,172.66,0.00,23.30,67.10,23.30,0.00,0.00,164.58,153.22,5.67,0.00,53.04,40.97,47.15,45.10,30.67,30.55,30.55,29.56,40.70,110.26,0.00,59.18
17.00,70.96,29.37,67.13,643.66,219.88,9.09,2.49,88.84,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,52.34,65.00,33.05,34.48,111.47,15.83,4.04,6.88,76.92,0.00,6.39,9.00,68.64,4.43,15.88,173.11,0.00,23.30,67.10,23.30,0.00,0.00,163.06,151.85,5.67,0.00,63.03,41.50,48.04,45.10,30.67,30.55,30.55,56.00,23.38,110.26,0.00,59.56
18.00,68.79,28.47,67.13,643.66,219.88,9.09,2.49,84.19,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,54.19,65.00,33.05,34.48,119.23,15.83,4.04,6.88,76.92,0.00,6.39,9.00,61.04,4.43,14.12,169.05,0.00,23.30,67.10,23.30,0.00,119.90,127.16,119.92,5.67,0.00,62.06,37.37,41.19,45.10,30.67,30.55,30.55,56.00,24.35,110.26,0.00,69.10
19.00,69.84,28.90,67.13,643.66,219.88,9.09,2.49,85.65,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,49.50,65.00,33.05,34.48,114.64,15.83,4.04,6.88,76.92,0.00,6.39,9.00,68.78,4.43,15.91,169.77,0.00,23.30,67.10,23.30,0.00,0.00,154.19,143.95,5.67,0.00,64.33,40.20,45.84,45.10,30.67,30.55,30.55,56.00,22.07,110.26,0.00,55.82
20.00,70.29,29.09,67.13,643.66,219.88,9.09,2.49,88.07,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,46.17,65.00,33.05,34.48,108.39,15.83,4.04,6.88,76.92,0.00,6.39,9.00,70.83,4.43,16.38,173.35,0.00,23.30,67.10,23.30,0.00,132.64,0.00,132.67,5.67,0.00,65.21,40.80,46.86,45.10,30.67,30.55,30.55,56.00,21.20,110.26,0.00,49.12
21.00,70.50,29.18,67.13,643.66,219.88,9.09,2.49,87.66,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,43.85,65.00,33.05,34.48,104.58,15.83,4.04,6.88,76.92,0.00,6.39,9.00,69.85,4.43,16.16,170.31,0.00,24.06,67.10,24.06,0.00,125.66,0.00,125.69,5.67,67.01,45.00,41.45,47.97,45.10,30.66,30.54,30.54,56.00,36.35,110.26,0.00,48.10
22.00,70.20,29.05,67.13,643.66,219.88,9.09,2.49,86.55,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,46.66,65.00,33.05,34.48,106.54,15.83,4.04,6.88,76.92,0.00,6.39,9.00,65.58,4.43,15.17,170.39,0.00,24.09,67.10,24.09,0.00,141.33,0.00,141.37,5.67,67.01,45.00,39.70,45.01,45.10,30.67,30.55,30.55,56.00,36.28,110.26,0.00,56.78
23.00,72.37,29.95,67.13,643.66,219.88,9.09,2.49,88.96,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,49.06,65.00,33.05,34.48,133.21,15.83,4.04,6.88,76.92,0.00,6.39,9.00,85.48,4.43,19.77,194.13,0.00,67.50,67.10,67.88,0.00,147.99,0.00,148.04,5.67,70.45,43.48,46.24,46.20,45.10,30.67,30.56,30.55,20.62,20.62,110.26,0.00,58.13
24.00,72.37,29.95,67.13,643.66,219.88,9.09,2.49,88.96,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,51.76,65.00,33.05,34.48,138.93,15.83,4.04,6.88,76.92,0.00,6.39,9.00,85.48,4.43,19.77,195.97,0.00,67.50,67.10,67.88,0.00,102.66,108.80,102.67,5.67,70.85,52.51,48.65,48.60,45.10,30.67,30.56,30.55,20.62,20.62,110.26,0.00,61.75
25.00,72.37,29.95,67.13,643.66,219.88,9.09,2.49,88.96,17.04,1.78,27.75,14.92,40.00,0.00,5.13,2.82,141.51,57.44,65.00,33.05,34.48,125.37,15.83,4.04,6.88,76.92,0.00,6.39,9.00,77.00,4.43,17.81,178.35,0.00,23.34,67.10,23.34,0.00,124.18,131.89,124.20,5.67,67.01,45.00,42.58,49.86,45.10,30.67,30.55,30.55,56.00,37.79,110.26,0.00,82.07
26.00,69.43,28.73,67.13,643.66,219.88,9.09,2.49,85.90,17.04,1.78,27.75,14.92,42.78,0.00,5.13,2.82,141.51,66.95,65.00,33.05,34.48,115.59,15.83,4.04,6.88,76.92,0.00,6.39,9.00,62.38,4.43,14.43,171.00,0.00,23.31,67.10,23.31,0.00,161.52,173.70,161.58,5.67,67.01,45.00,37.99,42.20,45.10,30.67,30.55,30.55,56.00,37.85,110.26,0.00,101.75
27.00,72.37,29.95,67.13,643.66,219.88,9.09,2.49,88.96,17.04,1.78,27.75,14.92,53.64,0.00,5.13,2.82,141.51,66.94,65.00,33.05,34.48,140.75,15.83,4.04,6.88,76.92,0.00,6.39,9.00,85.48,4.43,19.77,198.76,0.00,26.38,67.10,26.38,0.00,158.56,170.51,158.62,5.67,74.91,48.54,44.41,52.84,45.10,30.67,30.56,30.55,56.00,31.70,110.26,0.00,101.75
28.00,72.37,29.95,67.13,643.66,219.88,9.09,2.49,88.91,17.04,1.78,27.75,14.92,103.37,0.00,5.13,2.82,141.51,66.95,65.00,33.05,34.48,117.35,15.83,4.04,6.88,76.92,0.00,6.39,9.00,78.03,4.43,18.05,173.90,0.00,27.29,67.10,27.29,0.00,182.83,195.80,182.89,5.67,67.01,45.00,42.58,49.85,45.10,30.67,30.55,30.55,56.00,29.88,110.26,0.00,121.96
29.00,70.91,29.35,67.13,643.66,219.88,9.09,2.49,85.65,17.04,1.78,27.75,14.92,139.28,0.00,5.13,2.82,141.51,66.94,65.00,33.05,34.48,104.27,15.83,4.04,6.88,76.92,0.00,6.39,9.00,72.16,4.43,16.69,166.94,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,67.01,45.00,39.41,44.53,45.10,30.67,30.55,30.54,56.00,87.27,110.26,0.00,141.84
30.00,69.00,29.95,67.13,643.66,219.88,9.09,2.49,79.35,17.04,1.78,27.75,14.92,142.31,0.00,5.13,2.82,141.51,93.40,65.00,33.05,34.48,104.64,15.83,4.04,6.88,76.92,0.00,6.39,9.00,81.68,4.43,18.89,158.95,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,70.70,48.49,39.40,44.51,45.10,30.65,30.54,30.53,56.00,87.27,110.26,0.00,146.00
31.00,68.15,29.95,67.13,643.66,219.88,9.09,2.49,84.09,17.04,1.78,27.75,14.92,142.31,0.00,5.13,2.82,141.51,96.52,65.00,33.05,34.48,134.76,15.83,4.04,6.88,76.92,0.00,6.39,9.00,77.59,4.43,17.95,164.55,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,70.27,40.98,41.81,41.78,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
32.00,67.50,29.95,67.13,643.66,219.88,9.09,2.49,84.62,17.04,1.78,27.75,14.92,142.31,0.00,5.13,2.82,141.51,94.78,65.00,33.05,34.48,148.11,15.83,4.04,6.88,76.92,0.00,6.39,9.00,77.50,4.43,17.93,165.65,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,70.27,40.97,39.50,43.38,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
33.00,67.57,29.95,67.13,643.66,219.88,9.09,2.49,84.14,17.04,1.78,27.75,14.92,142.31,0.00,5.13,2.82,141.51,91.61,65.00,33.05,34.48,147.65,15.83,4.04,6.88,76.92,0.00,6.39,9.00,75.17,4.43,17.39,165.42,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,69.96,38.16,44.95,35.30,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
34.00,67.68,29.95,67.13,643.66,219.88,9.09,2.49,83.80,17.04,1.78,27.75,14.92,142.31,0.00,5.13,2.82,141.51,90.83,65.00,33.05,34.48,146.20,15.83,4.04,6.88,76.92,0.00,6.39,9.00,75.20,4.43,17.39,165.23,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,69.98,38.26,40.40,40.38,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
