"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,14.15,22.74,12.32,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,15.10,16.52,17.56,0.00,9.40,17.61,68.60,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,12.10,20.70,72.20,3.34,0.00,10.00,19.12,120.47,18.05,29.69,0.60,19.51,19.51,19.51,0.00,128.30,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,13.13,15.10,9.00,0.00,0.00,1.12,1.00,19.70,106.40,5.33,10.60,86.19,106.50,152.30,0.30,2.00,67.55,124.70
2.00,13.56,22.74,10.22,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,15.33,16.59,17.56,0.00,9.40,17.35,68.50,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,12.14,21.40,74.40,3.34,0.00,10.00,19.12,120.96,18.05,29.97,0.60,19.51,19.51,19.51,0.00,128.90,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,12.72,14.90,9.00,0.00,0.00,0.95,1.00,22.35,107.10,5.52,11.00,86.01,108.50,157.10,0.20,2.00,66.89,114.10
3.00,12.97,22.70,8.49,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,15.36,16.60,17.56,0.00,9.40,17.22,67.90,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,12.10,22.40,76.80,3.34,0.00,10.00,19.12,120.14,18.05,30.09,0.60,19.51,19.51,19.51,0.00,130.20,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,12.17,14.80,9.00,0.00,0.00,0.92,1.00,19.83,108.10,5.48,11.50,85.24,110.80,159.60,0.20,2.00,65.15,99.90
4.00,12.27,22.71,6.57,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,14.90,16.56,17.56,0.00,9.40,17.45,67.50,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,11.98,23.50,78.90,3.34,0.00,10.00,19.12,118.01,18.05,29.52,0.60,19.51,19.51,19.51,0.00,131.40,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,11.19,14.60,9.00,0.00,0.00,0.86,1.00,20.52,109.20,5.63,11.90,83.41,113.30,161.60,0.10,2.00,61.91,82.00
5.00,11.39,22.71,4.18,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,13.89,16.32,17.56,0.00,9.40,17.71,67.20,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,11.46,24.50,80.70,3.34,0.00,10.00,19.12,110.23,18.05,27.03,0.60,19.51,19.51,19.51,0.00,131.00,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,10.28,13.60,9.00,0.00,0.00,0.72,1.00,23.32,110.40,5.95,12.30,78.87,116.20,161.60,0.10,2.00,49.82,60.30
6.00,10.34,22.80,1.93,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,10.50,15.49,17.56,0.00,9.40,18.06,67.80,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,9.66,25.60,82.30,3.34,0.00,10.00,19.12,81.47,18.05,19.87,0.60,19.51,19.51,19.51,0.00,130.50,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,9.53,12.70,9.00,0.00,0.00,0.52,1.00,38.24,108.50,6.54,12.60,64.94,118.70,160.40,0.10,2.00,29.09,35.90
7.00,8.32,22.60,0.44,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,3.04,12.60,17.56,0.00,9.40,19.00,68.80,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,4.63,26.50,83.50,3.34,0.00,10.00,19.12,35.56,18.05,9.39,0.60,19.51,19.51,19.51,0.00,129.20,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,8.66,11.80,9.00,0.00,0.00,0.45,1.00,57.31,109.60,6.95,12.30,32.18,119.90,155.70,0.10,2.00,12.52,14.70
8.00,2.54,22.87,0.03,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,0.28,5.77,17.56,0.00,9.40,18.65,67.60,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,0.24,27.20,84.60,3.34,0.00,10.00,19.12,9.31,18.05,2.30,0.60,19.51,19.51,19.51,0.00,128.00,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,7.42,10.80,9.00,0.00,0.00,0.31,1.00,86.65,110.50,8.97,12.00,6.95,120.90,149.80,0.10,2.00,2.64,2.50
9.00,0.21,22.70,0.00,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,0.00,0.62,17.56,0.00,9.40,18.66,65.80,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,0.00,27.60,85.20,3.34,0.00,10.00,19.12,0.28,18.05,0.04,0.60,19.51,19.51,19.51,0.00,126.40,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,6.26,9.40,9.00,0.00,0.00,0.11,1.00,89.60,109.30,13.60,11.50,0.16,121.70,139.10,0.00,2.00,0.08,0.00
10.00,0.00,22.70,0.00,17.00,0.00,0.00,12.39,19.12,3.40,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,17.93,62.10,8.00,9.90,15.61,5.00,19.32,19.32,13.66,17.56,0.00,0.00,28.00,85.80,3.34,0.00,10.00,19.12,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,124.60,12.88,19.51,19.51,6.00,10.60,0.00,20.00,0.00,5.30,8.40,9.00,0.00,0.00,0.05,1.00,89.90,105.30,13.40,10.90,0.00,122.20,127.40,0.00,2.00,0.00,0.00
