"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,0.00,14.43,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,5.00,15.00,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,17.86,54.82,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,77.00,11.22,13.66,3.50,10.80,8.10,7.50,2.40,0.18,0.68,18.00,0.00,0.00,0.00,1.00,112.88,111.50,10.00,8.63,0.00,62.48,68.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
2.00,0.00,14.79,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,13.24,35.47,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,20.21,63.95,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,88.42,11.22,13.66,3.50,10.80,8.10,7.50,2.40,0.73,0.64,18.00,0.00,0.00,0.00,1.00,73.96,84.27,3.39,4.78,0.00,85.91,86.64,0.00,2.00,0.00,0.00,11.00,0.00,23.00
3.00,0.00,15.26,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,13.27,37.26,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,20.42,63.85,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,86.55,11.22,13.66,3.50,10.80,8.10,7.50,2.40,0.66,0.62,18.00,0.00,0.00,0.00,1.00,72.34,84.05,3.35,4.63,0.00,85.44,85.91,0.00,2.00,0.00,0.00,11.00,0.00,23.00
4.00,0.00,15.23,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,14.05,39.90,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,20.44,63.12,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,85.01,11.22,13.66,3.50,10.80,8.10,7.50,2.40,0.72,0.63,18.00,0.00,0.00,0.00,1.00,69.37,83.14,3.19,4.38,0.00,84.56,83.86,0.00,2.00,0.00,0.00,11.00,0.00,23.00
5.00,0.00,15.20,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,14.92,42.37,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,20.48,62.42,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,83.63,11.22,13.66,3.50,10.80,8.10,7.50,2.40,0.79,0.64,18.00,0.00,0.00,0.00,1.00,66.24,81.96,3.03,4.13,0.00,83.65,81.83,0.00,2.00,0.00,0.00,11.00,0.00,23.00
6.00,0.00,15.36,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,16.09,44.35,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,20.58,61.83,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,82.76,11.22,13.66,3.50,10.80,8.10,7.50,2.40,0.88,0.62,18.00,0.00,0.00,0.00,1.00,62.63,79.97,2.91,3.87,0.00,82.62,79.85,0.00,2.00,0.00,0.00,11.00,0.00,23.00
7.00,0.00,15.36,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,17.13,46.81,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,20.76,61.47,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,81.36,11.22,13.66,3.50,10.80,8.10,7.50,2.40,0.97,0.63,18.00,0.00,0.00,0.00,1.00,59.15,78.08,2.75,3.59,0.00,82.14,77.13,0.00,2.00,0.00,0.00,11.00,0.00,23.00
8.00,0.00,15.86,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,17.77,50.70,8.00,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,21.18,61.81,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,78.39,11.22,13.66,3.50,10.80,8.10,7.50,2.40,1.10,0.72,18.00,0.00,0.00,0.00,1.00,56.07,76.50,2.47,3.21,0.00,83.30,72.20,0.00,2.00,0.00,0.00,11.00,0.00,23.00
9.00,0.00,16.40,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,18.46,53.69,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,21.50,61.99,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,74.09,11.22,13.66,3.50,10.80,8.10,7.50,2.40,1.21,0.89,18.00,0.00,0.00,0.00,1.00,53.31,74.98,2.19,2.84,0.00,84.10,66.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00
10.00,0.00,16.28,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,19.32,53.97,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,21.48,61.69,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,65.84,11.22,13.66,3.50,10.80,8.10,7.50,2.40,1.26,1.29,18.00,0.00,0.00,0.00,1.00,51.51,73.62,1.86,2.51,0.00,83.81,58.96,0.00,2.00,0.00,0.00,11.00,0.00,23.00
