"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,14.55,12.08,16.58,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,14.50,14.70,4.00,0.00,7.60,23.90,51.30,3.12,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,12.78,22.20,66.50,2.45,26.42,5.00,10.68,136.40,16.50,33.47,0.60,2.90,3.40,3.50,1.20,121.80,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,14.00,16.24,18.00,0.00,0.00,1.23,0.00,74.00,79.30,10.50,8.60,98.39,91.48,129.00,0.30,0.96,74.53,238.73,0.00,6.50
2.00,13.85,12.02,15.22,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,13.00,15.10,4.00,0.00,7.60,24.60,52.90,0.50,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,12.57,22.90,69.40,2.45,26.36,5.00,10.68,136.53,16.50,33.43,0.60,2.90,3.40,3.50,1.20,123.80,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,13.90,16.20,18.00,0.00,0.00,1.04,0.00,75.20,80.92,11.00,9.20,98.20,95.19,134.50,0.20,0.96,74.18,236.66,0.00,6.50
3.00,13.14,12.05,13.59,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,10.80,15.20,4.00,0.00,7.60,25.40,53.80,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,12.23,23.50,72.10,2.45,26.08,5.00,10.68,135.93,16.50,33.21,0.60,2.90,3.40,3.50,1.20,125.90,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,13.70,16.08,18.00,0.00,0.00,1.01,0.00,76.30,82.43,11.50,9.70,97.60,98.82,140.30,0.20,0.96,73.11,235.98,0.00,6.50
4.00,12.47,11.92,11.56,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,8.40,14.30,4.00,0.00,7.60,26.20,55.20,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,11.65,24.10,74.90,2.45,25.95,5.00,10.68,134.08,16.50,32.61,0.60,2.90,3.40,3.50,1.20,126.60,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,13.50,15.73,18.00,0.00,0.00,0.94,0.00,77.60,84.13,12.00,10.00,96.16,101.86,144.40,0.10,0.96,71.12,234.49,0.00,6.50
5.00,11.68,11.89,8.86,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,3.80,12.00,4.00,0.00,7.60,27.00,56.70,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,10.98,24.70,77.60,2.45,26.03,5.00,10.68,128.94,16.50,31.04,0.60,2.90,3.40,3.50,1.20,126.90,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,13.30,15.30,18.00,0.00,0.00,0.79,0.00,78.90,85.89,12.40,10.30,92.57,104.72,147.90,0.10,0.96,67.02,231.65,0.00,6.50
6.00,11.01,11.79,5.87,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,0.30,7.60,4.00,0.00,7.60,27.20,57.30,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,9.25,25.30,79.10,2.45,26.14,5.00,10.68,109.79,16.50,24.56,0.60,2.90,3.40,3.50,1.20,127.20,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,12.60,14.66,18.00,0.00,0.00,0.57,0.00,79.90,88.12,12.40,10.50,83.80,106.66,148.70,0.10,1.00,54.61,219.95,0.00,6.50
7.00,9.96,11.76,3.11,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,0.00,2.70,4.00,0.00,7.60,27.10,55.60,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,4.21,25.80,80.30,2.45,26.29,5.00,10.68,59.88,16.50,12.53,0.60,2.90,3.40,3.50,1.20,127.50,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,11.70,13.94,18.00,0.00,0.00,0.49,0.00,80.70,90.49,12.20,10.60,56.07,108.29,148.50,0.10,1.08,28.34,178.82,0.00,6.50
8.00,8.59,12.60,0.94,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,0.00,0.20,4.00,0.00,7.60,26.80,54.30,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.64,26.30,81.50,2.45,26.39,5.00,10.68,18.55,16.50,3.92,0.60,2.90,3.40,3.50,1.20,126.80,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,10.80,13.05,18.00,0.00,0.00,0.34,0.00,83.40,92.58,12.10,10.40,20.13,109.74,143.60,0.10,1.12,9.34,85.69,0.00,6.50
9.00,3.34,11.65,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,0.00,0.00,4.00,0.00,7.60,26.50,51.40,0.73,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.00,26.70,82.50,2.45,26.64,5.00,10.68,2.20,16.50,0.06,0.60,2.90,3.40,3.50,1.20,125.90,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,9.80,12.20,18.00,0.00,0.00,0.12,0.00,86.60,94.58,11.90,10.10,2.58,111.13,137.30,0.00,1.12,1.15,14.67,0.00,6.50
10.00,0.06,11.60,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.00,3.50,17.00,0.00,0.00,4.00,0.00,7.60,26.00,48.30,6.86,5.00,15.53,2.50,17.96,10.00,3.00,4.50,2.80,0.00,27.10,83.00,2.45,26.88,5.00,10.68,0.01,16.50,0.00,0.60,2.90,3.40,3.50,1.20,125.10,7.50,6.50,19.42,2.00,10.60,7.64,5.30,1.20,8.90,11.50,18.00,0.00,0.00,0.06,0.00,92.20,95.47,12.10,10.30,0.00,112.07,132.40,0.00,1.16,0.00,0.33,0.00,6.50
