"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,10.03,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,21.89,23.33,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,24.11,64.13,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,47.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,3.16,5.27,9.50,0.00,0.00,0.00,0.00,60.86,82.73,3.93,2.74,0.00,97.05,52.00,0.00,1.12,0.00,0.00,5.00,9.50
2.00,0.00,10.12,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,21.60,22.67,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,23.46,62.21,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,45.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,7.45,11.33,9.50,0.00,0.00,0.00,0.00,59.62,81.40,3.88,2.65,0.00,96.20,47.00,0.00,1.12,0.00,0.00,5.00,9.50
3.00,0.00,10.34,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,21.14,22.15,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,22.76,60.12,2.50,27.30,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,43.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,7.39,11.48,9.50,0.00,0.00,0.00,0.00,58.91,80.34,4.00,2.71,0.00,94.97,44.00,0.00,1.08,0.00,0.00,5.00,9.50
4.00,0.00,10.44,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.95,22.16,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,22.06,57.87,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,40.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,7.33,11.60,9.50,0.00,0.00,0.00,0.00,57.02,78.92,4.00,2.62,0.00,93.73,42.00,0.00,1.08,0.00,0.00,5.00,9.50
5.00,0.00,10.34,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.85,22.35,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,21.38,55.45,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,37.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,7.38,11.66,9.50,0.00,0.00,0.00,0.00,54.73,77.38,3.97,2.47,0.00,92.21,39.00,0.00,1.08,0.00,0.00,5.00,9.50
6.00,0.00,10.46,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.63,21.93,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,20.66,53.12,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,34.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,7.46,11.71,9.50,0.00,0.00,0.00,0.00,52.95,76.00,3.90,2.39,0.00,90.69,34.00,0.00,1.04,0.00,0.00,5.00,9.50
7.00,0.00,12.93,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.35,21.30,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,19.91,50.88,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,31.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,7.83,11.99,9.50,0.00,0.00,0.00,0.00,51.36,74.68,3.82,2.32,0.00,88.33,30.00,0.00,1.04,0.00,0.00,5.00,9.50
8.00,0.00,13.85,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.32,19.72,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,19.30,48.86,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,28.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,8.31,12.35,9.50,0.00,0.00,0.00,0.00,49.45,73.77,3.41,2.06,0.00,85.97,28.00,0.00,1.00,0.00,0.00,5.00,9.50
9.00,0.00,13.85,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.35,17.82,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,18.82,47.06,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,26.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,8.59,12.73,9.50,0.00,0.00,0.00,0.00,47.45,73.01,2.89,1.75,0.00,82.77,25.00,0.00,1.00,0.00,0.00,5.00,9.50
10.00,0.00,13.09,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.39,16.53,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,18.35,45.56,2.50,27.40,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,23.00,7.50,6.50,19.42,2.00,10.60,6.33,5.40,1.20,8.80,13.12,9.50,0.00,0.00,0.00,0.00,46.06,71.20,2.37,1.48,0.00,79.57,23.00,0.00,1.00,0.00,0.00,5.00,9.50
