"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.31,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,4.00,13.00,8.00,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,12.16,32.49,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,26.00,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,0.68,1.66,18.00,1.00,1.63,0.00,1.00,33.00,50.03,3.94,2.95,0.00,44.59,11.00,0.00,2.00,0.00
2.00,0.00,23.12,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,5.47,18.30,8.00,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,9.22,26.20,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,18.52,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,1.18,1.78,18.00,1.00,1.63,0.00,1.00,29.04,46.36,1.76,0.98,0.00,44.37,7.47,0.00,2.00,0.00
3.00,0.00,23.34,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,5.59,17.27,7.60,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,8.20,23.69,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,15.41,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,1.25,1.79,18.00,1.00,1.63,0.00,1.00,27.07,44.25,1.60,0.87,0.00,40.53,7.77,0.00,2.00,0.00
4.00,0.00,23.28,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,5.43,16.17,7.00,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,7.48,21.20,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,14.20,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,1.12,1.99,18.00,1.00,1.63,0.00,1.00,25.20,42.05,1.37,0.80,0.00,38.55,6.88,0.00,2.00,0.00
5.00,0.00,23.33,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,5.42,15.08,6.90,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,6.88,19.15,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,12.97,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,1.02,2.11,18.00,1.00,1.63,0.00,1.00,23.36,40.01,1.13,0.73,0.00,36.73,6.06,0.00,2.00,0.00
6.00,0.00,23.27,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,5.85,14.06,6.90,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,6.64,18.42,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,11.64,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,1.05,1.98,18.00,1.00,1.63,0.00,1.00,21.66,38.41,0.88,0.66,0.00,35.36,5.49,0.00,2.00,0.00
7.00,0.00,23.30,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,6.15,13.41,6.70,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,6.37,17.59,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,9.92,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,1.02,1.80,18.00,1.00,1.63,0.00,1.00,19.76,36.55,0.66,0.59,0.00,33.86,5.05,0.00,2.00,0.00
8.00,0.00,23.36,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,6.03,13.90,6.80,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,5.97,16.47,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,7.04,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,0.83,1.50,18.00,1.00,1.63,0.00,1.00,17.30,33.90,0.50,0.53,0.00,31.97,5.02,0.00,2.00,0.00
9.00,0.00,23.66,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,6.14,14.22,6.80,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,5.65,15.41,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,4.91,12.88,19.51,19.51,8.40,0.00,7.09,17.56,2.40,0.74,1.44,18.00,1.00,1.63,0.00,1.00,15.26,31.63,0.36,0.46,0.00,30.24,4.64,0.00,2.00,0.00
10.00,0.00,23.60,0.00,0.00,4.20,3.30,12.44,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.60,6.96,14.00,6.90,9.85,13.56,4.50,19.32,19.32,19.51,19.51,1.30,0.00,5.57,14.53,3.00,0.00,19.51,19.45,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,5.06,12.88,19.51,19.51,8.40,0.00,7.09,17.56,0.00,0.95,2.11,18.00,1.00,1.63,0.00,1.00,14.48,30.51,0.27,0.39,0.00,29.01,3.21,0.00,2.00,0.00
