"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,22.33,0.00,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,0.00,0.00,10.00,11.69,9.60,19.90,19.70,7.93,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,20.50,62.10,3.50,28.12,19.44,0.00,0.00,0.00,0.00,0.60,19.44,19.44,19.44,2.40,64.70,12.83,20.41,7.60,10.80,7.93,0.00,2.40,0.70,1.60,18.95,0.00,1.65,56.60,86.90,1.40,1.62,0.00,75.85,74.20,0.00,2.24,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
2.00,0.00,22.37,0.00,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,0.00,0.00,10.00,11.69,9.60,19.40,18.40,7.93,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,23.40,60.90,3.50,28.12,19.44,0.00,0.00,0.00,0.00,0.60,19.44,19.44,19.44,2.40,63.40,12.83,20.41,7.60,10.80,7.93,0.00,2.40,0.60,1.70,18.95,0.00,1.65,57.90,88.40,1.60,1.61,0.00,82.15,67.70,0.00,2.24,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
3.00,0.00,22.17,0.00,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,0.00,0.00,10.00,11.70,9.60,18.80,17.20,7.93,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,22.90,59.40,3.50,28.12,19.44,0.00,0.00,0.00,0.00,0.60,19.44,19.44,19.44,2.40,60.00,12.83,20.41,7.60,10.80,7.93,0.00,2.40,0.60,1.80,18.95,0.00,1.64,59.00,89.90,1.70,1.63,0.00,84.78,59.00,0.00,2.20,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
4.00,0.00,22.53,0.00,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,0.00,0.00,10.00,11.56,9.60,18.10,16.80,7.93,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,13.90,59.20,3.50,28.12,19.44,0.00,0.00,0.00,0.00,0.60,19.44,19.44,19.44,2.40,63.90,12.83,20.41,7.60,10.80,7.93,0.00,2.40,0.70,2.00,18.95,0.00,1.63,58.20,89.60,1.90,1.62,0.00,81.14,59.90,0.00,2.20,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
5.00,0.00,22.36,0.00,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,0.00,0.00,10.00,11.26,9.60,17.40,16.50,7.93,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,14.60,59.00,3.50,28.12,19.44,0.00,0.00,0.00,0.00,0.60,19.44,19.44,19.44,2.40,59.90,12.83,20.41,7.60,10.80,7.93,0.00,2.40,0.80,2.30,18.95,0.00,1.61,56.90,88.50,2.10,1.59,0.00,77.15,56.70,0.00,2.20,0.00,0.00,0.00,18.50,17.00,0.00,0.00,2.12
6.00,0.28,22.53,0.16,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,0.01,0.00,10.00,10.88,9.60,16.60,16.20,7.93,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,15.20,58.40,3.50,28.12,19.44,0.00,0.00,0.00,0.51,0.60,19.44,19.44,19.44,2.40,56.00,12.83,20.41,7.60,10.80,7.93,0.00,2.40,0.80,2.70,18.95,0.00,1.60,55.90,87.10,2.40,1.65,0.00,75.23,54.00,0.00,2.16,0.00,2.16,0.00,37.50,17.00,0.00,1.70,16.70
7.00,0.67,22.35,0.43,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,1.94,0.00,10.00,9.98,9.60,15.90,15.30,7.97,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,15.70,56.40,3.50,28.12,19.44,0.00,8.00,0.00,2.12,0.60,19.44,19.44,19.44,2.40,51.80,12.83,20.41,7.60,10.80,7.93,0.00,2.40,0.90,3.20,18.95,0.03,1.59,56.80,86.10,2.50,1.71,5.76,73.85,51.80,0.00,2.16,2.63,20.34,0.00,69.50,17.00,0.01,3.39,36.26
8.00,2.68,22.33,2.12,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,3.24,0.00,10.00,9.82,9.60,15.30,13.50,1.66,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,16.00,54.20,3.50,28.12,19.44,0.00,31.00,0.00,9.20,0.60,19.44,19.44,19.44,2.40,45.70,12.83,20.41,7.60,10.80,7.93,0.00,2.40,1.10,3.60,18.95,0.06,1.58,57.50,84.50,2.60,1.80,22.32,71.51,45.90,0.00,2.16,11.62,65.46,0.00,113.41,17.00,0.04,12.71,76.97
9.00,3.66,23.16,3.65,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,5.11,0.00,10.00,11.23,9.60,14.20,13.10,0.00,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,16.10,54.10,3.50,28.12,19.44,0.00,60.00,0.00,19.04,0.60,19.44,19.44,19.44,2.40,41.10,12.83,20.41,7.60,10.80,7.93,0.00,2.40,1.50,4.20,18.95,0.07,1.57,54.60,80.60,3.00,1.58,43.20,66.60,40.20,0.00,2.16,26.38,139.03,0.00,140.76,17.00,0.10,22.02,85.65
10.00,6.81,23.40,6.65,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,5.86,0.00,10.00,11.60,9.60,13.40,14.50,0.00,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,16.40,56.30,0.00,28.12,19.44,0.00,92.00,0.00,27.21,0.60,19.44,19.44,19.44,2.40,40.10,12.83,20.41,7.60,10.80,7.93,0.00,2.40,2.00,4.90,18.95,0.10,1.57,55.20,80.70,4.20,1.62,66.24,64.78,38.80,0.00,2.12,45.22,186.60,0.00,172.68,17.00,0.16,30.56,90.87
11.00,7.97,23.76,8.18,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,8.36,0.00,10.00,11.71,9.60,13.10,16.60,0.00,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,17.10,59.40,0.00,28.12,19.44,0.00,112.00,0.00,29.80,0.60,19.44,19.44,19.44,2.40,41.30,12.83,20.41,7.60,10.80,7.93,0.00,2.40,2.50,5.60,18.95,0.49,1.56,57.70,82.50,5.50,1.85,80.64,67.90,39.80,0.10,2.12,54.31,200.21,0.00,190.12,17.00,0.22,39.10,95.35
12.00,10.86,23.53,10.57,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,9.87,0.00,10.00,11.76,9.60,13.10,12.80,8.11,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,18.40,63.70,0.00,28.12,19.44,0.00,120.00,0.00,30.83,0.60,19.44,19.44,19.44,2.40,43.00,12.83,20.41,7.60,10.80,7.93,0.00,2.40,3.20,6.60,18.95,0.66,1.55,65.70,87.30,6.80,2.25,86.40,72.19,43.00,0.20,2.12,61.28,210.79,0.00,197.33,17.00,0.28,40.73,97.15
13.00,11.91,23.66,11.84,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,11.55,0.00,10.00,11.76,9.60,13.10,21.00,10.60,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,19.90,67.40,0.00,28.12,19.44,0.00,124.00,0.00,31.75,0.60,19.44,19.44,19.44,2.40,43.20,12.83,20.41,7.60,10.80,7.93,0.00,2.40,3.80,7.30,18.95,0.82,1.55,74.00,91.30,8.10,3.09,89.28,77.71,49.40,0.20,2.12,65.83,216.20,0.00,201.06,17.00,0.33,42.35,98.47
14.00,14.07,23.63,13.59,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,11.97,0.00,10.00,11.76,9.60,12.90,29.60,10.66,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,21.10,69.70,0.00,28.12,19.44,0.00,126.00,0.00,32.00,0.60,19.44,19.44,19.44,2.40,43.90,12.83,20.41,7.60,10.80,7.93,0.00,2.40,4.20,7.50,18.95,0.92,1.54,80.10,94.00,9.20,3.64,90.72,82.13,54.40,0.30,2.08,68.99,217.67,0.00,203.07,17.00,0.36,42.26,99.09
15.00,14.70,23.52,14.47,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,12.94,0.00,10.00,11.76,9.60,12.40,36.00,11.35,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,21.80,69.60,0.00,28.12,19.44,0.00,126.00,0.00,31.92,0.60,19.44,19.44,19.44,2.40,45.30,12.83,20.41,7.60,10.80,7.93,0.00,2.40,4.30,7.00,18.95,1.00,1.53,83.17,95.08,10.17,5.20,90.72,88.26,53.60,0.30,2.08,70.82,218.28,0.00,203.19,17.00,0.37,42.16,100.81
16.00,15.86,23.73,15.40,0.00,4.35,6.00,6.60,19.14,3.50,0.40,2.70,0.00,13.34,0.00,10.00,11.76,9.60,12.80,40.10,11.39,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,0.00,21.80,69.20,0.00,28.12,19.44,0.00,125.00,0.00,32.14,0.60,19.44,19.44,19.44,2.40,46.10,12.83,20.41,7.60,10.80,7.93,0.00,2.40,4.00,6.40,18.95,1.02,1.53,77.88,95.38,7.21,5.69,90.00,92.05,51.20,0.30,2.08,72.46,221.57,0.00,202.76,17.00,0.37,42.58,101.03
