"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.638,0.000,0.000
2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.638,0.000,0.000
3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.660,0.000,0.408
4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.544,0.000,0.000
5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.504,0.000,0.000
6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.517,0.000,0.000
7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,43.827,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.532,0.000,0.000
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.594,0.000,0.000
9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.639,0.000,0.000
10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.639,0.000,0.000
11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.638,0.000,0.000
12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,2.950,0.000,0.000,23.396,0.000,0.000,0.406,0.000,0.000
13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.852,0.000,1.528
14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.013,0.000,2.159
15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.034,0.000,1.117
16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,3.418,0.000,0.000,23.396,0.000,0.000,0.000,0.000,0.812
17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,3.499,0.000,0.000,23.396,0.000,0.000,1.184,0.000,1.800
18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.529,0.000,3.014
19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.530,0.000,3.014
20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,0.000,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.530,0.000,3.014
21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,20.143,0.000,0.000,81.293,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.530,0.000,3.014
22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,51.976,0.000,0.000,73.953,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.530,0.000,3.014
23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.530,0.000,3.014
24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.530,0.000,3.014
25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,1.199,0.000,1.850
26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.224,0.000,0.000
27.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,51.976,0.000,0.000,73.953,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.429,0.000,0.000
28.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,51.976,0.000,0.000,73.953,0.000,0.000,0.000,0.000,0.000,23.396,0.000,0.000,0.428,0.000,0.000
29.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,13.605,0.000,23.396,0.000,0.000,0.490,0.000,0.000
30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.378,0.000,2.459
31.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.529,0.000,3.014
32.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,9.134,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.529,0.000,3.014
33.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,8.659,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.528,0.000,3.014
34.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,8.659,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.525,0.000,3.014
35.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,8.659,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.427,0.000,2.653
36.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,8.659,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.164,0.000,1.735
37.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,8.659,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.530,0.000,3.014
38.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,8.659,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.530,0.000,3.014
39.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,13.229,8.659,0.000,0.000,73.953,0.000,0.000,0.000,18.582,0.000,23.396,0.000,0.000,1.531,0.000,3.014
