"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,50.02,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,0.00,6.39,9.98,55.36,10.52,19.79,228.68,190.28,67.57,67.16,67.94,44.31,184.35,197.33,184.41,5.67,0.00,75.00,48.20,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
2.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,121.06,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,44.31,184.35,197.33,184.41,5.67,0.00,75.00,48.20,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
3.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,99.27,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,44.31,184.35,197.33,184.41,5.67,0.00,75.00,48.20,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
4.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,78.24,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,16.00,6.39,9.98,61.42,10.52,19.79,228.68,190.28,67.57,67.16,67.94,44.31,184.35,197.33,184.41,5.67,0.00,75.00,48.20,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
5.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,91.12,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,36.00,6.39,9.98,93.26,10.52,19.79,228.68,190.28,67.57,67.16,67.94,44.31,184.35,197.33,184.41,5.67,0.00,75.00,48.20,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
6.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,134.41,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,56.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,44.31,184.35,197.33,184.41,5.67,0.00,75.00,48.20,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
7.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,103.50,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,56.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,53.64,184.35,197.33,184.41,5.67,74.99,76.38,66.62,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
8.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,114.45,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,56.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,53.64,184.35,197.33,184.41,5.67,74.99,76.38,66.62,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
9.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,120.30,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,56.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,53.64,184.35,197.33,184.41,5.67,74.99,76.38,66.62,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
10.00,78.57,29.98,67.20,594.95,193.73,6.67,7.00,110.48,19.21,2.98,41.90,0.00,111.26,7.42,3.98,86.69,112.47,88.74,47.08,230.00,13.34,6.88,47.42,56.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,53.64,184.35,197.33,184.41,5.67,74.99,76.38,66.62,62.40,81.64,30.70,30.59,30.58,85.00,87.36,21.38,110.32,155.00,20.46,20.42,22.16,21.95,5.06
