"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.40,23.21,0.40,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,2.38,0.99,17.01,0.00,8.40,2.70,44.00,4.90,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,1.13,13.14,48.30,3.24,28.12,18.89,17.66,15.00,17.38,8.69,0.33,18.89,18.89,18.89,2.40,29.00,12.47,19.64,8.20,10.70,6.76,17.00,1.20,6.98,7.95,18.40,0.00,0.00,0.02,1.00,27.00,50.20,2.29,1.15,10.80,51.49,33.40,0.00,2.00,24.43,105.68,11.00,128.00,22.00,0.01,11.10
2.00,1.50,23.32,1.50,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,2.38,2.13,17.01,0.00,8.40,3.00,42.10,4.90,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,2.25,12.92,48.40,3.24,28.12,18.89,17.66,38.00,17.38,16.12,0.33,18.89,18.89,18.89,2.40,28.50,12.47,19.64,8.20,10.70,6.76,17.00,1.20,6.77,7.53,18.40,0.00,0.00,0.05,1.00,28.40,50.30,2.29,1.15,27.36,52.99,33.60,0.00,2.00,46.88,192.93,11.00,180.00,22.00,0.05,20.58
3.00,2.70,23.10,2.70,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,5.26,11.25,17.01,0.00,8.40,3.30,37.20,4.90,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,6.42,12.52,46.90,3.24,28.12,18.89,17.66,61.00,17.38,23.54,0.33,18.89,18.89,18.89,2.40,28.90,12.47,19.64,8.20,10.00,6.76,17.00,1.20,6.56,8.12,18.40,0.00,0.00,0.06,1.00,24.80,45.20,1.62,0.73,43.92,54.96,34.80,0.00,2.00,66.66,228.01,11.00,190.00,22.00,0.08,30.06
4.00,4.60,23.12,4.60,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,5.26,16.41,17.01,0.00,8.40,3.60,32.20,4.90,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,13.04,11.92,45.20,3.24,28.12,18.89,17.66,82.00,17.38,27.92,0.33,18.89,18.89,18.89,2.40,28.30,12.47,19.64,8.20,10.00,6.76,17.00,1.20,7.35,8.70,18.40,0.00,0.00,0.09,1.00,26.20,45.30,1.62,0.73,59.04,56.92,35.00,0.10,2.00,73.45,242.69,11.00,199.00,22.00,0.13,35.65
5.00,6.60,23.01,6.60,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,7.79,16.95,17.01,0.00,8.40,7.80,27.30,5.00,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,13.19,11.70,45.20,3.24,28.12,18.89,17.66,96.00,17.38,32.29,0.33,18.89,18.89,18.89,2.40,28.70,12.47,19.64,8.20,10.00,6.76,17.00,1.20,7.14,8.28,18.40,0.00,0.00,0.40,1.00,19.90,36.50,0.89,0.39,69.12,61.11,34.70,0.20,2.00,76.61,250.00,11.00,203.00,22.00,0.17,41.23
6.00,8.70,23.13,8.70,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,7.79,18.23,17.01,0.00,8.40,8.00,36.00,5.30,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,14.22,11.73,46.20,3.24,28.12,18.89,17.66,105.00,17.38,33.75,0.33,18.89,18.89,18.89,2.40,28.00,12.47,19.64,8.20,10.00,6.76,17.00,1.20,8.00,8.00,18.40,0.00,0.00,0.55,1.00,19.30,35.00,0.89,0.39,75.60,64.44,33.00,0.20,2.00,77.74,250.00,11.00,204.00,22.00,0.21,43.09
7.00,10.70,23.05,10.70,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,9.56,18.13,17.01,0.00,8.40,8.00,36.00,4.90,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,14.13,11.78,47.10,3.24,28.12,18.89,17.66,112.00,17.38,35.20,0.33,18.89,18.89,18.89,2.40,28.00,12.47,19.64,8.20,10.00,6.76,17.00,1.20,8.00,8.00,18.40,0.00,0.00,0.68,1.00,17.80,33.50,0.89,0.39,80.64,66.80,31.50,0.30,2.00,78.32,250.00,11.00,204.00,22.00,0.25,44.95
8.00,12.40,23.05,12.40,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,9.56,17.74,17.01,0.00,8.40,8.00,34.00,5.60,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,14.21,12.07,48.80,3.24,28.12,18.89,17.66,117.00,17.38,36.61,0.33,18.89,18.89,18.89,2.40,29.00,12.47,19.64,8.20,10.00,6.76,17.00,1.20,9.00,8.00,18.40,0.00,0.00,0.76,1.00,16.30,32.00,0.89,0.39,84.24,69.16,31.00,0.30,2.00,79.71,250.00,11.00,204.00,22.00,0.27,46.74
9.00,14.20,23.12,14.20,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,10.53,12.68,17.01,0.00,8.40,10.00,34.50,6.00,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,14.42,12.57,50.80,3.24,28.12,18.89,17.66,121.00,17.38,38.01,0.33,18.89,18.89,18.89,2.40,30.00,12.47,19.64,8.20,10.00,6.76,17.00,1.20,8.00,8.00,18.40,0.00,0.00,0.83,1.00,26.00,43.20,2.29,1.15,87.12,71.86,30.50,0.30,2.00,80.00,250.00,11.00,204.00,22.00,0.30,48.54
10.00,15.20,23.03,15.20,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,10.53,15.75,17.01,0.00,8.40,10.00,33.00,8.10,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,14.39,13.27,52.90,3.24,28.12,18.89,17.66,124.00,17.38,38.28,0.33,18.89,18.89,18.89,2.40,30.50,12.47,19.64,8.20,10.00,6.76,17.00,1.20,9.00,9.00,18.40,0.00,0.00,0.85,1.00,24.50,41.70,2.29,1.15,89.28,74.55,31.00,0.40,2.00,80.00,250.00,11.00,204.00,22.00,0.31,48.88
11.00,16.30,23.10,16.30,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,10.57,16.44,17.01,0.00,8.40,12.00,41.50,8.10,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,14.43,14.04,55.10,3.24,28.12,18.89,17.66,124.00,17.38,38.54,0.33,18.89,18.89,18.89,2.40,33.00,12.47,19.64,8.20,10.00,6.76,17.00,1.20,9.00,10.00,18.40,0.00,0.00,0.84,1.00,34.80,53.30,3.67,1.64,89.28,76.30,33.50,0.40,2.00,80.00,250.00,11.00,204.00,22.00,0.32,49.22
12.00,16.70,23.15,16.70,14.00,4.20,6.70,11.70,18.31,1.76,0.40,3.40,19.00,10.57,11.85,17.01,0.00,8.40,11.00,43.00,8.00,10.00,5.20,4.80,18.70,18.70,18.89,18.89,1.40,14.38,14.87,57.30,3.24,28.12,18.89,17.66,124.00,17.38,38.61,0.33,18.89,18.89,18.89,2.40,37.50,12.47,19.64,8.20,10.00,6.76,17.00,1.20,9.00,9.00,18.40,0.00,0.00,0.85,1.00,33.30,51.80,3.67,1.64,89.28,78.05,38.00,0.40,2.00,80.00,250.00,11.00,204.00,22.00,0.31,49.30
