"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,15.41,17.51,15.71,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,17.58,18.58,14.00,0.00,0.00,15.39,68.30,5.10,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,15.78,25.96,84.94,2.20,27.00,5.00,18.05,144.21,17.95,38.83,0.60,19.51,19.51,19.51,0.00,119.40,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.88,7.28,18.90,0.00,0.00,0.92,1.00,115.10,104.30,9.90,11.30,111.40,114.15,103.00,0.20,2.00,80.00,252.40,11.00,204.00,21.44,23.00
2.00,13.62,18.01,14.60,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,18.00,18.64,14.00,0.00,0.00,15.69,69.30,5.10,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,15.74,26.00,84.99,2.20,27.00,5.00,18.05,143.78,17.95,38.66,0.60,19.51,19.51,19.51,0.00,121.00,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.97,6.60,18.90,0.00,0.00,0.77,1.00,112.30,103.30,10.20,11.67,111.27,114.17,108.00,0.20,2.00,80.00,252.28,11.00,204.00,18.76,23.00
3.00,11.91,16.10,13.27,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,17.86,18.54,14.00,0.00,0.00,15.98,70.80,5.10,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,15.62,25.96,85.01,2.20,27.00,5.00,18.05,143.43,17.95,38.26,0.60,19.51,19.51,19.51,0.00,122.40,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.96,6.03,18.90,0.00,0.00,0.75,1.00,110.60,102.40,10.50,11.95,110.40,113.56,112.00,0.10,2.00,80.00,248.78,11.00,204.00,16.08,23.00
4.00,10.73,16.20,11.41,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,17.31,18.19,14.00,0.00,0.00,16.25,72.00,5.10,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,15.37,25.84,85.01,2.20,27.00,5.00,18.05,142.10,17.95,37.28,0.60,19.51,19.51,19.51,0.00,123.70,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.65,5.78,18.90,0.00,0.00,0.70,1.00,109.20,101.50,10.70,11.93,108.66,112.94,116.00,0.10,2.00,79.61,242.83,11.00,203.40,13.40,23.00
5.00,9.44,16.17,9.88,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,16.20,17.65,14.00,0.00,0.00,16.45,72.60,4.60,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,14.87,25.70,84.80,2.20,27.00,5.00,18.05,139.04,17.95,35.54,0.60,19.51,19.51,19.51,0.00,124.80,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.54,5.70,18.90,0.00,0.00,0.59,1.00,107.60,100.30,10.90,11.90,105.05,111.89,118.00,0.10,2.00,78.07,236.08,11.00,198.13,10.72,23.00
6.00,7.31,16.09,7.72,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,14.83,16.82,14.00,0.00,0.00,16.39,73.10,6.80,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,14.09,25.53,84.39,2.20,27.00,5.00,18.05,133.69,17.95,32.90,0.60,19.51,19.51,19.51,0.00,125.70,9.50,15.00,4.00,10.80,8.11,5.80,2.40,5.04,6.15,18.90,0.00,0.00,0.43,1.00,105.40,99.00,11.10,11.87,99.35,110.83,119.00,0.10,2.00,73.50,239.07,11.00,182.92,8.04,23.00
7.00,4.32,15.83,4.52,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,10.99,15.29,14.00,0.00,0.00,16.16,72.90,7.00,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,12.57,25.34,83.90,2.20,27.00,5.00,18.05,110.15,17.95,27.53,0.60,19.51,19.51,19.51,0.00,126.20,9.50,15.00,4.00,10.80,8.11,5.80,2.40,5.37,6.43,18.90,0.00,0.00,0.37,1.00,103.00,98.80,11.30,11.76,86.77,109.40,119.00,0.10,2.00,61.79,243.87,11.00,156.69,5.36,23.00
8.00,1.98,15.82,1.98,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,1.69,11.84,14.00,0.00,0.00,15.44,72.60,7.00,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,9.45,25.11,83.31,2.20,27.00,5.00,18.05,68.07,17.95,17.13,0.60,19.51,19.51,19.51,0.00,126.30,9.50,15.00,4.00,10.80,8.11,5.80,2.40,5.17,6.16,18.90,0.00,0.00,0.25,1.00,100.90,98.50,11.30,11.39,59.51,107.97,119.00,0.00,2.00,38.40,201.59,11.00,111.58,2.68,23.00
9.00,0.55,16.12,0.18,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,6.93,14.00,0.00,0.00,14.57,72.30,7.00,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,4.25,24.85,82.74,2.20,27.00,5.00,18.05,29.94,17.95,7.10,0.60,19.51,19.51,19.51,0.00,125.30,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.90,5.69,18.90,0.00,0.00,0.09,1.00,98.70,97.60,11.00,10.95,27.73,106.19,118.00,0.00,2.00,15.26,70.65,11.00,55.60,1.34,23.00
10.00,0.09,15.77,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,2.57,14.00,0.00,0.00,13.23,71.40,7.60,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.98,24.57,82.18,2.20,27.00,5.00,18.05,9.92,17.95,2.33,0.60,19.51,19.51,19.51,0.00,123.80,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.42,4.62,18.90,0.00,0.00,0.04,1.00,96.70,96.80,10.60,10.30,9.37,104.41,114.00,0.00,2.00,4.36,12.57,11.00,15.43,0.00,23.00
