"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,89.15,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,84.15,5.46,19.46,173.39,0.00,27.94,65.49,40.95,40.95,184.17,188.35,0.00,0.00,74.91,53.40,39.96,43.08,45.90,30.67,30.56,30.55,61.50,61.58,49.94,49.93,192.23,19.40,0.00
2.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,82.97,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,80.55,5.46,18.63,171.90,0.00,22.02,47.70,48.13,22.02,184.17,188.35,0.00,0.00,74.91,53.40,30.35,39.44,45.90,30.67,30.56,30.55,39.89,39.90,31.68,31.68,189.16,19.40,0.00
3.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,81.71,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,58.24,5.46,13.47,158.01,0.00,26.56,26.50,42.08,36.15,184.17,188.35,0.00,0.00,74.91,53.40,37.47,34.77,45.90,30.67,30.56,30.55,39.74,39.76,20.62,20.62,182.13,19.40,0.00
4.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,78.97,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,32.70,5.46,7.56,144.36,0.00,26.86,26.80,26.86,26.86,184.17,197.14,0.00,0.00,68.91,46.99,43.52,44.12,45.90,30.67,30.56,30.55,39.60,39.61,20.62,20.62,176.38,19.40,0.00
5.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,83.91,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,40.42,5.46,9.35,149.18,0.00,41.66,36.05,24.99,24.99,184.17,188.35,0.00,0.00,0.00,53.40,42.28,37.81,45.90,30.67,30.56,30.55,39.89,39.90,20.62,20.62,178.64,19.40,0.00
6.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,69.03,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,16.49,5.46,3.81,144.33,0.00,23.28,67.08,23.28,0.00,174.62,178.79,0.00,0.00,67.01,45.00,43.71,38.66,45.90,30.67,30.56,30.55,39.60,39.61,20.62,20.62,172.54,19.40,0.00
7.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,75.77,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,17.82,5.46,4.12,144.33,0.00,32.89,32.85,32.89,23.43,184.17,188.35,0.00,0.00,0.00,53.40,41.35,43.49,45.90,30.67,30.56,30.55,39.89,39.90,20.62,20.62,175.45,19.40,0.00
8.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,67.08,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,16.49,5.46,3.81,144.33,0.00,32.42,33.71,23.01,23.01,162.00,166.15,0.00,0.00,67.01,45.00,40.39,43.22,45.90,30.67,30.56,30.55,39.05,39.06,20.62,20.62,172.23,19.40,0.00
9.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,97.63,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,68.01,5.46,15.73,163.47,0.00,41.69,41.34,29.26,29.26,184.17,188.35,0.00,0.00,74.91,53.40,35.18,33.18,45.90,30.67,30.56,30.55,39.84,39.86,67.24,67.22,186.10,19.40,0.00
10.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,97.48,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,66.14,5.46,15.30,162.79,0.00,27.08,42.42,41.52,27.08,184.17,188.35,0.00,0.00,74.91,53.40,28.28,38.19,45.90,30.67,30.56,30.55,39.79,39.80,62.42,62.40,186.34,19.40,0.00
