"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.33,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,14.00,31.00,4.50,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,26.37,39.00,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,38.30,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.18,0.68,18.00,0.00,1.23,47.30,61.40,10.04,8.63,0.00,98.09,38.38,0.00,2.00,0.00
2.00,0.00,23.35,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,6.42,15.60,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,17.78,42.99,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,37.50,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.34,0.32,18.00,0.00,1.23,46.10,61.00,10.04,8.63,0.00,90.63,31.17,0.00,2.00,0.00
3.00,0.00,23.51,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,6.12,14.15,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,17.11,41.25,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,38.10,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.33,0.36,18.00,0.00,1.23,45.70,61.10,8.66,7.23,0.00,87.22,27.60,0.00,2.00,0.00
4.00,0.00,23.51,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,5.51,14.40,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,16.92,41.75,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,39.70,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.54,0.47,18.00,0.00,1.23,44.50,60.60,8.66,7.23,0.00,86.36,27.86,0.00,2.00,0.00
5.00,0.00,23.55,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,5.05,14.68,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,16.81,42.11,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,41.60,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.69,0.55,18.00,0.00,1.23,43.10,59.80,6.07,4.79,0.00,85.61,27.74,0.00,2.00,0.00
6.00,0.00,23.42,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,5.03,15.08,3.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,16.95,42.06,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,44.30,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.65,0.56,18.00,0.00,1.23,42.60,59.40,6.07,4.79,0.00,85.21,26.48,0.00,2.00,0.00
7.00,0.00,23.46,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,4.87,15.17,3.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,17.12,42.19,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,47.10,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.61,0.54,18.00,0.00,1.23,42.30,59.10,4.51,3.80,0.00,85.15,25.67,0.00,2.00,0.00
8.00,0.00,23.29,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,4.29,14.31,3.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,17.32,42.86,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,49.20,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.55,0.44,18.00,0.00,1.23,43.20,60.00,4.51,3.80,0.00,86.11,26.18,0.00,2.00,0.00
9.00,0.00,23.36,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,3.75,13.77,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,17.58,43.52,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,51.10,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.50,0.37,18.00,0.00,1.23,44.50,61.00,4.51,3.80,0.00,87.41,27.51,0.00,2.00,0.00
10.00,0.00,23.26,0.00,4.50,4.20,7.40,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,18.05,10.93,9.40,3.33,14.16,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,17.98,44.14,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,52.90,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.50,0.37,18.00,0.00,1.23,45.10,61.40,4.51,3.80,0.00,89.74,31.31,0.00,2.00,0.00
