"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,17.78,16.79,19.21,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,18.08,18.24,16.97,0.00,6.00,20.00,83.20,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,15.24,23.52,79.76,3.39,27.00,18.85,17.44,124.22,17.44,33.56,0.60,18.85,18.85,18.85,2.40,95.20,12.45,18.85,7.00,10.80,8.50,13.19,1.20,8.23,9.14,18.00,0.00,0.00,1.07,1.00,88.50,92.30,8.60,7.10,107.37,110.40,105.58,0.40,2.00,79.79,252.40,11.00,204.00
2.00,17.75,16.18,18.80,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,17.77,18.25,16.97,0.00,6.00,21.51,83.20,8.00,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,15.38,23.35,80.41,3.39,27.00,18.85,17.44,129.30,17.44,34.05,0.60,18.85,18.85,18.85,2.40,104.28,12.45,18.85,7.00,10.80,8.50,13.19,1.20,7.85,8.65,18.00,0.00,0.00,1.09,1.00,89.20,92.50,9.50,7.80,107.25,110.30,111.37,0.40,2.00,79.81,252.40,11.00,204.00
3.00,17.42,16.23,17.83,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,17.81,18.23,16.97,0.00,6.00,22.56,83.20,8.00,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,15.45,23.61,81.60,3.39,27.00,18.85,17.44,132.16,17.44,34.42,0.60,18.85,18.85,18.85,2.40,108.87,12.45,18.85,7.00,10.80,8.50,13.19,1.20,7.78,7.96,18.00,0.00,0.00,1.08,1.00,88.90,92.40,10.00,8.40,107.33,111.40,115.51,0.40,2.00,79.84,252.40,11.00,204.00
4.00,16.43,15.92,16.36,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,18.32,18.18,16.97,0.00,6.00,23.51,83.20,8.00,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,15.49,23.87,82.48,3.39,27.00,18.85,17.44,133.82,17.44,34.79,0.60,18.85,18.85,18.85,2.40,113.09,12.45,18.85,7.00,10.80,8.50,13.19,1.20,7.67,7.41,18.00,0.00,0.00,1.08,1.00,88.40,92.30,10.50,8.90,108.08,112.40,119.60,0.30,2.00,79.86,252.33,11.00,204.00
5.00,15.04,14.08,15.06,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,18.67,18.25,16.97,0.00,6.00,24.33,82.21,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,15.53,24.03,82.09,3.39,27.00,18.85,17.44,135.35,17.44,34.98,0.60,18.85,18.85,18.85,2.40,116.29,12.45,18.85,7.00,10.80,8.50,13.19,1.20,7.43,7.32,18.00,0.00,0.00,1.08,1.00,87.40,91.80,10.60,9.10,108.27,113.00,123.38,0.20,2.00,79.88,251.30,11.00,204.00
6.00,13.34,14.07,13.48,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,18.37,18.34,16.97,0.00,6.00,25.20,80.59,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,15.45,24.16,81.31,3.39,27.00,18.85,17.44,136.76,17.44,35.06,0.60,18.85,18.85,18.85,2.40,119.18,12.45,18.85,7.00,10.80,8.50,13.19,1.20,7.13,7.20,18.00,0.00,0.00,0.91,1.00,86.40,91.30,10.70,9.20,107.94,113.10,126.39,0.20,2.00,79.81,247.42,11.00,203.94
7.00,11.49,15.17,11.50,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,17.58,18.20,16.97,0.00,6.00,26.10,80.07,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,15.26,24.32,80.37,3.39,27.00,18.85,17.44,138.05,17.44,34.28,0.60,18.85,18.85,18.85,2.40,121.07,12.45,18.85,7.00,10.80,8.50,13.19,1.20,6.64,6.59,18.00,0.00,0.00,0.88,1.00,85.20,90.70,10.60,9.10,105.69,111.80,60.00,0.10,2.00,79.32,229.84,11.00,198.25
8.00,9.16,15.20,9.39,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,16.35,17.84,16.97,0.00,6.00,26.87,79.53,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,14.85,24.53,79.89,3.39,27.00,18.85,17.44,137.96,17.44,32.55,0.60,18.85,18.85,18.85,2.40,122.54,12.45,18.85,7.00,10.80,8.50,13.19,1.20,6.29,6.16,18.00,0.00,0.00,0.83,1.00,84.20,90.20,10.50,9.00,101.59,111.00,61.00,0.10,2.00,77.59,183.22,11.00,178.53
9.00,6.67,14.75,6.71,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,14.40,17.08,16.97,0.00,6.00,27.36,78.42,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,13.92,24.83,80.45,3.39,27.00,18.85,17.44,127.63,17.44,28.98,0.60,18.85,18.85,18.85,2.40,122.77,12.45,18.85,7.00,10.80,8.50,13.19,1.20,6.37,6.34,18.00,0.00,0.00,0.70,1.00,83.90,89.90,10.10,8.80,94.02,111.60,82.00,0.10,2.00,69.11,92.42,11.00,136.18
10.00,4.09,15.31,4.36,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,9.77,15.25,16.97,0.00,6.00,27.50,77.15,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,11.75,25.14,80.89,3.39,27.00,18.85,17.44,96.43,17.44,22.98,0.60,18.85,18.85,18.85,2.40,123.01,12.45,18.85,7.00,10.80,8.50,13.19,1.20,6.40,6.46,18.00,0.00,0.00,0.50,1.00,83.80,89.70,9.70,8.50,79.57,111.90,62.00,0.10,2.00,49.73,41.75,11.00,68.95
11.00,2.05,14.90,2.80,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,3.07,11.43,16.97,0.00,6.00,26.67,75.07,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,7.97,25.37,80.69,3.39,27.00,18.85,17.44,57.81,17.44,14.80,0.60,18.85,18.85,18.85,2.40,123.33,12.45,18.85,7.00,10.80,8.50,13.19,1.20,6.23,6.43,18.00,0.00,0.00,0.43,1.00,83.80,90.10,9.40,8.30,54.54,111.00,63.00,0.10,2.00,24.29,25.17,11.00,12.66
12.00,0.68,14.81,1.23,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.06,6.18,16.97,0.00,6.00,25.72,72.81,8.00,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,2.12,25.56,80.37,3.39,27.00,18.85,17.44,19.30,17.44,5.63,0.60,18.85,18.85,18.85,2.40,123.23,12.45,18.85,7.00,10.80,8.50,13.19,1.20,6.00,6.38,18.00,0.00,0.00,0.30,1.00,84.00,90.30,9.10,8.00,19.90,110.20,63.00,0.00,2.00,7.16,0.15,11.00,0.06
13.00,0.10,14.82,0.22,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,2.05,16.97,0.00,6.00,24.42,69.82,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,0.18,25.58,79.48,3.39,27.00,18.85,17.44,3.25,17.44,0.59,0.60,18.85,18.85,18.85,2.40,121.89,12.45,18.85,7.00,10.80,8.50,13.19,1.20,5.59,6.29,18.00,0.00,0.00,0.10,1.00,84.60,90.00,8.60,7.30,2.18,109.30,62.00,0.00,2.00,0.45,0.00,11.00,0.00
14.00,0.01,13.49,0.02,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,23.05,66.35,8.10,5.30,15.08,5.00,17.90,17.73,11.32,15.09,1.44,0.00,25.49,78.12,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,119.66,12.45,18.85,7.00,10.80,8.50,13.19,1.20,5.23,6.24,18.00,0.00,0.00,0.05,1.00,84.80,89.90,8.10,6.60,0.00,108.40,100.00,0.00,2.00,0.00,0.00,11.00,0.00
15.00,0.00,14.21,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,21.45,61.33,8.00,5.30,15.08,5.00,17.90,17.73,11.32,15.09,1.44,0.00,25.06,75.29,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,114.76,12.45,18.85,7.00,10.80,8.50,13.19,1.20,5.04,6.30,18.00,0.00,0.00,0.00,1.00,83.30,90.60,7.50,5.90,0.00,107.40,113.97,0.00,2.00,0.00,0.00,11.00,0.00
16.00,0.00,14.91,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,19.91,56.57,8.10,5.30,15.08,5.00,17.90,17.73,11.32,15.09,1.44,0.00,24.85,73.32,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,109.16,12.45,18.85,7.00,10.80,8.50,13.19,1.20,4.81,6.19,18.00,0.00,0.00,0.00,1.00,82.20,91.00,7.20,5.50,0.00,106.50,106.21,0.00,2.00,0.00,0.00,11.00,0.00
17.00,0.00,15.38,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,18.62,52.03,8.00,5.30,15.08,5.00,17.90,17.73,11.32,15.09,1.44,0.00,25.23,73.52,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,101.48,12.45,18.85,7.00,10.80,8.50,13.19,1.20,4.45,5.86,18.00,0.00,0.00,0.00,1.00,82.10,90.30,7.90,5.70,0.00,105.90,95.99,0.00,2.00,0.00,0.00,11.00,0.00
18.00,0.00,15.64,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,17.30,47.46,8.00,5.30,15.08,5.00,17.90,17.73,11.32,15.09,1.44,0.00,25.60,73.87,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,94.28,12.45,18.85,7.00,10.80,8.50,13.19,1.20,4.21,5.78,18.00,0.00,0.00,0.00,1.00,81.70,89.80,8.40,6.00,0.00,105.50,86.83,0.00,2.00,0.00,0.00,11.00,0.00
19.00,0.00,15.60,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,15.86,42.82,8.10,5.30,15.08,5.00,17.90,17.73,11.32,15.09,1.44,0.00,25.96,74.66,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,88.51,12.45,18.85,7.00,10.80,8.50,13.19,1.20,4.39,6.48,18.00,0.00,0.00,0.00,1.00,80.30,89.60,8.80,6.10,0.00,105.60,80.85,0.00,2.00,0.00,0.00,11.00,0.00
20.00,0.00,15.70,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,14.58,38.64,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,0.00,26.23,75.23,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,82.26,12.45,18.85,7.00,10.80,8.50,13.19,1.20,4.62,7.21,18.00,0.00,0.00,0.00,1.00,79.00,89.60,9.00,6.20,0.00,105.60,74.30,0.00,2.00,0.00,0.00,11.00,0.00
21.00,0.00,16.00,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,13.74,35.86,8.00,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,0.00,26.28,75.15,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,74.58,12.45,18.85,7.00,10.80,8.50,13.19,1.20,5.01,8.02,18.00,0.00,0.00,0.00,1.00,77.90,90.20,8.80,6.20,0.00,105.10,66.04,0.00,2.00,0.00,0.00,11.00,0.00
22.00,0.00,16.51,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,13.12,33.69,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,0.00,26.29,75.04,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,68.23,12.45,18.85,7.00,10.80,8.50,13.19,1.20,5.49,8.92,18.00,0.00,0.00,0.00,1.00,76.20,89.90,8.50,6.00,0.00,104.50,60.30,0.00,2.00,0.00,0.00,11.00,0.00
23.00,0.00,16.01,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,13.17,33.34,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,0.00,26.19,74.87,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,65.87,12.45,18.85,7.00,10.80,8.50,13.19,1.20,6.25,10.09,18.00,0.00,0.00,0.00,1.00,72.90,87.20,7.80,5.20,0.00,103.70,62.12,0.00,2.00,0.00,0.00,11.00,0.00
24.00,0.00,15.96,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.97,0.00,6.00,13.23,32.97,8.10,5.30,3.40,5.00,17.90,17.73,11.32,15.09,1.44,0.00,26.15,74.52,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,63.13,12.45,18.85,7.00,10.80,8.50,13.19,1.20,7.01,11.13,18.00,0.00,0.00,0.00,1.00,69.60,84.90,7.10,4.40,0.00,102.80,62.38,0.00,2.00,0.00,0.00,11.00,0.00
