"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,9.09,19.76,8.59,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,6.50,3.77,3.10,7.80,20.02,14.90,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,3.48,1.09,2.55,1.90,28.17,3.30,11.11,72.00,15.46,22.20,0.60,8.00,8.60,8.80,1.15,0.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,15.31,14.63,9.50,0.98,0.48,3.44,3.04,0.10,0.01,57.80,3.49,3.00,0.30,1.02,29.69,74.13,10.63,74.80,12.14,0.33,28.34,29.57,12.49
2.00,7.94,19.56,8.48,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,6.94,5.57,3.10,7.80,19.48,15.62,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,5.39,1.37,3.50,1.90,28.10,3.30,11.11,85.10,15.46,22.40,0.60,8.00,8.60,8.80,1.15,0.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,15.51,14.74,9.50,1.10,0.48,3.76,4.13,0.17,0.01,66.80,4.84,2.00,0.30,1.01,37.06,100.29,10.63,94.40,12.14,0.37,28.65,40.25,12.61
3.00,8.29,19.54,9.11,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,7.56,7.98,3.10,7.80,18.21,20.89,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,7.95,1.64,4.40,1.90,28.00,3.30,11.11,90.60,15.46,21.70,0.60,8.00,8.60,8.80,1.15,0.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,15.49,14.87,9.50,1.20,0.48,4.74,5.17,0.23,0.01,70.60,6.13,2.00,0.40,1.01,41.67,128.81,10.63,107.10,12.14,0.39,27.67,51.90,12.57
4.00,8.50,19.42,9.76,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,7.21,11.30,3.10,7.80,16.69,26.15,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,10.11,1.87,5.18,1.90,27.75,3.30,11.11,92.00,15.46,20.20,0.60,8.00,8.60,8.80,1.15,0.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,15.77,15.15,9.50,1.22,0.48,5.71,6.08,0.33,0.01,71.50,7.22,3.00,0.40,1.00,44.52,154.98,10.63,120.30,12.14,0.39,25.78,62.59,12.56
5.00,8.63,19.33,10.15,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,7.06,13.48,3.10,7.80,15.42,32.81,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,11.07,2.03,5.76,1.90,27.51,3.30,11.11,90.50,15.46,19.40,0.60,8.00,8.60,8.80,1.15,0.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,16.20,15.14,9.50,1.21,0.48,6.50,6.78,0.45,0.09,70.20,8.00,3.00,0.40,0.99,46.94,174.10,10.63,135.20,12.14,0.40,24.73,70.40,12.57
6.00,10.05,19.28,11.02,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,6.86,14.57,3.10,7.80,14.18,39.46,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,11.52,2.14,6.72,1.90,27.45,3.30,11.11,88.10,15.46,18.30,0.60,8.00,8.60,8.80,1.15,0.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,16.37,15.14,9.50,1.23,0.47,7.29,8.34,0.56,0.16,68.30,8.56,4.00,0.40,0.99,47.58,173.22,10.63,142.60,12.14,0.41,23.30,70.05,12.68
7.00,9.98,19.40,11.01,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,7.16,14.66,3.10,7.80,14.98,43.20,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,11.69,2.40,9.02,1.90,27.47,3.30,11.11,86.80,15.46,16.70,0.60,8.00,8.60,8.80,1.15,1.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,16.57,15.24,9.50,1.22,0.47,8.63,12.08,0.79,0.52,67.30,9.90,5.00,0.40,0.98,47.26,171.12,10.63,142.10,12.14,0.41,21.32,69.20,12.78
8.00,11.26,19.21,11.60,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,7.22,14.37,3.10,7.80,15.79,46.94,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,11.65,2.71,11.76,1.90,27.32,3.30,11.11,84.70,15.46,14.70,0.60,8.00,8.60,8.80,1.15,2.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,16.51,15.32,9.50,1.22,0.47,9.98,16.53,1.03,0.88,65.80,11.49,8.00,0.40,0.96,46.78,168.61,10.63,138.70,12.14,0.42,18.72,68.20,12.85
9.00,10.98,19.06,11.29,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,7.86,13.94,0.00,7.80,18.48,46.23,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,11.39,2.98,14.06,1.90,27.07,3.30,11.11,80.00,15.46,12.30,0.60,8.00,8.60,8.80,1.15,7.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,16.58,15.18,9.50,1.22,0.47,11.44,20.27,1.25,1.22,62.40,12.83,16.00,0.40,0.96,46.35,166.51,10.63,135.00,12.14,0.42,15.69,67.36,12.90
10.00,10.67,18.95,10.82,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,7.49,13.03,0.00,7.80,21.18,45.53,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,10.92,3.25,15.81,1.90,26.97,3.30,11.11,74.70,15.46,9.90,0.60,8.00,8.60,8.80,1.15,16.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,16.01,15.03,9.50,1.03,0.47,12.90,21.83,1.48,1.56,58.50,14.09,28.00,0.40,0.96,45.39,165.63,10.63,130.20,12.14,0.43,12.60,67.01,13.00
