"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,74.08,16.86,4.01,22.63,14.92,50.00,5.13,2.82,131.91,95.57,57.78,39.88,35.37,204.97,13.33,1.97,6.88,72.08,6.39,9.98,16.49,5.46,3.81,0.00,0.00,0.00,20.62,0.00,20.62,0.00,0.00,0.00,0.00,74.91,61.57,34.82,41.45,45.90,30.67,30.56,30.55,68.88,69.00,110.26,110.22,123.58,19.40,0.00
2.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,62.11,16.86,4.01,22.63,14.92,50.00,5.13,2.82,131.91,92.77,43.20,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,16.49,5.46,3.81,0.00,144.39,0.00,22.81,22.82,0.00,0.00,182.34,0.00,0.00,74.91,53.40,34.82,41.44,45.90,30.67,30.56,30.55,47.28,47.30,53.01,53.00,126.01,19.40,0.00
3.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,74.93,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,92.25,58.81,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,36.82,5.46,8.52,0.00,166.87,37.58,37.46,37.58,0.00,140.65,144.82,0.00,0.00,74.91,53.40,34.86,41.40,45.90,30.67,30.56,30.55,47.00,47.02,53.01,53.00,128.52,19.40,0.00
4.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,80.99,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,93.77,66.19,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,59.89,5.46,13.85,0.00,175.78,35.83,62.22,35.83,35.83,170.72,183.44,0.00,0.00,74.91,53.40,39.91,36.35,45.90,30.67,30.56,30.55,47.14,47.16,53.01,53.00,131.29,19.40,0.00
5.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,87.87,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,99.76,74.55,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,85.44,5.46,19.76,0.00,186.03,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,39.93,36.36,45.90,30.67,30.56,30.55,47.14,47.16,65.73,65.72,134.87,19.40,0.00
6.00,0.00,28.56,67.13,599.97,195.18,7.75,6.65,90.83,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,102.31,78.16,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,85.48,5.46,19.77,0.00,190.78,23.30,67.10,67.88,23.30,184.17,197.14,0.00,0.00,74.91,53.40,44.68,39.22,45.90,30.67,30.56,30.55,47.14,47.16,93.24,93.20,135.55,19.40,0.00
7.00,0.00,29.95,67.13,599.97,195.18,7.75,6.65,99.83,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,103.67,89.11,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,85.48,5.46,19.77,0.00,202.35,23.30,67.10,67.88,23.30,184.17,197.14,0.00,0.00,74.91,53.40,53.10,44.15,45.90,30.67,30.56,30.55,47.28,47.31,110.26,110.22,146.20,19.40,0.00
8.00,0.00,29.95,67.13,635.03,206.59,7.75,6.65,96.58,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,104.19,85.15,39.88,29.55,204.97,13.33,1.97,6.88,72.08,0.00,9.98,85.48,5.46,19.77,0.00,199.45,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,47.05,40.59,45.90,30.67,30.56,30.55,46.99,47.02,110.26,110.22,148.68,19.40,0.00
9.00,0.00,29.95,67.13,635.03,206.59,7.75,6.65,106.09,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,104.63,96.72,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,85.48,5.46,19.77,0.00,211.84,23.30,67.10,67.88,23.30,184.17,197.14,0.00,0.00,74.91,53.40,53.10,44.15,45.90,30.67,30.56,30.55,47.28,47.31,110.26,110.22,162.77,19.40,0.00
10.00,0.00,29.20,67.13,635.03,206.59,7.75,6.65,92.64,16.86,4.01,22.63,14.92,60.00,5.13,2.82,131.91,104.98,80.36,39.88,35.37,204.97,13.33,1.97,6.88,72.08,0.00,9.98,85.48,5.46,19.77,0.00,195.12,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,44.14,38.91,45.90,30.67,30.56,30.55,47.14,47.16,74.40,74.38,148.02,19.40,0.00
