"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,14.77,23.71,9.97,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,15.75,14.18,17.49,0.00,9.00,15.20,25.30,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,10.45,9.20,36.40,3.55,27.00,19.44,18.17,130.20,17.88,9.44,0.60,20.00,20.00,20.00,1.20,100.50,12.83,20.41,8.20,9.00,7.96,20.00,1.20,2.96,3.02,18.00,0.77,1.00,43.60,36.30,1.49,3.35,91.40,38.20,107.30,0.30,2.00,76.60,218.30,5.00,143.50,22.00,0.35,10.13
2.00,13.44,23.87,8.84,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,15.38,13.75,17.49,0.00,9.00,16.10,25.40,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,9.64,9.00,35.10,3.55,27.00,19.44,18.17,117.50,17.88,7.89,0.60,20.00,20.00,20.00,1.20,109.90,12.83,20.41,8.20,9.00,7.96,20.00,1.20,2.97,3.13,18.00,0.65,1.00,45.90,37.80,1.55,3.37,98.80,39.00,114.90,0.20,2.00,74.70,228.60,5.00,131.40,22.00,0.35,9.46
3.00,11.54,23.77,7.54,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,14.32,13.22,17.49,0.00,9.00,16.90,25.30,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,8.73,8.50,32.60,3.55,27.00,19.44,18.17,108.60,17.88,6.78,0.60,20.00,20.00,20.00,1.20,113.40,12.83,20.41,8.20,9.00,7.96,20.00,1.20,2.95,3.26,18.00,0.63,1.00,47.70,38.60,1.46,2.91,99.80,40.20,119.20,0.20,2.00,72.80,228.00,5.00,121.10,22.00,0.35,8.79
4.00,9.28,23.80,5.74,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,13.59,12.38,17.49,0.00,9.00,16.30,25.60,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,7.92,8.10,30.90,3.55,27.00,19.44,18.17,101.80,17.88,5.89,0.60,20.00,20.00,20.00,1.20,116.70,12.83,20.41,8.20,9.00,7.96,20.00,1.20,2.92,3.40,18.00,0.59,1.00,47.90,38.00,1.32,2.29,94.60,40.90,121.40,0.10,2.00,70.80,221.70,5.00,113.30,22.00,0.33,9.26
5.00,6.53,23.66,3.71,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,11.99,11.38,17.49,0.00,9.00,15.20,26.10,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,7.21,7.70,29.40,3.55,27.00,19.44,18.17,95.50,17.88,4.96,0.60,20.00,20.00,20.00,1.20,118.90,12.83,20.41,8.20,9.00,7.96,20.00,1.20,3.60,4.14,18.00,0.50,1.00,43.30,33.70,1.18,2.03,87.50,40.20,122.90,0.10,2.00,67.90,209.30,5.00,101.10,22.00,0.29,9.74
6.00,3.93,23.89,2.04,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,9.84,10.04,17.49,0.00,9.00,14.50,26.40,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,5.92,7.30,28.40,3.55,27.00,19.44,18.17,81.00,17.88,3.55,0.60,20.00,20.00,20.00,1.20,119.90,12.83,20.41,8.20,9.00,7.96,20.00,1.20,4.53,5.08,18.00,0.36,1.00,39.30,29.90,1.04,1.88,79.40,39.20,120.90,0.10,2.00,58.90,198.70,5.00,85.70,22.00,0.26,7.87
7.00,2.05,23.89,1.05,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,5.80,7.94,17.49,0.00,9.00,13.90,26.70,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,4.22,6.90,27.70,3.55,27.00,19.44,18.17,56.60,17.88,2.34,0.60,20.00,20.00,20.00,1.20,118.00,12.83,20.41,8.20,9.00,7.96,20.00,1.20,4.79,5.19,18.00,0.31,1.00,37.00,27.90,0.92,1.70,68.10,37.20,117.70,0.10,2.00,33.90,169.30,5.00,59.90,22.00,0.20,6.01
8.00,0.87,23.77,0.45,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,0.80,5.49,17.49,0.00,9.00,12.50,24.60,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,2.30,6.60,26.40,3.55,27.00,19.44,18.17,35.00,17.88,1.24,0.60,20.00,20.00,20.00,1.20,115.70,12.83,20.41,8.20,9.00,7.96,20.00,1.20,4.83,5.01,18.00,0.22,1.00,34.70,25.90,0.81,1.50,49.60,35.50,115.60,0.10,2.00,17.30,118.80,5.00,24.10,22.00,0.15,4.46
9.00,0.20,23.96,0.07,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,0.00,2.60,17.49,0.00,9.00,10.90,21.60,7.50,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,0.90,6.30,25.00,3.55,27.00,19.44,18.17,20.20,17.88,0.39,0.60,20.00,20.00,20.00,1.20,111.80,12.83,20.41,8.20,9.00,7.96,20.00,1.20,4.60,4.71,18.00,0.07,1.00,32.50,23.80,0.77,1.33,29.20,34.70,113.80,0.00,2.00,9.40,65.60,5.00,10.70,22.00,0.10,2.92
10.00,0.03,23.67,0.00,0.00,4.20,0.00,10.88,19.14,3.55,0.40,3.40,8.00,0.00,0.93,17.49,0.00,9.00,9.30,19.90,8.00,10.98,14.58,5.00,20.00,20.00,19.44,19.44,1.40,0.26,6.00,24.30,3.55,27.00,19.44,18.17,11.10,17.88,0.10,0.60,20.00,20.00,20.00,1.20,107.50,12.83,20.41,8.20,9.00,7.96,20.00,1.20,4.29,4.38,18.00,0.04,1.00,30.60,22.10,0.76,1.16,14.90,33.00,104.90,0.00,2.00,6.20,30.80,5.00,6.00,22.00,0.05,1.61
