"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,16.25,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,25.60,80.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,25.90,78.50,0.00,27.24,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,99.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,10.06,13.32,9.50,0.00,0.00,0.00,0.00,82.35,109.00,9.40,7.55,0.00,116.00,83.00,0.00,1.16,0.00,0.00,0.00,6.50
2.00,0.00,16.27,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,24.70,79.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,25.00,75.30,0.00,27.30,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,91.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,9.35,12.83,9.50,0.00,0.00,0.00,0.00,83.15,108.46,8.93,7.07,0.00,113.50,73.00,0.00,1.16,0.00,0.00,0.00,6.50
3.00,0.00,16.61,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,23.80,82.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,24.20,71.80,0.00,27.34,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,83.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,8.70,12.37,9.50,0.00,0.00,0.00,0.00,77.61,104.03,8.33,6.47,0.00,110.90,63.00,0.00,1.16,0.00,0.00,0.00,6.50
4.00,0.00,16.87,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,23.00,65.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,23.90,70.20,0.00,27.38,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,74.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,8.22,11.98,9.50,0.00,0.00,0.00,0.00,72.42,104.15,7.72,5.89,0.00,109.00,55.00,0.00,1.16,0.00,0.00,0.00,6.50
5.00,0.00,16.67,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,22.20,52.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,23.90,69.30,0.00,27.39,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,65.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,7.85,11.70,9.50,0.00,0.00,0.00,0.00,68.28,102.91,7.10,5.43,0.00,107.40,51.00,0.00,1.16,0.00,0.00,0.00,6.50
6.00,0.00,16.71,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,22.10,39.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,23.90,70.10,0.00,27.35,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,57.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,7.85,11.76,9.50,0.00,0.00,0.00,0.00,64.31,96.42,6.52,4.95,0.00,106.70,46.00,0.00,1.16,0.00,0.00,0.00,6.50
7.00,0.00,16.85,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,22.30,36.00,1.70,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,24.00,71.50,0.00,27.35,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,49.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,7.89,11.85,9.50,0.00,0.00,0.00,0.00,60.88,94.19,6.02,4.45,0.00,106.30,39.00,0.00,1.20,0.00,0.00,0.00,6.50
8.00,0.00,16.91,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,22.80,33.00,0.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,23.60,70.70,0.00,27.31,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,43.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,8.07,12.04,9.50,0.00,0.00,0.00,0.00,57.54,86.70,5.49,3.95,0.00,105.90,33.00,0.00,1.12,0.00,0.00,0.00,6.50
9.00,0.00,15.13,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,23.40,29.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,23.00,69.20,0.00,27.28,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,37.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,8.18,12.20,9.50,0.00,0.00,0.00,0.00,54.47,83.37,4.89,3.45,0.00,105.60,28.00,0.00,1.12,0.00,0.00,0.00,6.50
10.00,0.00,12.87,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,23.70,25.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,23.10,69.00,0.00,27.35,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,32.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,8.07,12.22,9.50,0.00,0.00,0.00,0.00,51.31,79.92,4.35,2.97,0.00,105.50,24.00,0.00,1.12,0.00,0.00,0.00,6.50
