"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,15.22,22.59,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,18.11,16.74,16.52,0.00,8.00,10.93,2.00,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,14.67,3.97,14.27,3.51,24.60,18.36,17.43,141.90,16.94,37.68,0.60,18.36,18.36,18.36,1.20,0.00,12.12,18.37,8.00,10.70,7.73,19.44,2.40,0.00,0.00,18.90,0.62,2.00,9.43,25.26,2.50,1.37,101.20,17.28,2.82,0.20,2.00,47.80,90.10,11.00,70.40,22.00,0.21,28.58
2.00,16.82,22.64,1.71,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,18.14,16.87,16.52,0.00,8.00,10.14,4.44,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,14.76,4.08,17.90,3.51,24.50,18.36,17.43,93.90,16.94,33.62,0.60,18.36,18.36,18.36,1.20,0.00,12.12,18.37,8.00,10.70,7.73,19.44,2.40,1.01,2.24,18.90,0.70,2.00,15.16,29.48,3.50,1.94,75.40,20.12,2.71,0.30,2.00,49.70,99.80,11.00,84.20,22.00,0.24,24.57
3.00,17.98,22.63,2.85,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,18.43,17.40,16.52,0.00,8.00,9.63,7.13,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,14.70,4.30,20.77,3.51,24.60,18.36,17.43,85.00,16.94,32.38,0.60,18.36,18.36,18.36,1.20,1.25,12.12,18.37,8.00,10.70,7.73,19.44,2.40,2.02,5.09,18.90,0.76,2.00,21.49,33.36,4.20,2.45,78.40,22.97,3.69,0.30,2.00,57.40,230.80,11.00,155.50,22.00,0.27,24.16
4.00,18.59,22.69,3.56,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,18.82,17.67,16.52,0.00,8.00,9.94,10.65,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,14.34,4.90,21.31,3.51,24.40,18.36,17.43,74.90,16.94,33.07,0.60,18.36,18.36,18.36,1.20,6.56,12.12,18.37,8.00,10.70,7.73,19.44,2.40,2.94,5.22,18.90,0.78,2.00,26.82,36.21,4.70,2.76,71.30,25.61,12.73,0.30,2.00,39.50,108.40,11.00,92.10,22.00,0.29,26.19
5.00,18.50,22.50,3.26,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,19.01,17.74,16.52,0.00,8.00,10.33,13.94,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,13.12,5.48,21.86,3.51,24.10,18.36,17.43,64.90,16.94,30.29,0.60,18.36,18.36,18.36,1.20,15.50,12.12,18.37,8.00,10.70,7.73,19.44,2.40,3.75,5.35,18.90,0.77,2.00,28.65,40.06,4.70,3.03,68.40,28.36,22.62,0.40,2.00,35.70,108.80,11.00,80.10,22.00,0.31,23.81
6.00,18.80,22.65,1.92,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,18.86,17.48,16.52,0.00,8.00,10.93,16.62,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,12.29,6.07,22.47,3.51,24.30,18.36,17.43,59.00,16.94,25.20,0.60,18.36,18.36,18.36,1.20,35.60,12.12,18.37,8.00,10.70,7.73,19.44,2.40,4.46,5.47,18.90,0.78,2.00,32.28,56.95,5.00,3.19,58.70,30.70,37.76,0.40,2.00,28.80,87.10,11.00,68.90,22.00,0.31,18.50
7.00,18.84,22.64,0.53,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,17.80,16.85,16.52,0.00,8.00,11.83,19.51,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,11.85,6.59,23.80,3.51,24.00,18.36,17.43,48.60,16.94,19.84,0.60,18.36,18.36,18.36,1.20,65.68,12.12,18.37,8.00,10.70,7.73,19.44,2.40,5.07,5.60,18.90,0.77,2.00,41.22,62.86,6.20,3.52,47.60,32.05,57.70,0.40,2.00,21.40,66.80,11.00,43.90,22.00,0.31,12.85
8.00,17.97,22.41,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,16.39,16.00,16.52,0.00,8.00,13.59,23.03,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,11.34,6.91,27.27,3.51,24.10,18.36,17.43,49.20,16.94,20.64,0.60,18.36,18.36,18.36,1.20,65.50,12.12,18.37,8.00,10.70,7.73,19.44,2.40,5.58,5.72,18.90,0.77,2.00,48.55,55.87,7.30,4.36,38.60,33.89,77.53,0.40,2.00,17.50,41.60,11.00,38.20,22.00,0.29,15.04
9.00,15.77,22.55,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,16.36,15.20,16.52,0.00,8.00,15.06,26.05,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,10.57,7.10,29.94,3.51,24.00,18.36,17.43,36.20,16.94,12.82,0.60,18.36,18.36,18.36,1.20,100.61,12.12,18.37,8.00,10.70,7.73,19.44,2.40,5.60,5.85,18.90,0.77,2.00,50.68,57.97,7.90,4.96,28.50,37.54,101.83,0.30,2.00,14.00,31.00,11.00,29.40,22.00,0.28,6.26
10.00,13.86,22.56,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,16.61,14.21,16.52,0.00,8.00,15.64,27.53,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,9.56,6.87,30.19,3.51,24.10,18.36,17.43,27.90,16.94,14.37,0.60,18.36,18.36,18.36,1.20,104.36,12.12,18.37,8.00,10.70,7.73,19.44,2.40,5.41,3.25,18.90,0.65,2.00,52.31,57.39,8.10,4.84,25.30,40.58,106.78,0.20,2.00,14.50,19.50,11.00,25.30,22.00,0.25,9.39
11.00,12.22,22.47,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,15.50,12.94,16.52,0.00,8.00,16.00,29.08,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,8.30,6.80,30.53,3.51,24.00,18.36,17.43,21.80,16.94,10.74,0.60,18.36,18.36,18.36,1.20,118.36,12.12,18.37,8.00,10.70,7.73,19.44,2.40,4.62,1.26,18.90,0.63,2.00,52.44,66.87,7.70,4.70,21.10,42.13,120.49,0.20,2.00,13.60,10.80,11.00,26.00,22.00,0.22,5.93
12.00,9.74,22.59,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,13.14,11.21,16.52,0.00,8.00,15.73,30.82,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,6.84,7.20,31.09,3.51,24.00,18.36,17.43,14.40,16.94,9.08,0.60,18.36,18.36,18.36,1.20,120.17,12.12,18.37,8.00,10.70,7.73,19.44,2.40,3.83,0.00,18.90,0.59,2.00,51.77,56.57,7.20,4.45,15.20,44.27,127.53,0.10,2.00,13.30,1.20,11.00,19.30,22.00,0.19,4.98
13.00,6.76,22.61,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,9.69,8.97,16.52,0.00,8.00,15.43,31.96,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,5.23,7.77,31.82,3.51,24.20,18.36,17.43,16.40,16.94,7.17,0.60,18.36,18.36,18.36,1.20,117.44,12.12,18.37,8.00,10.70,7.73,19.44,2.40,2.84,0.00,19.00,0.50,2.00,49.10,56.78,6.90,4.21,9.00,48.42,127.26,0.10,1.92,14.20,0.00,11.00,9.40,22.00,0.15,3.71
14.00,3.96,22.41,0.00,14.00,4.20,0.00,8.00,18.11,1.78,0.40,2.70,14.00,6.29,7.01,16.52,0.00,8.00,15.03,31.40,8.00,10.37,13.03,5.00,18.17,18.17,18.37,18.37,1.40,4.00,8.81,33.04,3.51,24.20,18.36,17.43,10.00,16.94,7.64,0.60,18.36,18.36,18.36,1.20,120.08,12.12,18.37,8.00,10.70,7.73,19.44,2.40,1.96,0.00,19.00,0.36,2.00,47.13,58.55,6.60,4.00,3.10,51.76,130.05,0.10,2.00,14.90,0.00,11.00,6.00,22.00,0.12,5.47
