"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,3.35,21.44,0.00,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,0.51,0.36,6.00,0.00,10.00,17.35,10.11,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,1.39,8.56,21.20,2.38,27.30,6.00,13.11,11.63,17.86,0.00,0.60,4.50,5.00,5.00,2.40,5.00,7.00,7.00,18.93,2.00,10.80,8.26,7.80,1.20,10.75,14.23,18.90,0.00,0.00,0.03,1.00,8.51,22.84,0.44,0.22,7.84,41.48,2.00,0.00,1.16,5.57,11.17,6.00
2.00,8.28,21.39,0.00,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,1.01,2.79,6.00,0.00,10.00,17.35,8.72,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,5.87,8.77,21.53,2.38,27.30,6.00,13.11,49.69,17.86,0.00,0.60,4.50,5.00,5.00,2.40,3.00,7.00,7.00,18.93,2.00,10.80,8.26,7.80,1.20,10.66,14.02,18.90,0.00,0.00,0.07,1.00,8.76,21.69,0.42,0.21,35.94,42.38,1.00,0.00,1.16,23.47,44.46,6.00
3.00,10.52,21.05,0.02,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,1.93,7.57,6.00,0.00,10.00,16.60,8.37,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,10.57,8.95,21.75,2.38,27.30,6.00,13.11,92.60,17.86,0.80,0.60,4.50,5.00,5.00,2.40,3.00,7.00,7.00,18.93,2.00,10.80,8.26,7.80,1.20,10.39,13.62,18.90,0.00,0.00,0.08,1.00,8.57,20.67,0.43,0.30,67.57,43.27,1.00,0.00,1.12,44.22,97.04,6.00
4.00,11.74,21.18,0.61,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,3.67,12.64,6.00,0.00,10.00,15.60,8.36,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,12.18,8.91,21.68,2.38,27.30,6.00,13.11,114.37,17.86,13.42,0.60,4.50,5.00,5.00,2.40,3.00,7.00,7.00,18.93,2.00,10.80,8.26,7.80,1.20,10.06,13.17,18.90,0.00,0.00,0.12,1.00,8.24,19.69,0.44,0.43,83.42,44.73,2.00,0.00,1.08,58.70,165.68,6.00
5.00,12.44,21.12,2.56,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,6.55,14.89,6.00,0.00,10.00,15.22,10.45,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,12.70,8.66,21.31,2.38,27.10,6.00,13.11,118.77,17.86,26.84,0.60,4.50,5.00,5.00,2.40,4.00,7.00,7.00,18.93,2.00,10.00,8.26,7.80,1.20,10.63,13.53,18.90,0.00,0.00,0.56,1.00,7.66,19.45,0.52,0.61,86.55,46.19,2.00,0.10,1.16,63.93,0.00,6.00
6.00,12.99,20.84,5.23,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,9.66,15.76,6.00,0.00,10.00,15.05,13.24,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,13.05,8.69,21.98,2.38,27.00,6.00,13.11,120.17,17.86,29.00,0.60,4.50,5.00,5.00,2.40,4.00,7.00,7.00,18.93,2.00,10.00,8.26,7.80,1.20,11.49,14.16,18.90,0.00,0.00,0.76,1.00,6.99,19.46,0.63,0.82,87.85,48.36,3.00,0.20,1.12,67.17,0.00,6.00
7.00,13.67,20.80,8.31,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,12.42,16.06,6.00,0.00,10.00,15.02,16.46,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,13.22,8.99,23.69,2.38,26.80,6.00,13.11,120.42,17.86,29.25,0.60,4.50,5.00,5.00,2.40,4.00,7.00,7.00,18.93,2.00,10.00,8.26,7.80,1.20,12.50,14.75,18.90,0.00,0.00,0.95,1.00,8.82,21.01,0.93,1.12,88.22,50.53,4.00,0.20,1.12,67.32,0.00,6.00
8.00,14.20,20.77,11.56,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,14.04,16.04,6.00,0.00,10.00,15.04,19.83,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,13.24,9.43,25.96,2.38,26.60,6.00,13.11,120.32,17.86,29.14,0.60,4.50,5.00,5.00,2.40,4.00,7.00,7.00,18.93,2.00,10.00,8.26,7.80,1.20,13.54,15.34,18.90,0.00,0.00,1.06,1.00,11.47,23.08,1.30,1.45,88.32,54.31,6.00,0.30,1.12,67.37,0.00,6.00
9.00,14.57,20.62,14.65,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,14.99,15.93,6.00,0.00,10.00,15.63,27.19,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,13.24,10.01,28.78,2.38,26.40,6.00,13.11,120.22,17.86,28.96,0.60,4.50,5.00,5.00,2.40,4.00,7.00,7.00,18.93,2.00,10.00,8.26,7.80,1.20,14.11,15.76,18.90,0.00,0.00,1.15,1.00,14.33,24.89,1.92,1.79,88.44,58.10,7.00,0.30,1.12,67.52,0.00,6.00
10.00,14.65,20.97,16.49,15.00,2.90,8.30,3.00,4.90,2.95,0.40,3.30,18.00,14.92,15.81,6.00,0.00,10.00,16.41,35.88,0.00,9.50,15.53,2.10,18.45,14.56,3.50,5.50,2.80,13.34,10.47,31.55,2.38,26.30,6.00,13.11,120.41,17.86,28.82,0.60,4.50,5.00,5.00,2.40,4.00,7.00,7.00,18.93,2.00,10.00,8.26,7.80,1.20,14.53,16.12,18.90,0.00,0.00,1.18,1.00,17.26,26.62,2.61,2.12,88.70,61.17,8.00,0.30,1.12,67.52,0.00,6.00
