"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,14.30,18.14,16.94,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,18.35,18.80,19.00,0.00,6.60,14.10,35.30,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.86,17.00,54.86,2.79,27.00,18.85,17.44,144.44,17.44,35.20,0.60,18.85,18.85,18.85,2.40,8.30,12.45,16.02,5.00,10.80,7.75,14.14,2.40,1.17,2.00,18.00,0.00,0.00,0.87,1.00,22.00,29.80,4.05,2.71,111.20,84.02,17.67,0.30,2.00,80.00,252.28,11.00,204.00
2.00,15.18,16.28,17.69,16.00,0.00,7.29,6.40,7.72,2.64,0.00,3.40,20.00,18.89,18.76,19.00,0.00,6.60,14.70,40.10,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.89,18.00,59.68,2.79,27.00,18.85,17.44,144.20,17.44,35.80,0.60,18.85,18.85,18.85,2.40,17.10,12.45,16.02,5.00,10.80,7.75,14.14,2.40,1.52,1.80,18.00,0.00,0.00,0.97,1.00,30.10,39.50,5.11,3.34,111.20,90.63,26.22,0.30,2.00,79.77,252.40,11.00,204.00
3.00,15.46,16.92,18.12,16.00,0.00,7.08,6.40,7.72,2.64,0.00,3.40,20.00,19.01,18.72,19.00,0.00,6.60,15.60,45.00,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.94,18.90,62.31,2.79,27.00,18.85,17.44,143.36,17.44,36.60,0.60,18.85,18.85,18.85,2.40,27.60,12.45,16.02,5.00,10.80,7.75,14.14,2.40,1.67,1.70,18.00,0.00,0.00,1.06,1.00,38.90,49.60,6.00,4.07,111.30,94.19,37.10,0.30,2.00,79.54,252.40,11.00,204.00
4.00,15.60,17.19,18.32,16.00,0.00,7.11,6.40,7.72,2.64,0.00,3.40,20.00,18.70,18.70,19.00,0.00,6.60,17.10,48.30,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.95,19.50,64.95,2.79,27.00,18.85,17.44,136.77,17.44,36.80,0.60,18.85,18.85,18.85,2.40,49.70,12.45,16.02,5.00,10.80,7.75,14.14,2.40,1.80,2.30,18.00,0.00,0.00,1.08,1.00,48.30,55.60,6.94,4.83,111.00,97.02,50.27,0.40,2.00,79.57,252.40,11.00,204.00
5.00,15.59,17.23,18.38,16.00,0.00,7.20,6.40,7.72,2.64,0.00,3.40,20.00,17.78,18.63,19.00,0.00,6.60,18.70,51.30,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.89,20.10,67.63,2.79,27.00,18.85,17.44,138.33,17.44,36.70,0.60,18.85,18.85,18.85,2.40,75.50,12.45,16.02,5.00,10.80,7.75,14.14,2.40,1.85,2.90,18.00,0.00,0.00,1.07,1.00,58.40,60.80,7.99,5.70,111.20,97.63,70.35,0.40,2.00,79.68,252.40,11.00,204.00
6.00,15.40,17.19,18.06,16.00,0.00,7.21,6.40,7.72,2.64,0.00,3.40,20.00,17.53,18.51,19.00,0.00,6.60,19.80,54.50,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.78,20.40,69.96,2.79,27.00,18.85,17.44,142.94,17.44,36.50,0.60,18.85,18.85,18.85,2.40,93.30,12.45,16.02,5.00,10.80,7.75,13.67,2.40,2.24,4.10,18.00,0.00,0.00,1.09,1.00,65.00,66.30,8.91,6.52,110.80,98.17,88.41,0.40,2.00,79.69,252.40,11.00,204.00
7.00,15.00,17.08,17.74,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,17.71,18.46,19.00,0.00,6.60,20.70,57.70,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.77,20.40,71.25,2.79,27.00,18.85,17.44,144.48,17.44,36.40,0.60,18.85,18.85,18.85,2.40,108.50,12.45,16.02,5.00,10.80,7.75,13.67,2.40,3.61,5.50,18.00,0.00,0.00,1.08,1.00,70.30,71.70,9.45,7.24,111.00,98.47,100.41,0.40,2.00,80.00,252.40,11.00,204.00
8.00,13.80,17.13,16.69,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,18.27,18.59,19.00,0.00,6.60,21.20,59.30,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.91,20.60,72.36,2.79,27.00,18.85,17.44,144.48,17.44,36.30,0.60,18.85,18.85,18.85,2.40,115.10,12.45,16.02,5.00,10.80,7.75,13.67,2.40,4.80,6.40,18.00,0.00,0.00,1.08,1.00,72.60,74.80,9.96,7.86,110.90,98.59,111.20,0.30,2.00,80.00,252.29,11.00,204.00
9.00,12.40,17.17,15.55,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,18.22,18.71,19.00,0.00,6.60,21.70,60.30,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.98,20.90,72.95,2.79,27.00,18.85,17.44,144.48,17.44,36.00,0.60,18.85,18.85,18.85,2.40,118.90,12.45,16.02,5.00,10.80,7.75,13.67,2.40,5.47,7.20,18.00,0.00,0.00,1.08,1.00,74.00,77.20,10.41,8.19,109.90,98.21,118.35,0.20,2.00,80.00,251.24,11.00,204.00
10.00,11.10,16.10,14.09,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,16.53,18.64,19.00,0.00,6.60,22.10,61.60,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.86,21.50,73.54,2.79,27.00,18.85,17.44,144.48,17.44,35.20,0.60,18.85,18.85,18.85,2.40,120.50,12.45,16.02,5.00,10.80,7.75,13.67,2.40,6.29,7.60,18.00,0.00,0.00,0.91,1.00,74.90,78.80,10.62,8.37,107.90,98.12,123.64,0.20,2.00,80.00,248.50,11.00,203.81
11.00,9.20,16.08,12.13,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,15.36,18.42,19.00,0.00,6.60,22.40,63.00,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.60,22.30,74.15,2.79,27.00,18.85,17.44,144.47,17.44,33.50,0.60,18.85,18.85,18.85,2.40,121.50,12.45,16.02,5.00,10.80,7.75,13.67,2.40,7.55,7.90,18.00,0.00,0.00,0.88,1.00,75.50,80.00,10.15,8.13,103.70,98.96,123.30,0.10,2.00,80.00,239.38,11.00,202.08
12.00,7.00,16.21,10.16,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,15.03,17.99,19.00,0.00,6.60,22.50,64.70,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.06,23.10,74.75,2.79,27.00,18.85,17.44,144.19,17.44,30.80,0.60,18.85,18.85,18.85,2.40,123.20,12.45,16.02,5.00,10.80,7.75,13.67,2.40,8.64,7.70,18.00,0.00,0.00,0.83,1.00,77.10,81.80,9.77,7.95,97.70,99.73,124.05,0.10,2.00,79.80,213.68,11.00,192.18
13.00,4.50,15.94,7.84,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,14.35,17.11,19.00,0.00,6.60,22.30,66.50,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,14.21,23.90,75.37,2.79,27.00,18.85,17.44,136.89,17.44,26.60,0.60,18.85,18.85,18.85,2.40,125.00,12.45,16.02,5.00,10.80,7.75,13.67,2.40,9.25,7.20,18.00,0.00,0.00,0.70,1.00,79.00,83.80,9.69,7.95,88.30,100.30,128.05,0.10,2.00,76.40,146.56,11.00,162.40
14.00,2.30,15.91,5.26,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,9.30,15.38,19.00,0.00,6.60,21.70,66.10,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,12.32,24.60,76.04,2.79,27.00,18.85,17.44,105.55,17.44,19.20,0.60,18.85,18.85,18.85,2.40,125.20,12.45,16.02,5.00,10.80,7.75,13.67,2.40,9.54,6.80,18.00,0.00,0.00,0.50,1.00,80.80,85.30,9.59,7.94,68.40,101.44,130.31,0.10,2.00,62.23,73.72,11.00,99.80
15.00,0.70,15.97,3.32,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.90,11.58,19.00,0.00,6.60,20.90,64.80,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,7.99,25.20,76.88,2.79,27.00,18.85,17.44,63.64,17.44,10.90,0.60,18.85,18.85,18.85,2.40,124.70,12.45,16.02,5.00,10.80,7.75,13.67,2.40,8.83,6.50,18.00,0.00,0.00,0.43,1.00,82.50,86.30,9.47,7.89,38.10,104.26,127.30,0.10,2.00,35.67,47.08,11.00,31.04
16.00,0.30,15.97,1.66,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,6.32,19.00,0.00,6.60,20.60,65.00,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,2.26,26.00,77.65,2.79,27.00,18.85,17.44,21.39,17.44,3.30,0.60,18.85,18.85,18.85,2.40,123.60,12.45,16.02,5.00,10.80,7.75,13.67,2.40,8.21,6.00,18.00,0.00,0.00,0.30,1.00,82.60,87.10,9.31,7.77,10.00,106.51,124.41,0.00,2.00,13.28,1.09,11.00,0.82
17.00,0.00,16.21,0.46,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,2.00,19.00,0.00,6.60,20.50,65.60,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,0.26,26.80,78.26,2.79,27.00,18.85,17.44,4.99,17.44,0.40,0.60,18.85,18.85,18.85,2.40,122.20,12.45,16.02,5.00,10.80,7.75,13.67,2.40,7.86,5.50,18.00,0.00,0.00,0.10,1.00,82.30,87.80,9.06,7.43,1.30,107.07,121.85,0.00,2.00,3.41,0.00,11.00,0.00
18.00,0.00,18.10,0.06,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.26,19.00,0.00,6.60,19.80,64.70,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,26.90,78.14,2.79,27.00,18.85,17.44,0.35,17.44,0.00,0.60,18.85,18.85,18.85,2.40,116.70,12.45,16.02,5.00,10.80,7.75,13.67,2.40,7.43,5.20,18.00,0.00,0.00,0.05,1.00,82.50,88.70,8.74,7.03,0.00,107.25,117.85,0.00,2.00,0.33,0.00,11.00,0.00
19.00,0.00,18.99,0.00,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.00,19.00,0.00,6.60,18.90,63.30,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,26.70,75.89,2.79,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,109.80,12.45,16.02,5.00,10.80,7.75,13.67,2.40,6.77,4.90,18.00,0.00,0.00,0.00,1.00,82.80,89.60,8.24,6.48,0.00,106.34,109.48,0.00,2.00,0.00,0.00,11.00,0.00
20.00,0.00,18.77,0.00,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.00,19.00,0.00,6.60,19.00,61.30,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,25.80,73.11,2.79,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,97.00,12.45,16.02,5.00,10.80,7.75,13.67,2.40,6.03,4.40,18.00,0.00,0.00,0.00,1.00,80.40,89.10,7.82,5.99,0.00,104.95,98.92,0.00,2.00,0.00,0.00,11.00,0.00
21.00,0.00,18.78,0.00,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.00,19.00,0.00,6.60,19.40,59.20,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,24.80,68.77,2.79,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,82.40,12.45,16.02,5.00,10.80,7.75,13.67,2.40,5.07,3.80,18.00,0.00,0.00,0.00,1.00,77.10,88.10,7.63,5.67,0.00,102.10,81.78,0.00,2.00,0.00,0.00,11.00,0.00
22.00,0.00,18.86,0.00,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.00,19.00,0.00,6.60,19.10,55.70,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,24.10,65.09,2.79,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,72.00,12.45,16.02,5.00,10.80,7.75,13.67,2.40,4.19,3.10,18.00,0.00,0.00,0.00,1.00,72.40,86.70,7.28,5.26,0.00,99.23,66.05,0.00,2.00,0.00,0.00,11.00,0.00
