"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,8.29,28.14,17.96,536.17,85.84,0.00,0.00,71.24,19.10,2.50,22.29,45.90,5.10,2.74,125.58,13.17,62.41,46.81,96.28,15.36,0.00,68.29,36.00,0.00,9.00,4.66,2.98,3.83,171.15,171.11,67.18,20.73,67.55,0.00,0.00,73.21,0.00,2.50,74.31,75.75,33.94,48.24,41.03,0.00,28.11,0.00,0.00,20.73,0.00,20.73,10.36,10.17,19.25,0.00,18.65,0.00
2.00,8.29,28.14,20.80,544.12,87.94,0.00,2.70,71.24,19.10,2.50,22.29,56.06,5.10,2.74,127.78,16.20,62.41,46.81,96.28,15.36,0.00,69.48,36.00,0.00,9.00,4.66,2.98,0.00,168.48,168.44,58.20,0.00,42.25,0.00,0.00,73.21,0.00,1.67,74.55,75.93,37.76,49.22,41.03,0.00,15.38,0.00,0.00,20.73,0.00,20.73,10.36,10.17,19.25,0.00,0.00,5.06
3.00,8.29,28.14,9.89,571.01,96.91,0.00,2.70,71.24,19.10,2.50,22.29,15.54,5.10,2.74,131.01,55.57,62.41,46.81,96.28,15.36,0.00,71.24,36.00,0.00,9.00,4.66,2.98,0.00,198.73,198.53,60.87,0.00,67.55,0.00,0.00,73.21,0.00,5.47,74.55,75.93,32.58,44.79,41.03,24.63,24.53,24.53,28.97,28.97,0.00,20.73,10.36,10.17,19.25,0.00,0.00,5.06
4.00,11.12,28.14,44.83,650.00,145.51,0.00,0.00,71.24,19.10,2.50,22.29,39.17,5.10,2.74,131.01,55.57,62.41,46.81,96.28,15.36,0.00,71.24,16.00,0.00,9.00,4.66,3.44,9.32,193.74,193.57,66.83,0.00,59.43,0.00,0.00,73.21,0.00,4.33,74.55,75.93,37.59,44.59,41.03,18.76,18.73,18.72,0.00,26.94,0.00,20.73,10.36,10.17,0.00,6.22,18.65,5.06
5.00,68.32,28.14,44.83,650.00,145.51,0.00,2.70,71.24,19.10,2.50,22.29,39.17,5.10,2.74,131.01,55.57,62.41,46.81,96.28,15.36,3.57,71.24,0.00,0.00,9.00,94.99,3.44,0.00,227.35,227.09,64.43,52.81,20.73,20.73,0.00,181.21,84.01,5.67,74.55,75.93,38.35,43.83,41.03,25.67,25.57,25.57,0.00,20.73,0.00,57.19,10.36,10.17,19.25,0.00,21.82,5.06
6.00,72.37,29.81,44.83,650.00,145.51,0.00,2.70,71.24,19.10,2.50,22.29,39.17,5.10,2.74,131.01,55.57,62.41,46.81,96.28,15.36,6.88,71.24,0.00,0.00,9.00,94.99,3.44,19.68,227.35,227.09,26.94,66.77,67.55,20.73,0.00,168.32,0.00,5.67,74.55,75.93,50.07,42.37,41.03,25.66,25.56,25.56,0.00,20.73,0.00,109.69,22.60,10.17,19.25,0.00,0.00,5.06
7.00,72.37,29.81,44.83,650.00,145.51,0.00,2.70,40.39,19.10,2.50,22.29,62.16,5.10,2.74,131.01,59.96,24.70,46.81,96.28,15.36,6.88,71.24,0.00,6.39,9.00,94.99,3.44,19.68,0.00,0.00,67.18,66.77,67.55,20.73,183.28,196.19,183.34,2.02,0.00,0.00,54.10,38.34,41.03,10.36,0.00,10.36,24.66,24.66,0.00,109.69,120.27,10.17,19.25,13.56,13.50,5.06
8.00,72.37,29.81,44.83,650.00,210.44,0.00,2.70,65.68,19.10,2.50,22.29,78.97,5.10,2.74,131.01,59.96,55.62,37.68,96.28,15.36,6.88,71.24,0.00,6.39,9.00,94.99,3.44,19.68,0.00,0.00,67.18,66.77,67.55,20.73,183.28,196.19,183.34,3.59,0.00,0.00,54.10,38.34,41.03,22.45,0.00,22.38,24.66,24.66,0.00,109.69,131.91,10.17,19.25,13.56,13.50,5.06
9.00,72.37,29.81,44.83,650.00,210.44,2.58,2.70,64.25,19.10,2.50,22.29,92.45,5.10,2.74,131.01,69.67,53.87,18.00,96.28,15.36,6.88,71.24,0.00,6.39,9.00,94.99,3.44,19.68,0.00,0.00,67.18,66.77,67.55,26.94,183.28,196.19,183.34,1.57,0.00,57.24,51.17,41.28,41.03,13.73,0.00,0.00,36.67,36.75,0.00,109.69,135.55,10.17,19.25,13.56,13.50,5.06
10.00,78.19,29.81,44.83,650.00,210.44,2.58,2.70,78.85,19.10,2.50,22.29,128.07,5.10,2.74,131.01,73.83,71.72,24.59,96.28,15.36,6.88,71.24,0.00,6.39,9.00,94.99,3.44,19.68,0.00,0.00,27.93,66.77,67.55,27.93,183.28,196.19,183.34,1.61,0.00,61.84,63.40,43.79,41.03,14.43,0.00,0.00,22.44,86.85,0.00,109.69,150.02,10.17,19.25,13.56,13.50,5.06
