"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,12.28,23.52,11.72,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,13.18,15.63,8.00,0.00,9.50,15.40,11.04,10.89,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.82,27.60,82.30,3.50,28.12,19.44,12.34,124.00,0.00,31.58,0.60,19.44,19.44,19.44,2.40,96.42,12.83,20.41,7.60,10.80,8.05,0.00,2.40,5.48,6.87,18.90,0.82,0.00,102.07,103.91,11.61,9.70,89.28,121.43,108.09,0.20,2.12,66.49,219.81,0.00,195.00,17.00,0.33,42.09,98.47
2.00,14.31,23.60,13.53,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,13.50,15.78,8.00,0.00,9.50,14.20,14.72,11.00,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.87,28.10,83.80,3.50,28.12,19.44,12.34,125.00,0.00,31.98,0.60,19.44,19.44,19.44,2.40,86.74,12.83,20.41,7.60,10.80,8.05,0.00,2.40,5.56,6.91,18.90,0.92,0.00,97.66,104.98,12.33,10.50,90.00,124.40,93.90,0.30,2.08,69.00,220.28,0.00,194.47,17.00,0.36,42.54,99.09
3.00,14.84,23.45,14.41,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,14.45,15.85,8.00,0.00,9.50,13.60,24.30,11.07,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.82,28.00,84.60,3.50,28.12,19.44,12.34,125.00,0.00,32.08,0.60,19.44,19.44,19.44,2.40,88.59,12.83,20.41,7.60,10.80,8.05,0.00,2.40,5.82,7.09,18.90,1.00,0.00,95.81,106.39,13.31,11.40,90.00,122.62,96.47,0.30,2.08,70.46,219.63,0.00,194.70,17.00,0.37,42.99,100.81
4.00,15.80,23.53,15.30,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,14.43,15.87,8.00,0.00,9.50,13.70,37.40,11.05,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.76,28.00,85.10,3.50,28.12,19.44,12.34,124.00,0.00,32.44,0.60,19.44,19.44,19.44,2.40,92.92,12.83,20.41,7.60,10.80,8.05,0.00,2.40,6.72,7.99,18.90,1.02,0.00,98.37,107.92,14.38,12.30,89.28,120.19,102.46,0.30,2.08,71.81,222.21,0.00,194.43,17.00,0.38,43.66,101.03
5.00,15.96,23.57,15.39,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,14.26,15.81,8.00,0.00,9.50,13.60,51.69,9.81,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.66,28.40,85.80,3.50,28.12,19.44,12.34,124.00,0.00,32.74,0.60,19.44,19.44,19.44,2.40,98.74,12.83,20.41,7.60,10.80,8.05,0.00,2.40,7.05,8.15,18.90,1.01,0.00,101.80,109.33,15.36,12.90,89.28,117.54,110.50,0.40,2.08,72.40,224.38,0.00,192.55,17.00,0.38,44.34,102.41
6.00,16.08,23.44,15.59,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,14.08,15.65,8.00,0.00,9.50,13.90,64.79,10.93,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.62,28.90,86.00,3.50,28.12,19.44,12.34,124.00,0.00,31.98,0.60,19.44,19.44,19.44,2.40,105.06,12.83,20.41,7.60,10.80,8.05,0.00,2.40,7.07,8.21,18.90,1.03,0.00,105.53,110.40,16.09,13.30,89.28,115.11,119.22,0.40,2.16,72.94,224.70,0.00,195.14,17.00,0.39,43.45,102.90
7.00,16.01,23.56,15.27,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,13.86,15.79,8.00,0.00,9.50,14.40,74.37,10.99,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.58,29.50,86.00,3.50,28.12,19.44,12.34,124.00,0.00,31.71,0.60,19.44,19.44,19.44,2.40,110.89,12.83,20.41,7.60,10.80,8.05,0.00,2.40,6.39,7.85,18.90,1.02,0.00,108.97,111.23,16.22,13.70,89.28,113.34,127.27,0.40,2.16,73.31,227.27,0.00,191.38,17.00,0.39,42.57,103.58
8.00,14.85,23.72,14.23,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,14.00,15.78,8.00,0.00,9.50,14.50,74.40,10.95,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.67,29.70,85.90,3.50,28.12,19.44,12.34,124.00,0.00,31.16,0.60,19.44,19.44,19.44,2.40,115.22,12.83,20.41,7.60,10.80,8.05,0.00,2.40,6.43,7.87,18.90,1.02,0.00,111.52,113.04,16.53,13.90,89.28,113.21,133.26,0.40,2.16,72.05,227.65,0.00,187.29,17.00,0.39,42.50,103.70
9.00,14.40,23.49,13.85,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,13.27,15.81,8.00,0.00,9.50,14.20,74.48,10.92,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.73,29.70,85.80,3.50,28.12,19.44,12.34,124.00,0.00,31.34,0.60,19.44,19.44,19.44,2.40,116.82,12.83,20.41,7.60,10.80,8.05,0.00,2.40,5.98,7.48,19.00,1.02,1.65,112.51,114.86,16.83,14.00,89.28,112.93,136.04,0.30,2.20,71.99,223.13,0.00,184.10,17.00,0.38,42.43,103.99
10.00,11.53,23.28,11.73,0.00,4.35,7.80,6.60,19.14,3.50,0.40,3.40,0.00,13.21,15.87,8.00,0.00,9.50,13.70,74.56,10.98,10.00,15.55,5.00,19.44,19.44,15.55,19.44,2.80,12.75,29.70,85.90,3.50,28.12,19.44,12.34,124.00,0.00,31.28,0.60,19.44,19.44,19.44,2.40,120.32,12.83,20.41,7.60,10.80,8.05,0.00,2.40,5.99,7.01,19.00,0.86,1.65,114.70,115.69,16.96,14.10,89.28,112.64,142.15,0.20,2.16,70.07,222.82,0.00,181.97,17.00,0.38,42.50,104.19
