"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,0.00,13.38,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,14.47,40.90,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,11.60,31.00,2.60,26.50,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,113.00,11.80,13.66,3.50,10.80,7.49,8.20,2.40,10.34,10.65,18.90,0.00,0.00,0.00,0.00,29.80,29.80,5.90,4.24,0.00,24.90,102.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00
2.00,0.00,13.17,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,12.92,38.10,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,12.00,34.30,2.60,26.60,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,107.00,11.80,13.66,3.50,10.80,7.49,8.20,2.40,9.70,9.90,18.90,0.00,0.00,0.00,0.00,34.80,35.90,5.70,4.11,0.00,29.20,94.50,0.00,2.00,0.00,0.00,11.00,0.00,23.00
3.00,0.00,13.30,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,12.34,39.60,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,11.80,37.10,2.60,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,100.60,11.80,13.66,3.50,10.80,7.49,8.20,2.40,8.26,8.66,18.90,0.00,0.00,0.00,0.00,40.30,41.70,5.60,4.19,0.00,33.40,86.50,0.00,2.00,0.00,0.00,11.00,0.00,23.00
4.00,0.00,13.44,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,12.09,35.70,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,11.80,41.70,2.60,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,95.50,11.80,13.66,3.50,10.80,7.49,8.20,2.40,6.56,7.25,18.90,0.00,0.00,0.00,0.00,45.70,47.10,5.60,4.34,0.00,38.80,82.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00
5.00,0.00,14.79,0.00,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,11.29,36.30,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,12.20,46.90,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,90.80,11.80,13.66,3.50,10.80,7.49,8.20,2.40,5.20,5.82,18.90,0.00,0.00,0.00,0.00,51.10,52.30,6.00,4.31,0.00,44.50,79.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00
6.00,0.00,15.05,0.00,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,10.33,36.70,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,12.50,51.30,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,93.10,11.80,13.66,3.50,10.80,7.49,8.20,2.40,3.95,4.38,18.90,0.00,0.00,0.00,0.00,55.60,57.70,6.40,4.22,0.00,50.40,83.10,0.00,2.00,0.00,0.00,11.00,0.00,23.00
7.00,0.00,15.36,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,9.90,32.90,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,12.70,55.70,2.60,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,97.70,11.80,13.66,3.50,10.80,7.49,8.20,2.40,3.10,3.18,18.90,0.00,0.00,0.00,0.00,60.30,63.80,6.80,4.42,0.00,57.10,88.30,0.00,2.00,0.00,0.00,11.00,0.00,23.00
8.00,0.00,15.42,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,9.64,29.50,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,12.90,59.80,2.60,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,98.90,11.80,13.66,3.50,10.80,7.49,8.20,2.40,2.38,2.06,18.90,0.00,0.00,0.00,0.00,64.50,68.70,7.00,4.71,0.00,62.80,90.80,0.00,2.00,0.00,0.00,11.00,0.00,23.00
9.00,0.00,15.22,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,9.64,28.70,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,12.90,62.70,2.60,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,98.90,11.80,13.66,3.50,10.80,7.49,8.20,2.40,2.06,1.69,18.90,0.00,0.00,0.00,0.00,68.40,73.00,6.80,4.46,0.00,67.90,92.40,0.00,2.00,0.00,0.00,11.00,0.00,23.00
10.00,0.00,15.18,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,9.71,28.80,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,13.10,63.30,2.60,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,98.00,11.80,13.66,3.50,10.80,7.49,8.20,2.40,1.88,1.57,18.90,0.00,0.00,0.00,0.00,75.00,76.30,6.50,4.05,0.00,71.20,92.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00
11.00,0.00,15.17,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,9.87,29.60,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,13.70,63.50,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,96.80,11.80,13.66,3.50,10.80,7.49,8.20,2.40,1.71,1.33,18.90,0.00,0.00,0.00,0.00,75.00,79.10,5.90,3.74,0.00,73.70,93.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
12.00,0.00,15.20,0.00,14.00,1.45,7.30,5.80,6.30,1.70,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,10.05,30.70,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,14.10,64.30,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,95.00,11.80,13.66,3.50,10.80,7.49,8.20,2.40,1.54,1.05,18.90,0.00,0.00,0.00,0.00,80.00,80.70,5.30,3.47,0.00,77.90,91.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00
