"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.48,6.14,3.37,163.91,112.36,132.71,36.25,29.55,171.71,14.58,1.97,6.88,87.69,6.39,9.98,68.46,3.45,15.84,0.00,144.33,20.62,59.18,20.62,59.38,156.09,167.81,156.15,0.00,74.91,76.30,47.57,33.33,54.77,30.67,30.56,30.55,41.83,41.85,65.06,65.04,203.20,19.42,20.25
2.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,86.99,6.14,3.37,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,0.00,30.44,30.42,30.46,30.43,176.27,189.16,176.34,0.00,74.91,76.30,0.00,66.47,54.77,30.67,30.56,30.55,41.98,41.99,61.37,61.36,203.20,19.42,20.25
3.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,85.36,6.14,3.37,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,81.59,3.45,18.87,0.00,0.00,20.62,45.93,46.16,46.00,171.99,184.75,172.05,0.00,74.91,76.30,54.67,49.34,54.77,30.67,30.56,30.55,41.83,41.85,92.98,92.94,203.20,19.42,20.25
4.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.46,6.14,3.37,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,73.41,3.45,16.98,0.00,0.00,20.62,58.40,59.07,20.62,168.76,181.40,168.83,0.00,74.91,76.30,52.18,43.59,54.77,30.67,30.56,30.55,41.69,41.70,75.89,75.86,203.20,19.42,20.25
5.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.95,6.14,3.37,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,73.24,3.45,16.94,0.00,0.00,52.72,64.75,20.62,20.62,169.25,181.90,169.31,0.00,74.91,76.30,52.04,43.27,54.77,30.67,30.56,30.55,41.83,41.85,75.15,75.12,203.20,19.42,20.25
6.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.71,6.14,3.37,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,74.97,3.45,17.34,0.00,0.00,58.81,0.00,20.62,58.66,169.77,182.45,169.84,0.00,74.91,76.30,53.11,45.79,54.77,30.67,30.56,30.55,41.98,41.99,80.31,80.28,203.20,19.42,20.25
7.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.71,6.14,3.37,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,72.29,3.45,16.72,0.00,0.00,0.00,0.00,58.97,58.50,150.57,161.69,150.62,0.00,74.91,76.30,51.78,42.66,54.77,30.67,30.56,30.55,41.83,41.85,63.86,63.85,203.20,19.42,20.25
8.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.71,6.14,3.37,163.91,112.36,132.71,36.25,35.37,158.64,14.58,1.97,6.88,87.69,6.39,9.98,72.29,3.45,16.72,0.00,0.00,0.00,0.00,65.35,52.13,84.36,90.41,84.36,0.00,74.91,76.30,50.70,40.13,54.77,30.67,30.56,30.55,41.83,41.85,55.80,55.79,203.20,19.42,20.25
9.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.71,6.14,3.37,163.91,112.36,132.71,36.25,35.37,131.13,14.58,1.97,6.88,87.69,6.39,9.98,49.14,3.45,11.37,0.00,0.00,0.00,0.00,67.88,0.00,0.00,72.84,66.49,0.00,74.91,76.30,48.31,34.84,54.77,30.67,30.56,30.55,41.83,41.85,0.00,0.00,203.20,19.42,20.25
10.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,72.10,6.14,0.00,163.91,112.36,132.71,36.25,35.37,123.09,14.58,1.97,6.88,87.69,6.39,9.98,36.94,3.45,8.54,0.00,0.00,0.00,0.00,67.88,0.00,0.00,0.00,0.00,0.00,74.91,76.30,43.69,27.77,54.77,30.67,30.56,30.55,41.69,41.70,0.00,0.00,203.20,19.42,20.25
