"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,12.09,20.05,10.22,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,14.69,17.99,13.00,0.00,7.60,15.81,17.94,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.24,0.00,0.00,3.50,27.00,16.00,11.84,122.81,17.86,35.90,0.60,15.00,15.00,15.00,2.40,65.60,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,1.88,5.39,18.00,0.00,0.00,0.08,1.00,57.34,91.10,3.48,5.32,96.59,91.60,76.00,0.00,1.16,78.49,206.70,11.00,180.00,11.00
2.00,12.75,20.25,12.26,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,18.00,18.66,13.00,0.00,7.60,16.19,17.32,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.53,0.00,0.00,3.50,27.00,16.00,11.84,129.20,17.86,37.09,0.60,15.00,15.00,15.00,2.40,67.80,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,1.64,5.05,18.00,0.00,0.00,0.12,1.00,58.24,88.20,3.59,5.53,104.65,94.70,79.00,0.00,1.16,79.66,233.80,11.00,190.00,11.00
3.00,13.51,20.31,14.03,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,19.04,18.94,13.00,0.00,7.60,15.52,18.31,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.65,0.00,0.00,3.50,27.00,16.00,11.84,129.48,17.86,37.67,0.60,15.00,15.00,15.00,2.40,71.50,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,1.97,5.39,18.00,0.00,0.00,0.55,1.00,59.71,86.50,3.88,6.12,109.05,98.40,82.00,0.10,1.16,79.97,235.80,11.00,199.00,11.00
4.00,14.27,20.23,15.56,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,18.90,19.09,13.00,0.00,7.60,14.49,19.83,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.73,0.00,0.00,3.50,27.00,16.00,11.84,129.48,17.86,38.05,0.60,15.00,15.00,15.00,2.40,72.70,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,2.50,5.96,18.00,0.00,0.00,0.75,1.00,61.36,85.10,4.23,6.82,111.04,101.10,86.00,0.20,1.12,80.00,235.80,11.00,203.00,11.00
5.00,14.80,20.17,16.82,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,18.75,19.02,13.00,0.00,7.60,13.46,24.83,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.68,0.00,0.00,3.50,27.00,16.00,11.84,129.48,17.86,38.26,0.60,15.00,15.00,15.00,2.40,73.00,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,2.92,6.38,18.00,0.00,0.00,0.93,1.00,63.50,83.50,4.49,7.35,111.15,103.40,90.00,0.20,1.12,80.00,234.50,11.00,204.00,11.00
6.00,15.40,19.71,17.85,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,19.11,18.92,13.00,0.00,7.60,12.43,30.99,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.65,0.00,0.00,3.50,27.00,16.00,11.84,129.41,17.86,38.39,0.60,15.00,15.00,15.00,2.40,78.50,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,3.31,6.75,18.00,0.00,0.00,1.04,1.00,65.80,81.70,4.71,7.83,111.06,105.50,92.00,0.30,1.12,80.00,239.40,11.00,204.00,11.00
7.00,16.01,18.71,18.69,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,19.51,18.84,13.00,0.00,7.60,12.85,38.90,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.65,0.00,0.00,3.50,27.00,16.00,11.84,129.18,17.86,38.51,0.60,15.00,15.00,15.00,2.40,81.50,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,3.52,7.20,18.00,0.00,0.00,1.13,1.00,67.05,80.10,4.87,8.33,111.15,107.40,96.00,0.30,1.16,80.00,244.70,11.00,204.00,11.00
8.00,16.31,18.00,19.11,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,19.65,18.80,13.00,0.00,7.60,13.76,47.39,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.73,0.00,0.00,3.50,27.00,16.00,11.84,128.26,17.86,38.65,0.60,15.00,15.00,15.00,2.40,87.40,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,3.66,7.68,18.00,0.00,0.00,1.15,1.00,67.96,76.50,5.01,8.84,111.20,110.80,100.00,0.30,1.12,80.00,247.20,11.00,204.00,11.00
9.00,16.24,18.75,19.14,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,19.47,18.88,13.00,0.00,7.60,19.19,61.59,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.81,0.00,0.00,3.50,27.00,16.00,11.84,124.18,17.86,38.56,0.60,15.00,15.00,15.00,2.40,103.00,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,3.80,8.34,18.00,0.00,0.00,1.14,1.00,69.60,78.40,5.17,9.11,111.06,109.90,113.40,0.40,1.12,80.00,248.40,11.00,204.00,11.00
10.00,16.17,18.33,19.05,15.00,2.90,7.40,5.00,14.00,1.88,0.00,3.50,19.12,18.74,18.89,13.00,0.00,7.60,16.78,66.03,8.00,5.00,9.00,4.60,18.93,18.93,17.00,20.00,2.80,15.86,0.00,0.00,3.50,27.00,16.00,11.84,127.57,17.86,38.57,0.60,15.00,15.00,15.00,2.40,110.30,10.19,19.00,19.42,2.50,10.70,7.90,13.00,2.40,3.94,9.07,18.00,0.00,0.00,1.16,1.00,71.49,80.90,5.35,9.29,111.52,108.90,122.20,0.40,1.08,80.00,248.50,11.00,204.00,11.00
