"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,16.00,13.44,15.32,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.16,18.25,12.00,0.00,5.60,15.63,74.93,2.90,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.16,20.89,67.42,2.25,25.00,8.00,17.00,144.48,17.07,37.80,0.60,19.51,19.51,19.51,1.20,102.22,7.50,17.56,3.00,9.00,0.00,4.00,2.40,15.17,16.15,18.90,0.00,0.00,0.92,1.00,91.54,90.32,11.99,5.93,110.75,80.09,119.04,0.20,2.00,79.68,243.44,11.00,199.00,0.00,0.35,49.34
2.00,14.28,13.72,14.33,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.65,18.26,12.00,0.00,5.60,16.74,75.21,3.20,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.07,21.11,69.32,2.25,25.00,8.00,17.00,144.47,17.07,35.68,0.60,19.51,19.51,19.51,1.20,108.27,7.50,17.56,3.00,9.00,0.00,4.00,2.40,14.81,15.98,18.90,0.00,0.00,0.77,1.00,92.46,91.31,11.99,5.93,110.56,81.28,122.28,0.20,2.00,79.57,240.95,11.00,194.00,0.00,0.34,49.36
3.00,12.58,13.45,13.13,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.40,18.06,12.00,0.00,5.60,17.72,75.21,3.10,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.89,21.53,71.39,2.25,25.20,8.00,17.00,144.27,17.07,33.49,0.60,19.51,19.51,19.51,1.20,114.87,7.50,17.56,3.00,9.00,0.00,4.00,2.40,14.42,15.76,18.90,0.00,0.00,0.75,1.00,92.04,91.23,15.01,8.63,108.98,82.58,125.32,0.10,2.00,79.44,237.10,11.00,185.00,0.00,0.33,46.02
4.00,11.34,12.72,11.59,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,16.00,17.59,12.00,0.00,5.60,18.28,74.39,0.60,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.58,21.92,73.30,2.25,25.60,8.00,17.00,142.15,17.07,30.35,0.60,19.51,19.51,19.51,1.20,120.92,7.50,17.56,3.00,9.00,0.00,4.00,2.40,13.87,15.40,18.90,0.00,0.00,0.70,1.00,94.50,93.40,15.01,8.63,106.39,83.78,126.86,0.10,2.00,79.12,231.11,11.00,176.00,0.00,0.32,42.68
5.00,10.19,12.61,9.85,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,12.74,16.92,12.00,0.00,5.60,18.60,73.54,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.03,22.30,74.69,2.25,25.60,8.00,17.00,137.28,17.07,24.59,0.60,19.51,19.51,19.51,1.20,125.35,7.50,17.56,3.00,9.00,0.00,4.00,2.40,13.02,14.80,18.90,0.00,0.00,0.59,1.00,97.89,96.28,15.02,8.63,102.42,84.68,127.89,0.10,2.00,78.51,221.93,11.00,143.00,0.00,0.29,42.19
6.00,8.33,12.60,5.78,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,7.73,15.67,12.00,0.00,5.60,18.17,72.64,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,13.14,22.69,74.58,2.25,25.80,8.00,17.00,129.15,17.07,20.34,0.60,19.51,19.51,19.51,1.20,125.47,7.50,17.56,3.00,9.00,0.00,4.00,2.40,11.26,13.47,18.90,0.00,0.00,0.43,1.00,97.27,96.58,15.02,8.63,95.51,84.92,128.78,0.10,2.00,76.99,207.53,11.00,109.00,0.00,0.25,41.71
7.00,4.96,12.70,0.72,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,2.95,13.49,12.00,0.00,5.60,17.96,71.91,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,11.67,23.08,74.33,2.25,26.00,8.00,17.00,108.04,17.07,14.90,0.60,19.51,19.51,19.51,1.20,125.74,7.50,17.56,3.00,9.00,0.00,4.00,2.40,9.98,12.52,18.90,0.00,0.00,0.37,1.00,95.25,95.94,15.03,8.63,83.72,85.45,129.62,0.10,2.00,71.68,181.09,11.00,55.00,0.00,0.20,35.18
8.00,2.04,12.56,0.01,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.57,10.41,12.00,0.00,5.60,18.42,71.71,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,8.79,22.90,74.07,2.25,26.00,8.00,17.00,69.03,17.07,8.58,0.60,19.51,19.51,19.51,1.20,126.02,7.50,17.56,3.00,9.00,0.00,4.00,2.40,10.15,12.74,18.90,0.00,0.00,0.26,1.00,89.52,92.59,15.03,8.63,61.90,85.98,129.08,0.00,2.00,52.71,143.22,11.00,2.00,0.00,0.14,28.66
9.00,0.66,12.50,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,5.73,12.00,0.00,5.60,18.70,70.59,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,4.22,22.53,73.96,2.25,26.20,8.00,17.00,34.87,17.07,3.09,0.60,19.51,19.51,19.51,1.20,126.14,7.50,17.56,3.00,9.00,0.00,4.00,2.40,9.93,12.53,18.90,0.00,0.00,0.09,1.00,82.56,88.34,13.62,7.23,32.21,86.22,128.09,0.00,2.00,21.77,85.06,11.00,1.00,0.00,0.09,19.74
10.00,0.10,12.63,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,2.21,12.00,0.00,5.60,18.46,66.70,0.00,4.00,15.41,4.00,16.78,9.50,10.00,13.66,1.40,0.91,21.76,71.47,2.25,26.20,8.00,17.00,10.75,17.07,0.56,0.60,19.51,19.51,19.51,1.20,124.26,7.50,17.56,3.00,9.00,0.00,4.00,2.40,8.55,11.07,18.90,0.00,0.00,0.04,1.00,80.95,87.69,13.62,7.23,9.66,86.05,123.72,0.00,2.00,6.97,21.13,11.00,0.00,0.00,0.04,10.83
