"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,16.47,19.42,16.48,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,13.46,15.38,3.10,3.20,6.40,5.10,30.50,3.50,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.63,14.70,41.40,2.00,28.12,3.50,11.44,126.00,14.49,30.60,0.60,2.90,3.40,3.50,1.15,33.44,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.00,13.70,9.50,1.21,0.41,64.20,76.33,6.80,3.98,90.72,57.40,36.80,0.10,1.25,68.53,222.65,10.63,177.00,12.14,0.38,38.87,87.41,9.86
2.00,16.11,18.99,16.35,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,13.46,15.64,3.10,3.20,6.40,5.80,33.80,3.50,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.82,14.50,43.90,2.00,28.12,3.50,11.47,126.00,14.49,30.29,0.60,2.90,3.40,3.50,1.15,36.69,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.50,14.00,9.50,1.23,0.41,64.70,76.90,7.00,4.07,90.72,56.70,53.79,0.10,1.24,69.34,222.78,10.63,175.08,12.14,0.39,38.47,85.61,9.94
3.00,15.99,18.96,16.19,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,12.59,15.67,3.10,5.30,6.40,7.60,39.50,3.70,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.82,14.50,45.90,2.00,28.12,3.50,11.49,126.00,14.49,30.30,0.60,2.90,3.40,3.50,1.15,39.64,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.90,14.40,9.50,1.22,0.41,68.30,77.48,7.40,4.16,90.72,58.10,68.44,0.10,1.23,68.90,223.96,10.63,173.17,12.14,0.39,38.48,83.51,10.02
4.00,14.71,18.79,15.33,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,12.59,15.72,3.10,6.40,6.40,9.30,45.30,3.70,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.87,14.40,48.00,2.00,28.12,3.50,11.48,127.00,14.49,30.42,0.60,2.90,3.40,3.50,1.15,37.49,5.50,4.00,1.80,10.43,7.60,3.80,2.30,16.40,14.70,9.50,1.22,0.41,71.80,78.05,7.70,4.25,91.44,59.60,74.09,0.10,1.21,67.36,224.76,10.63,171.60,12.14,0.40,38.63,81.50,10.07
5.00,14.27,18.35,14.66,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,10.59,15.79,3.10,6.40,6.40,8.60,48.60,3.90,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.91,14.80,48.50,2.00,28.12,3.50,11.48,127.00,14.49,30.57,0.60,2.90,3.40,3.50,1.15,43.65,5.50,4.00,1.80,10.43,7.60,3.80,2.30,16.40,14.70,9.50,1.22,0.41,75.00,69.36,8.20,3.35,91.44,60.40,80.74,0.00,1.21,64.63,225.71,10.63,168.23,12.14,0.41,38.83,77.57,10.11
6.00,12.12,17.73,13.11,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,10.59,15.88,3.10,6.40,6.40,7.90,51.90,4.00,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.99,15.30,49.10,2.00,28.12,3.50,11.61,127.00,14.49,30.72,0.60,2.90,3.40,3.50,1.15,49.70,5.50,4.00,1.80,10.43,7.60,3.80,2.30,16.30,14.70,9.50,1.03,0.41,78.20,69.94,8.70,3.44,91.44,61.20,89.39,0.00,1.23,60.61,226.15,10.63,164.54,12.14,0.41,39.01,73.46,10.19
7.00,11.36,17.34,11.96,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,7.60,15.87,3.10,6.40,6.40,7.10,54.50,3.20,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,13.01,15.60,49.60,2.00,28.12,3.50,11.46,128.00,14.49,30.75,0.60,2.90,3.40,3.50,1.15,56.95,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.90,14.50,9.50,1.00,0.41,80.80,70.51,9.10,3.53,92.16,62.50,98.05,0.00,1.26,55.20,224.82,10.63,161.77,12.14,0.41,39.05,70.68,10.22
8.00,8.49,17.69,9.76,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,7.60,15.74,3.10,6.40,6.40,6.20,57.00,0.00,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.89,16.00,50.10,2.00,28.12,3.50,11.46,129.00,14.49,30.57,0.60,2.90,3.40,3.50,1.15,64.10,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.50,14.30,9.50,0.93,0.41,83.40,71.09,9.50,3.62,92.88,63.80,97.90,0.00,1.32,48.36,222.66,10.63,155.77,12.14,0.41,38.83,65.43,10.29
9.00,7.44,17.58,8.20,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,3.94,15.29,3.10,6.40,6.40,6.00,58.40,0.00,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.43,16.40,50.20,2.00,28.12,3.50,11.43,125.00,14.49,30.64,0.60,2.90,3.40,3.50,1.15,68.35,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.80,14.50,9.50,0.78,0.41,86.20,71.66,10.00,3.71,90.00,64.90,102.35,0.00,1.42,40.16,216.00,10.63,146.26,12.14,0.38,38.91,58.41,10.50
10.00,4.18,17.32,5.54,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,3.94,14.22,3.10,6.40,6.40,5.80,59.80,0.00,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,11.49,16.80,50.20,2.00,28.12,3.50,11.29,111.00,14.49,29.18,0.60,2.90,3.40,3.50,1.15,72.50,5.50,4.00,1.80,10.43,7.60,3.80,2.30,16.00,14.70,9.50,0.57,0.41,89.10,72.24,10.50,3.80,79.92,65.90,107.00,0.00,1.52,29.49,184.73,10.63,125.37,12.14,0.32,37.05,50.55,9.89
