"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.81,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,12.00,14.00,8.00,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,13.00,27.58,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,8.00,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,0.18,0.68,18.00,0.00,0.00,25.79,22.48,2.08,1.64,0.00,64.36,2.00,0.00,2.00,0.00
2.00,0.00,23.97,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,3.08,9.58,8.00,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,11.03,23.08,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,15.22,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,1.34,2.40,18.00,0.00,0.00,20.87,38.76,0.56,0.40,0.00,49.80,14.63,0.00,2.00,0.00
3.00,0.00,23.75,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,3.55,8.71,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,10.29,20.16,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,11.11,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,1.01,1.88,18.00,0.00,0.00,18.18,34.91,0.39,0.27,0.00,45.64,14.70,0.00,2.00,0.00
4.00,0.00,23.96,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,3.61,9.56,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,9.96,18.82,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,9.70,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,1.06,2.06,18.00,0.00,0.00,16.18,31.75,0.32,0.21,0.00,42.27,14.36,0.00,2.00,0.00
5.00,0.00,23.90,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,3.48,10.27,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,9.62,17.50,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,8.17,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,1.18,2.32,18.00,0.00,0.00,14.24,28.74,0.25,0.16,0.00,39.35,13.98,0.00,2.00,0.00
6.00,0.00,24.00,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,2.80,10.55,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,9.26,16.27,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,6.27,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,1.49,2.79,18.00,0.00,0.00,12.53,26.17,0.22,0.16,0.00,37.83,13.47,0.00,2.00,0.00
7.00,0.00,23.76,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,2.48,11.03,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,9.09,15.47,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,4.39,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,1.77,3.31,18.00,0.00,0.00,10.82,23.56,0.19,0.15,0.00,36.37,12.62,0.00,2.00,0.00
8.00,0.00,23.76,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,3.20,12.12,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,9.49,15.99,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,2.58,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,1.93,3.99,18.00,0.00,0.00,9.16,20.80,0.14,0.11,0.00,35.07,10.75,0.00,2.00,0.00
9.00,0.00,23.77,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,3.90,12.93,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,9.84,16.32,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,1.23,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,2.15,4.76,18.00,0.00,0.00,7.56,18.17,0.11,0.08,0.00,34.23,8.99,0.00,2.00,0.00
10.00,0.00,23.94,0.00,14.00,4.20,7.60,12.29,19.22,1.82,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,4.58,12.95,7.60,8.90,15.61,4.60,19.32,19.32,19.51,19.51,2.60,0.00,10.07,16.05,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,20.00,20.00,20.00,2.40,1.25,12.88,20.49,19.51,8.40,0.00,6.85,10.00,2.40,2.54,5.84,18.00,0.00,0.00,6.16,15.93,0.10,0.06,0.00,34.81,7.54,0.00,2.00,0.00
