"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,13.31,18.85,12.59,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,17.70,16.84,0.00,5.10,7.80,22.46,48.52,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.95,5.24,11.66,1.96,27.01,3.30,11.40,136.50,15.46,32.22,0.60,5.00,5.60,5.80,1.15,22.76,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.19,14.95,9.50,1.00,1.11,23.21,8.45,6.21,6.16,96.20,20.20,41.64,0.10,1.07,75.30,245.40,11.00,192.60,12.14,0.42,40.92,98.68,20.62
2.00,10.77,18.77,10.59,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,17.40,16.70,0.00,5.10,7.80,22.39,48.62,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.81,5.11,11.10,1.96,27.04,3.30,11.40,135.00,15.46,32.10,0.60,5.00,5.60,5.80,1.15,38.08,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.25,15.08,9.50,0.93,1.10,25.32,8.51,6.78,6.74,94.80,22.30,55.12,0.10,1.12,74.30,242.50,11.00,190.30,12.14,0.42,40.76,96.35,20.20
3.00,9.70,18.66,8.99,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,16.50,16.44,0.00,5.10,7.80,19.33,48.42,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.52,4.87,10.33,1.96,27.02,3.30,11.40,130.90,15.46,31.87,0.60,5.00,5.60,5.80,1.15,52.40,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.08,15.01,9.50,0.78,1.09,27.24,8.26,6.06,6.02,92.00,25.50,68.60,0.00,1.18,71.60,235.10,11.00,184.40,12.14,0.39,40.48,90.37,19.13
4.00,6.49,18.57,6.36,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,14.10,15.85,0.00,5.10,7.80,19.26,48.21,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,11.92,4.64,9.67,1.96,27.16,3.30,11.40,111.30,15.46,30.79,0.60,5.00,5.60,5.80,1.15,67.72,4.70,9.00,2.00,10.43,8.25,3.60,2.30,16.90,14.94,9.50,0.57,1.08,29.05,8.00,6.63,6.61,82.80,29.60,82.08,0.00,1.23,60.30,208.00,11.00,158.80,12.14,0.33,39.11,82.51,12.72
5.00,5.23,18.53,4.62,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,8.40,14.55,0.00,5.10,7.80,17.20,47.31,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,10.88,4.20,8.50,1.96,27.37,3.30,11.40,70.60,15.46,22.93,0.60,5.00,5.60,5.80,1.15,78.04,4.70,9.00,2.00,10.43,8.25,3.60,2.30,16.37,14.66,9.50,0.49,1.07,28.46,11.00,7.21,7.19,57.60,28.40,91.56,0.00,1.29,38.70,143.30,11.00,105.40,12.14,0.25,29.13,61.03,15.65
6.00,1.85,18.72,1.79,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,2.40,10.74,3.10,5.10,7.80,17.13,46.41,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,7.18,3.77,7.43,1.96,27.47,3.30,11.40,28.50,15.46,13.93,0.60,5.00,5.60,5.80,1.15,83.36,4.70,9.00,2.00,10.43,8.25,3.60,2.30,15.85,14.39,9.50,0.34,1.07,27.87,18.00,7.78,7.77,24.60,27.20,95.04,0.00,1.35,16.60,62.60,11.00,45.80,12.14,0.16,17.69,28.17,8.91
7.00,1.03,18.55,0.69,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.20,3.65,3.10,10.82,7.80,15.06,44.00,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,1.75,3.43,6.57,1.96,27.58,3.30,11.40,5.20,15.46,4.83,0.60,5.00,5.60,5.80,1.15,84.68,4.70,9.00,2.00,10.43,8.25,3.60,2.30,15.36,14.30,9.50,0.12,1.06,27.29,20.00,7.21,7.21,4.80,26.10,91.52,0.00,1.42,3.40,12.30,11.00,8.90,12.14,0.07,6.13,6.72,1.47
8.00,0.00,18.51,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.18,3.10,10.72,7.80,15.00,41.50,5.90,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.08,3.00,5.70,1.96,27.78,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,83.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,14.87,14.22,9.50,0.06,0.96,26.70,24.00,7.79,7.79,0.00,25.00,82.00,0.00,1.48,0.00,0.00,11.00,0.00,12.14,0.03,0.00,0.05,0.00
9.00,0.00,18.17,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,9.86,7.80,15.00,38.30,8.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,2.90,5.80,1.96,27.89,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,77.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,14.53,14.00,9.50,0.00,0.96,25.10,29.00,7.79,7.79,0.00,24.50,70.00,0.00,1.52,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,18.34,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,10.00,7.80,15.00,35.10,8.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,2.90,5.90,1.96,28.02,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,68.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,14.20,13.79,9.50,0.00,0.95,23.60,30.90,7.79,7.79,0.00,24.10,57.00,0.00,1.57,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
