"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,50.00,7.04,3.78,161.28,31.08,90.01,16.52,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,166.84,0.00,24.87,30.17,39.41,30.18,0.00,196.19,183.34,1.46,0.00,48.63,46.76,46.61,30.16,0.00,12.16,0.00,20.73,20.73,35.15,61.61,24.21,20.34,2.98,21.65,0.00,5.06
2.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,50.00,7.04,3.78,161.28,34.50,90.01,17.77,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,168.29,0.00,21.99,42.66,21.99,42.74,0.00,196.19,183.34,1.91,0.00,50.92,54.68,41.64,30.16,0.00,19.02,0.00,0.00,36.31,0.00,75.77,25.41,20.34,2.98,21.65,0.00,5.06
3.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,50.00,7.04,3.78,161.28,35.56,90.01,16.01,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,168.00,26.94,49.63,0.00,49.78,0.00,196.19,183.34,2.04,0.00,47.72,48.81,38.82,30.16,0.00,21.08,0.00,0.00,28.24,57.28,26.94,28.17,20.34,2.98,21.65,0.00,5.06
4.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,50.00,7.04,3.78,161.28,38.06,90.01,25.58,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,197.17,36.74,39.81,23.71,39.86,0.00,196.19,183.34,2.65,0.00,68.07,49.95,42.49,30.16,0.00,30.41,0.00,48.30,0.00,97.98,27.90,42.43,20.34,2.98,21.65,0.00,5.06
5.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,50.00,7.04,3.78,161.28,50.01,90.01,37.39,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,199.73,22.56,65.78,22.56,66.01,0.00,196.19,183.34,2.95,67.36,31.09,50.37,42.08,30.16,0.00,17.47,17.47,49.41,0.00,109.73,53.00,63.43,20.34,2.98,21.65,0.00,5.06
6.00,78.57,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,81.10,7.04,3.78,161.28,64.56,90.01,46.81,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,202.11,26.94,66.77,20.73,67.00,0.00,196.19,183.34,2.75,74.55,62.80,61.65,46.48,30.16,0.00,15.95,15.95,20.73,86.85,109.73,90.06,107.73,20.34,2.98,21.65,0.00,5.06
7.00,78.57,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,74.50,90.01,46.81,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,217.59,23.19,66.77,23.19,67.00,0.00,196.19,183.34,3.40,74.55,62.80,61.65,46.48,30.16,0.00,20.98,20.98,86.70,86.85,109.73,28.99,142.70,20.34,2.98,21.65,0.00,5.06
8.00,78.57,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,83.31,90.01,46.81,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,225.61,31.15,66.77,31.15,67.00,0.00,196.19,183.34,2.72,74.55,62.80,64.40,48.54,30.16,0.00,15.74,15.73,35.51,35.51,109.73,109.69,161.12,20.34,2.98,21.65,0.00,5.06
9.00,78.57,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,82.16,90.01,46.81,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,163.52,163.50,20.73,66.77,67.55,67.00,0.00,196.19,183.34,3.16,74.55,62.80,61.65,46.48,30.16,0.00,19.10,19.10,35.87,35.87,109.73,82.42,153.30,20.34,2.98,21.65,0.00,5.06
10.00,75.61,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.11,7.04,3.78,161.28,76.61,90.01,35.63,83.00,14.91,6.88,87.26,26.00,6.39,9.00,75.57,3.03,19.48,0.00,227.09,55.01,54.68,20.73,54.86,0.00,196.19,183.34,2.65,69.41,57.48,56.64,43.99,30.16,0.00,0.00,30.40,86.70,28.75,109.73,42.31,137.83,20.34,2.98,21.65,0.00,5.06
11.00,75.81,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,74.66,90.01,35.18,83.00,14.91,6.88,87.26,26.00,6.39,9.00,74.68,3.03,19.27,0.00,227.09,40.43,58.01,25.54,58.22,0.00,196.19,183.34,3.28,70.97,55.96,55.25,44.13,30.16,0.00,20.06,20.06,35.62,78.83,105.85,57.75,138.39,20.34,2.98,21.65,0.00,5.06
12.00,78.49,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,73.85,90.01,40.86,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,227.09,43.50,66.77,0.00,67.00,0.00,196.19,183.34,4.01,74.55,62.80,62.58,47.11,30.16,0.00,25.67,25.67,86.70,28.30,109.73,42.21,140.50,20.34,2.98,21.65,0.00,5.06
13.00,76.24,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,71.90,90.01,38.80,83.00,14.91,6.88,87.26,26.00,6.39,9.00,74.88,3.03,19.32,0.00,227.09,44.12,53.55,28.04,53.73,0.00,196.19,183.34,2.65,70.37,59.33,57.26,44.97,30.16,0.00,30.41,0.00,80.01,34.09,96.25,54.63,135.88,20.34,2.98,21.65,0.00,5.06
14.00,76.94,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,71.77,90.01,42.68,83.00,14.91,6.88,87.26,26.00,6.39,9.00,76.44,3.03,19.68,0.00,227.09,25.16,58.72,40.19,58.93,0.00,196.19,183.34,2.65,71.24,63.31,53.75,50.26,30.16,0.00,0.00,30.40,57.85,57.85,105.58,53.46,138.28,20.34,2.98,21.65,0.00,5.06
15.00,77.54,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,70.77,90.01,41.44,83.00,14.91,6.88,87.26,26.00,6.39,9.00,74.85,3.03,19.31,0.00,227.09,59.82,50.73,23.98,50.88,0.00,196.19,183.34,2.48,71.17,61.70,59.50,46.02,30.16,0.00,0.00,27.70,27.32,81.39,95.09,43.59,138.60,20.34,2.98,21.65,0.00,5.06
16.00,77.26,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,141.62,7.04,3.78,161.28,67.14,90.01,39.98,83.00,14.91,6.88,87.26,26.00,6.39,9.00,72.33,3.03,18.73,0.00,227.09,31.52,59.30,31.52,59.51,0.00,196.19,183.34,0.00,70.16,61.06,54.26,50.56,30.16,0.00,0.00,0.00,61.10,35.25,86.06,48.11,133.90,20.34,2.98,21.65,0.00,5.06
17.00,72.66,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,135.06,7.04,3.78,161.28,62.61,90.01,16.62,83.00,14.91,6.88,87.26,26.00,6.39,0.00,53.19,3.03,14.32,145.08,145.08,60.87,0.00,0.00,67.00,0.00,196.19,183.34,0.00,69.58,35.19,50.49,42.67,30.16,0.00,0.00,0.00,24.36,24.36,57.99,31.28,125.25,20.34,2.98,21.65,0.00,5.06
18.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,118.16,7.04,3.78,161.28,59.18,90.01,4.15,83.00,14.91,6.88,87.26,26.00,6.39,0.00,28.49,3.03,8.64,145.08,145.08,40.67,0.00,0.00,0.00,0.00,196.19,183.34,0.00,67.36,31.09,50.37,42.07,30.16,0.00,0.00,0.00,0.00,20.73,68.54,20.73,118.67,20.34,2.98,21.65,0.00,5.06
19.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,100.47,18.18,1.45,20.48,86.39,7.04,3.78,161.28,54.59,90.01,4.15,83.00,14.91,6.88,87.26,26.00,6.39,0.00,7.62,3.03,3.83,223.08,0.00,20.73,0.00,0.00,0.00,0.00,196.19,183.34,0.00,67.36,0.00,50.12,39.99,30.16,0.00,0.00,0.00,0.00,20.73,61.49,27.78,106.99,20.34,2.98,21.65,0.00,5.06
20.00,72.37,29.81,66.81,655.76,212.30,5.84,3.22,98.45,18.18,1.45,20.48,50.00,7.04,3.78,161.28,37.24,87.54,4.15,83.00,14.91,6.88,87.26,26.00,6.39,0.00,0.00,3.03,0.00,0.00,145.08,20.73,0.00,0.00,0.00,0.00,196.19,183.34,0.00,67.36,0.00,50.02,39.95,30.16,0.00,0.00,0.00,0.00,20.73,38.01,26.47,38.83,20.34,2.98,21.65,0.00,5.06
