"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,8.30,23.39,8.71,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,8.77,13.95,9.00,7.60,24.97,59.72,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,11.73,9.59,29.73,3.45,26.07,14.00,18.46,121.00,0.00,29.58,0.60,10.69,10.69,11.66,0.00,17.54,10.69,13.61,5.00,10.70,0.00,14.58,1.10,14.79,14.73,18.96,0.53,1.44,0.96,14.87,0.04,0.60,87.12,26.24,18.56,0.10,1.96,58.54,204.73,11.00,173.84,17.50,0.20,37.67,89.73
2.00,10.99,23.30,10.93,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,9.59,14.59,9.00,7.60,24.65,64.02,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.19,11.13,33.19,3.45,25.95,14.00,18.46,124.00,0.00,29.70,0.60,10.69,10.69,11.66,0.00,25.73,10.69,13.61,5.00,10.70,0.00,14.58,1.10,14.99,14.55,18.96,0.73,1.44,4.60,13.45,0.27,1.02,89.28,31.93,26.25,0.20,1.96,61.50,208.33,11.00,173.87,17.50,0.25,38.50,88.57
3.00,11.77,23.28,12.00,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,11.20,14.58,9.00,7.60,24.15,66.83,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.15,12.33,38.85,3.45,25.75,14.00,18.46,125.00,0.00,29.89,0.60,10.69,10.69,11.66,0.00,33.92,10.69,13.61,5.00,10.70,0.00,14.58,1.10,14.49,14.07,18.96,0.90,1.44,13.20,25.89,1.44,1.69,90.00,37.10,33.94,0.20,1.96,63.47,209.38,11.00,172.91,17.50,0.30,39.33,87.55
4.00,13.71,23.29,13.52,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,12.67,14.56,9.00,7.60,23.58,69.43,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.11,13.24,42.43,3.45,25.43,14.00,18.46,124.00,0.00,29.67,0.60,10.69,10.69,11.66,0.00,42.11,10.69,13.61,5.00,10.70,0.00,14.58,1.10,14.19,13.69,18.96,1.01,0.00,14.75,28.93,1.51,2.26,89.28,44.08,40.63,0.30,1.92,65.02,210.43,11.00,171.00,17.50,0.33,39.38,86.29
5.00,14.19,23.76,14.06,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,13.52,14.58,9.00,7.60,23.71,71.84,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.12,14.44,46.74,3.45,25.18,14.00,18.46,123.00,0.00,29.54,0.60,10.69,10.69,11.66,0.00,49.30,10.69,13.61,5.00,10.70,0.00,14.58,1.10,14.09,13.11,18.95,1.10,1.18,32.32,43.05,3.49,3.25,88.56,49.81,49.33,0.30,1.92,66.40,211.19,11.00,170.25,17.50,0.37,39.43,86.06
6.00,15.24,23.73,14.97,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,13.88,14.61,9.00,7.60,23.63,73.54,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.13,15.58,50.42,3.45,25.08,14.00,18.46,123.00,0.00,29.87,0.60,10.69,10.69,11.66,0.00,57.50,10.69,13.61,5.00,10.70,0.00,14.58,1.10,13.99,12.33,18.95,1.12,1.44,34.34,47.42,3.87,3.48,88.56,52.95,60.02,0.30,1.92,67.86,211.99,11.00,169.97,17.50,0.40,40.58,85.99
7.00,15.39,23.68,15.21,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,14.02,14.58,9.00,7.60,25.13,76.45,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.15,16.48,53.92,3.45,24.77,14.00,18.46,123.00,0.00,30.12,0.60,10.69,10.69,11.66,0.00,64.69,10.69,13.61,5.00,10.70,0.00,14.58,1.10,13.89,12.15,18.95,1.11,1.44,51.20,61.69,6.47,5.07,88.56,55.38,70.71,0.40,1.88,68.18,211.59,11.00,168.98,17.50,0.42,41.72,85.21
8.00,15.52,23.66,15.37,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,14.03,14.64,9.00,7.60,25.71,78.55,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.17,16.93,56.83,3.45,24.62,14.00,18.46,123.00,0.00,29.80,0.60,10.69,10.69,11.66,0.00,71.88,10.69,13.61,5.00,10.70,0.00,14.58,1.10,13.79,12.18,18.95,1.13,1.44,53.41,64.63,6.83,5.88,88.56,59.24,79.40,0.40,1.88,68.85,213.37,11.00,168.18,17.50,0.42,40.76,84.44
9.00,15.36,23.67,15.11,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,13.76,14.67,9.00,7.60,28.55,79.45,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.22,18.68,60.30,3.45,24.35,14.00,18.46,124.00,0.00,29.54,0.60,10.69,10.69,11.66,0.00,80.08,10.69,13.61,5.00,10.70,0.00,14.58,1.10,13.89,12.39,18.95,1.12,1.44,58.23,67.74,7.68,6.82,89.28,63.38,89.09,0.40,1.88,68.63,214.53,11.00,168.11,17.50,0.42,39.80,84.12
10.00,14.54,23.72,14.41,18.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,13.72,14.77,9.00,7.60,28.58,80.06,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,12.35,19.57,62.90,3.45,24.40,14.00,18.46,125.00,0.00,29.67,0.60,10.69,10.69,11.66,0.00,89.27,10.69,13.61,5.00,10.70,0.00,14.58,1.10,13.99,12.62,18.95,1.12,1.44,60.69,69.81,7.63,6.72,90.00,67.74,98.78,0.40,1.88,68.50,216.77,11.00,168.55,17.50,0.40,39.85,84.12
