"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,13.74,23.12,6.61,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,15.36,15.06,17.01,0.00,8.20,10.64,37.80,7.50,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,11.87,16.71,58.60,3.51,24.00,18.89,17.94,49.90,17.38,6.53,0.60,18.89,18.89,18.89,2.40,39.70,12.47,18.89,8.00,10.70,7.85,17.00,1.20,10.12,3.90,19.00,0.63,2.00,47.70,57.80,8.10,5.20,32.00,32.00,37.30,0.20,2.00,20.00,70.00,11.00,60.00,22.00,0.23,11.07
2.00,11.46,23.20,4.99,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,12.70,13.87,17.01,0.00,8.20,10.43,37.00,7.50,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,10.18,16.47,58.70,3.51,24.00,18.89,17.94,41.80,17.38,4.52,0.60,18.89,18.89,18.89,2.40,21.70,12.47,18.89,8.00,10.70,7.85,17.00,1.20,9.57,3.90,19.00,0.59,2.00,51.30,60.80,7.80,5.30,30.60,32.00,32.90,0.10,2.00,18.00,60.00,11.00,52.00,22.00,0.19,8.97
3.00,8.20,23.28,3.42,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,9.40,11.93,17.01,0.00,8.20,10.25,36.30,7.50,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,7.84,16.37,59.00,3.51,24.00,18.89,17.94,30.30,17.38,3.19,0.60,18.89,18.89,18.89,2.40,41.10,12.47,18.89,8.00,10.70,7.85,17.00,1.20,8.79,3.90,19.00,0.50,2.00,55.80,66.20,7.50,5.40,20.60,32.00,52.60,0.10,2.00,17.00,55.00,11.00,45.00,22.00,0.15,6.86
4.00,4.77,23.11,2.04,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,6.28,9.44,17.01,0.00,8.20,10.15,34.60,7.50,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,5.44,16.66,59.20,3.51,24.10,18.89,17.94,15.60,17.38,2.21,0.60,18.89,18.89,18.89,2.40,54.50,12.47,18.89,8.00,10.70,7.85,17.00,1.20,7.34,3.90,19.00,0.36,2.00,59.10,70.40,7.50,5.50,12.40,34.00,66.00,0.10,2.00,12.00,45.00,11.00,35.00,22.00,0.12,5.95
5.00,1.93,23.20,1.11,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,3.69,7.20,17.01,0.00,8.20,9.71,32.70,7.50,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,3.61,17.00,59.20,3.51,24.10,18.89,17.94,6.70,17.38,1.48,0.60,18.89,18.89,18.89,2.40,65.10,12.47,18.89,8.00,10.70,7.85,17.00,1.20,6.00,3.90,19.00,0.31,2.00,58.60,70.70,7.60,5.60,5.90,41.00,75.10,0.10,2.00,10.00,30.00,11.00,30.00,22.00,0.09,5.04
6.00,0.47,23.25,0.66,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,0.83,4.56,17.01,0.00,8.20,8.24,30.80,7.50,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,2.04,17.44,59.00,3.51,24.20,18.89,17.94,2.30,17.38,0.79,0.60,18.89,18.89,18.89,2.40,70.40,12.47,18.89,8.00,10.70,7.85,17.00,1.20,4.97,2.59,19.00,0.22,2.00,58.50,71.50,7.10,5.10,1.90,48.00,79.10,0.10,2.00,6.30,16.80,11.00,14.90,22.00,0.06,3.65
7.00,0.03,23.36,0.30,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,0.00,2.06,17.01,0.00,8.20,6.87,29.00,7.50,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,0.73,17.82,58.60,3.51,24.30,18.89,17.94,0.70,17.38,0.23,0.60,18.89,18.89,18.89,2.40,76.60,12.47,18.89,8.00,10.70,7.85,17.00,1.20,4.04,1.53,19.00,0.07,2.00,59.60,73.50,6.40,4.40,0.60,54.50,84.70,0.00,2.00,2.10,4.80,11.00,3.80,22.00,0.03,2.26
8.00,0.00,23.03,0.03,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,0.00,0.68,17.01,0.00,8.20,5.80,26.60,8.00,10.39,14.64,4.90,18.70,18.70,18.89,18.89,0.00,0.17,18.02,57.10,3.51,24.40,18.89,17.94,0.10,17.38,0.04,0.60,18.89,18.89,18.89,2.40,83.60,12.47,18.89,8.00,10.70,7.85,17.00,1.20,3.39,1.23,19.00,0.04,2.00,60.40,75.40,6.00,4.10,0.10,60.70,89.90,0.00,2.00,0.30,0.50,11.00,0.50,22.00,0.01,1.24
9.00,0.00,23.20,0.00,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,0.00,0.16,17.01,0.00,8.20,4.76,24.00,8.00,10.39,14.64,4.90,18.70,18.70,18.89,18.89,1.40,0.01,18.23,55.40,3.51,24.60,18.89,17.94,0.00,17.38,0.01,0.60,18.89,18.89,18.89,2.40,87.40,12.47,18.89,8.00,10.70,7.85,17.00,1.20,2.71,0.95,18.90,0.00,2.00,60.80,76.50,5.60,3.90,0.00,63.60,87.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.23
10.00,0.00,23.12,0.00,14.00,4.20,0.00,10.77,18.62,1.78,0.40,2.70,19.53,0.00,0.00,17.01,0.00,8.20,3.80,22.40,8.00,10.39,14.64,4.90,18.70,18.70,18.89,18.89,1.40,0.00,18.48,53.90,3.51,24.80,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,89.40,12.47,18.89,8.00,10.70,7.85,17.00,1.20,1.98,0.75,18.90,0.00,2.00,61.30,76.40,5.70,3.90,0.00,65.60,84.20,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
