"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.80,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,67.41,10.52,19.79,228.68,228.42,0.00,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,76.38,51.56,59.32,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
2.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.80,0.00,142.44,7.39,4.06,164.07,112.47,84.09,18.00,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,67.41,10.52,19.79,228.68,228.42,0.00,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,76.38,51.21,58.98,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
3.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.80,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,65.73,10.52,19.40,228.68,228.42,0.00,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,76.38,49.88,58.25,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
4.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.80,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,39.48,10.52,13.32,228.68,228.42,0.00,66.19,67.04,27.35,184.35,197.33,184.41,5.67,74.99,76.38,48.99,54.33,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
5.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.80,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,93.33,10.52,19.79,228.68,228.42,0.00,27.21,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,57.34,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
6.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.80,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,20.05,10.52,8.83,228.68,228.42,0.00,60.17,60.85,27.74,184.35,197.33,184.41,5.67,74.99,76.38,47.79,55.53,81.64,30.70,30.59,30.58,87.20,72.89,110.37,110.32,203.40,19.44,20.27,22.80,22.58
7.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,18.00,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,66.33,10.52,19.54,228.68,228.42,66.83,66.41,67.21,27.51,184.35,197.33,184.41,5.67,74.99,76.38,57.34,66.54,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
8.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,18.00,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,0.00,10.52,4.18,228.68,228.42,47.99,0.00,22.70,23.74,184.35,197.33,184.41,5.67,74.99,76.38,50.67,57.46,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
9.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,23.61,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,0.00,10.52,4.18,228.68,228.42,23.05,0.00,23.05,0.00,184.35,197.33,184.41,5.67,74.99,76.38,49.01,54.32,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
10.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,43.99,10.52,14.37,228.68,228.42,43.76,24.10,59.19,43.69,184.35,197.33,184.41,5.67,74.99,76.38,50.55,57.58,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
11.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,60.11,10.52,18.10,228.68,228.42,67.01,66.61,36.64,24.35,184.35,197.33,184.41,5.67,74.99,76.38,51.76,58.85,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
12.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,58.12,10.52,17.64,228.68,228.42,39.79,55.98,56.64,39.79,184.35,197.33,184.41,5.67,74.99,76.38,50.45,58.96,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
13.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,74.74,10.52,19.79,228.68,228.42,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,76.38,57.34,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
14.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,63.88,10.52,18.98,228.68,228.42,61.88,61.49,25.65,63.24,184.35,197.33,184.41,5.67,74.99,76.38,55.90,65.08,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
15.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,53.31,10.52,16.53,228.68,228.42,61.71,57.79,25.24,58.00,184.35,197.33,184.41,5.67,74.99,76.38,50.54,57.59,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
16.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,54.33,10.52,16.76,228.68,228.42,60.23,59.84,49.21,37.29,184.35,197.33,184.41,5.67,74.99,76.38,53.49,62.51,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
17.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,38.83,10.52,13.17,228.68,228.42,50.72,59.47,24.86,50.60,184.35,197.33,184.41,5.67,74.99,76.38,49.88,58.25,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
18.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,45.92,10.52,14.82,228.68,228.42,0.00,51.59,24.09,31.71,184.35,197.33,184.41,5.67,74.99,76.38,57.34,66.54,81.64,30.70,30.59,30.58,72.89,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
19.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,21.70,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,26.15,10.52,10.24,228.68,228.42,0.00,42.16,42.83,0.00,184.35,197.33,184.41,5.67,74.99,76.38,51.83,60.62,81.64,30.70,30.59,30.58,58.36,69.83,110.37,110.32,203.40,19.44,20.27,22.80,22.58
20.00,78.57,29.98,67.20,627.79,204.43,4.08,4.28,110.48,19.21,4.79,41.90,0.00,142.44,7.39,4.06,164.07,112.47,84.09,47.08,242.00,33.00,5.06,6.88,87.77,0.00,6.39,9.98,4.63,10.52,5.26,228.68,228.42,0.00,0.00,20.60,0.00,184.35,197.33,184.41,5.67,74.99,76.38,51.83,60.62,81.64,30.70,30.59,30.58,62.13,0.00,110.37,110.32,203.40,19.44,20.27,22.80,22.58
