"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,0.00,22.59,0.00,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,0.00,0.00,15.61,0.00,6.60,15.03,5.90,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,0.00,22.50,64.90,2.00,27.00,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,92.30,10.00,19.51,5.00,10.80,7.54,6.00,2.40,3.12,4.55,18.90,0.00,0.00,0.00,1.00,62.10,76.60,1.19,1.29,0.00,104.20,97.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
2.00,0.00,22.52,0.00,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,0.00,0.00,15.61,0.00,6.60,15.28,6.80,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,0.00,22.50,61.90,2.00,27.00,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,86.80,10.00,19.51,5.00,10.80,7.54,6.00,2.40,3.40,5.08,18.90,0.00,0.00,0.00,1.00,58.40,74.10,1.15,1.27,0.00,102.60,91.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
3.00,0.00,22.11,0.00,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,0.00,0.00,15.61,0.00,6.60,15.44,7.90,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,0.00,22.70,60.50,2.00,27.00,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,84.10,10.00,19.51,5.00,10.80,7.54,6.00,2.40,3.71,5.62,18.90,0.00,0.00,0.00,1.00,56.30,72.60,1.12,1.25,0.00,101.00,87.40,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
4.00,0.00,22.57,0.00,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,0.00,0.00,15.61,0.00,6.60,15.31,9.00,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,0.00,22.60,59.40,2.00,27.00,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,81.80,10.00,19.51,5.00,10.80,7.54,6.00,2.40,4.10,6.20,18.90,0.00,0.00,0.00,1.00,54.60,70.90,1.07,1.22,0.00,99.70,84.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
5.00,0.04,22.26,0.19,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,0.49,0.45,15.61,0.00,6.60,15.18,9.90,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,0.18,22.40,58.70,2.00,27.00,10.00,18.05,5.51,17.95,1.09,0.60,19.51,19.51,19.51,1.20,80.00,10.00,19.51,5.00,10.80,7.54,6.00,2.40,4.49,6.78,18.90,0.00,0.00,0.00,1.00,53.60,68.70,1.02,1.20,5.89,98.60,84.10,0.00,2.00,1.86,0.52,11.00,0.19,0.00,20.00
6.00,0.41,22.61,1.23,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,2.26,3.11,15.61,0.00,6.60,15.05,11.00,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,2.08,22.10,58.10,2.00,27.00,10.00,18.05,33.23,17.95,6.61,0.60,19.51,19.51,19.51,1.20,77.50,10.00,19.51,5.00,10.80,7.54,6.00,2.40,4.87,7.36,18.90,0.00,0.00,0.00,1.00,52.30,66.30,0.98,1.17,34.24,97.10,82.50,0.00,2.00,13.07,14.68,11.00,5.60,1.72,20.00
7.00,1.34,22.94,2.34,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,3.33,7.67,15.61,0.00,6.60,14.92,12.10,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,6.21,21.70,57.40,2.00,27.00,10.00,18.05,71.18,17.95,15.15,0.60,19.51,19.51,19.51,1.20,72.80,10.00,19.51,5.00,10.80,7.54,6.00,2.40,5.26,7.93,18.90,0.00,0.00,0.03,1.00,49.80,63.50,0.93,1.15,59.89,94.40,77.80,0.00,2.00,34.54,47.30,11.00,26.80,3.45,20.00
8.00,3.12,22.20,3.82,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,6.75,14.55,15.61,0.00,6.60,14.84,14.60,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,11.04,22.10,57.80,2.00,27.00,10.00,18.05,110.65,17.95,24.06,0.60,19.51,19.51,19.51,1.20,68.50,10.00,19.51,5.00,10.80,7.54,6.00,2.40,5.63,8.49,18.90,0.00,0.00,0.05,1.00,47.30,60.60,0.85,1.08,83.51,92.30,72.60,0.00,2.00,52.99,87.65,11.00,69.30,5.17,20.00
9.00,5.43,22.78,6.59,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,12.25,17.29,15.61,0.00,6.60,14.88,17.60,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,13.62,22.80,61.20,2.00,27.00,10.00,18.05,132.59,17.95,29.27,0.60,19.51,19.51,19.51,1.20,65.30,10.00,19.51,5.00,10.80,7.54,6.00,2.40,5.96,8.94,18.90,0.00,0.00,0.06,1.00,44.20,56.60,0.73,0.96,97.86,91.10,68.10,0.00,2.00,69.28,155.13,11.00,133.06,6.89,20.00
10.00,7.74,22.83,8.94,14.00,2.90,7.50,6.40,6.30,1.20,0.00,3.30,19.50,16.31,18.04,15.61,0.00,6.60,14.47,20.40,8.10,5.00,3.50,2.48,17.95,13.66,15.61,19.51,1.40,14.50,22.90,64.60,2.00,27.00,10.00,18.05,138.67,17.95,32.63,0.60,19.51,19.51,19.51,1.20,62.60,10.00,19.51,5.00,10.80,7.54,6.00,2.40,6.41,9.27,18.90,0.00,0.00,0.09,1.00,42.90,55.00,0.82,1.17,103.77,90.80,64.50,0.10,2.00,75.90,201.39,11.00,179.85,10.34,20.00
