"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,60.00,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,78.32,5.46,18.12,0.00,228.19,67.50,67.09,67.87,61.16,0.00,93.39,0.00,0.00,74.03,75.32,44.00,20.62,54.97,30.67,30.56,30.55,46.65,46.68,61.17,61.16,203.20,14.04,20.25
2.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.03,17.91,3.75,24.50,14.92,60.00,5.13,2.82,163.91,112.36,101.51,22.03,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,75.73,5.46,17.52,147.73,147.74,65.42,64.95,64.21,65.21,0.00,97.21,0.00,0.00,72.82,73.26,44.00,20.62,54.97,30.67,30.56,30.55,46.36,46.39,57.14,57.13,203.20,14.04,20.25
3.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,60.00,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,150.84,150.90,23.30,67.10,67.88,23.30,0.00,167.62,0.00,0.00,74.91,53.40,44.00,26.87,54.97,30.67,30.56,30.55,46.51,46.53,40.08,40.08,203.20,14.04,20.25
4.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,60.00,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,153.07,153.19,23.30,67.10,67.88,23.30,0.00,120.30,115.72,0.00,74.91,53.40,44.00,0.00,54.97,30.67,30.56,30.55,46.51,46.53,57.85,57.84,203.20,14.04,20.25
5.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,60.00,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,155.63,155.42,23.30,67.10,67.88,23.30,0.00,155.79,151.70,0.00,74.91,53.40,44.00,0.00,54.97,30.67,30.56,30.55,46.65,46.68,62.41,62.40,203.20,14.04,20.25
6.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,60.00,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,155.94,155.72,23.30,67.10,67.88,23.30,104.12,109.10,104.13,0.00,74.91,53.40,44.00,60.44,54.97,30.67,30.56,30.55,46.37,46.39,78.24,78.22,203.20,14.04,20.25
7.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,80.28,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,156.13,155.90,28.80,67.10,67.88,21.60,131.19,135.46,131.23,0.00,74.91,53.40,61.21,50.44,54.97,30.67,30.56,30.55,46.65,46.68,108.88,108.83,203.20,14.04,20.25
8.00,28.67,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,120.14,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,154.28,154.12,23.30,67.10,67.88,23.30,135.65,139.87,135.69,0.00,74.91,53.40,0.00,54.82,54.97,30.67,30.56,30.55,46.36,46.39,75.25,75.23,203.20,14.04,20.25
9.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,133.36,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,162.42,161.83,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.51,57.88,48.63,54.97,30.67,30.56,30.55,46.51,46.53,110.26,110.22,203.20,14.04,20.25
10.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,142.31,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,179.13,182.18,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,66.56,54.82,54.97,30.67,30.56,30.55,46.65,46.68,110.26,110.22,203.20,14.04,20.25
11.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,128.97,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,163.07,162.42,23.30,67.10,67.88,23.30,147.64,151.78,147.69,0.00,74.91,53.40,54.93,47.37,54.97,30.67,30.56,30.55,46.51,46.53,104.16,104.11,203.20,14.04,20.25
12.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,133.06,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,162.28,161.70,23.30,67.10,67.88,23.30,151.33,155.47,151.38,0.00,74.91,53.40,54.92,47.36,54.97,30.67,30.56,30.55,46.51,46.53,102.13,102.08,203.20,14.04,20.25
13.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,133.72,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,161.93,161.37,23.30,67.10,67.88,23.30,151.29,155.44,151.35,0.00,74.91,53.40,53.35,46.81,54.97,30.67,30.56,30.55,46.36,46.39,94.35,94.31,203.20,14.04,20.25
14.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,129.55,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,162.15,162.75,25.64,67.10,67.88,25.64,153.05,157.19,153.11,0.00,74.91,53.40,58.54,47.82,54.97,30.67,30.56,30.55,46.51,46.53,97.34,97.30,203.20,14.04,20.25
15.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,130.09,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,164.21,163.47,23.30,67.10,67.88,23.30,164.21,168.36,164.27,0.00,74.91,53.40,58.98,49.15,54.97,30.67,30.56,30.55,46.66,46.68,0.00,110.22,203.20,14.04,20.25
16.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,124.20,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,157.21,156.94,23.30,67.10,67.88,23.30,159.02,163.17,159.08,0.00,74.91,53.40,53.37,46.81,54.97,30.67,30.56,30.55,46.51,46.53,96.16,96.12,203.20,14.04,20.25
17.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,3.75,24.50,14.92,116.67,5.13,2.82,163.91,112.36,101.94,22.03,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,152.70,152.59,23.30,67.10,67.88,23.30,152.97,157.12,153.03,0.00,74.91,53.40,48.32,45.34,54.97,30.67,30.56,30.55,46.51,46.53,91.94,91.90,203.20,14.04,20.25
