"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.69,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,15.00,24.00,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,12.07,32.07,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,15.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,1.66,3.16,9.00,0.00,0.00,0.00,1.00,46.60,41.88,3.56,2.95,0.00,64.73,8.00,0.00,2.00,0.00,0.00
2.00,0.00,23.67,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,10.88,20.78,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,11.50,29.96,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,10.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.46,14.24,9.00,0.00,0.00,0.00,1.00,24.74,44.40,0.72,0.71,0.00,47.66,6.00,0.00,2.00,0.00,0.00
3.00,0.00,23.82,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,11.74,20.80,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,10.75,27.40,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,6.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.40,14.18,9.00,0.00,0.00,0.00,1.00,24.37,44.93,0.42,0.44,0.00,41.93,4.00,0.00,2.00,0.00,0.00
4.00,0.00,23.80,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,11.52,21.13,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,9.82,24.38,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,5.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.33,13.99,9.00,0.00,0.00,0.00,1.00,24.26,46.41,0.33,0.41,0.00,37.88,3.00,0.00,2.00,0.00,0.00
5.00,0.00,23.92,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,11.40,21.83,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,8.99,21.67,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,4.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.25,13.84,9.00,0.00,0.00,0.00,1.00,24.02,47.22,0.27,0.38,0.00,34.02,3.00,0.00,2.00,0.00,0.00
6.00,0.00,23.81,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,11.58,23.63,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,8.27,19.27,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,4.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.17,13.81,9.00,0.00,0.00,0.00,1.00,23.44,46.02,0.28,0.37,0.00,30.73,2.00,0.00,2.00,0.00,0.00
7.00,0.00,23.63,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,11.78,25.01,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,7.57,17.13,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,4.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.12,13.81,9.00,0.00,0.00,0.00,1.00,22.42,43.84,0.27,0.34,0.00,27.82,2.00,0.00,2.00,0.00,0.00
8.00,0.00,23.89,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,12.07,25.12,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,6.90,15.26,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,3.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.17,13.90,9.00,0.00,0.00,0.00,1.00,20.11,38.73,0.25,0.30,0.00,26.05,2.00,0.00,2.00,0.00,0.00
9.00,0.00,24.00,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,12.49,25.28,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,6.26,13.59,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,3.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.20,13.97,9.00,0.00,0.00,0.00,1.00,17.34,32.82,0.22,0.26,0.00,24.61,2.00,0.00,2.00,0.00,0.00
10.00,0.00,23.83,0.00,14.00,4.20,7.70,9.30,17.17,0.00,0.70,3.50,0.00,0.00,0.00,17.56,0.00,9.40,13.27,25.58,8.00,10.73,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,5.64,12.15,3.32,0.00,0.00,19.12,0.00,18.05,0.00,0.60,14.63,15.61,15.61,2.40,3.00,12.88,17.56,19.51,5.60,10.60,0.00,17.56,1.20,10.18,14.01,9.00,0.00,0.00,0.00,1.00,13.17,24.48,0.18,0.20,0.00,24.13,2.00,0.00,2.00,0.00,0.00
