"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,3.16,12.01,0.00,14.00,4.20,7.60,3.40,4.60,1.85,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.81,75.40,8.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.01,3.62,7.64,0.00,26.40,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,116.93,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,8.80,10.00,18.90,0.00,0.00,0.12,1.23,23.78,38.98,3.23,3.02,2.42,10.18,108.17,0.00,0.92,0.91,0.00,0.00,6.50
2.00,0.05,11.45,0.00,14.00,4.20,7.60,3.40,4.60,1.84,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.90,74.20,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,4.67,8.66,0.00,26.70,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,107.31,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,8.30,10.10,18.90,0.00,0.00,0.06,1.23,23.90,41.83,2.98,2.77,0.00,12.52,93.16,0.00,0.92,0.00,0.00,0.00,6.50
3.00,0.00,11.71,0.00,14.00,4.20,7.60,3.40,4.60,1.84,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.81,70.40,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,5.41,8.94,0.00,26.80,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,91.28,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,8.50,11.50,18.90,0.00,0.00,0.00,1.23,24.61,43.28,2.71,2.52,0.00,13.13,76.43,0.00,0.96,0.00,0.00,0.00,6.50
4.00,0.00,11.51,0.00,14.00,4.20,7.60,3.40,4.60,1.85,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.73,65.80,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,5.97,8.77,0.00,27.00,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,76.25,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,8.80,12.70,18.90,0.00,0.00,0.00,1.23,24.26,43.51,2.40,2.28,0.00,15.37,60.43,0.00,1.00,0.00,0.00,0.00,6.50
5.00,0.00,11.52,0.00,14.00,4.20,7.60,3.40,4.60,1.84,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.82,58.50,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,6.06,8.48,0.00,27.00,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,63.68,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,9.50,13.30,18.90,0.00,0.00,0.00,1.23,25.77,44.11,2.17,2.05,0.00,15.48,46.79,0.00,1.04,0.00,0.00,0.00,6.50
6.00,0.00,11.96,0.00,14.00,4.20,7.60,3.40,4.60,1.84,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.86,53.50,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,5.90,7.98,0.00,27.10,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,52.58,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,10.00,13.70,18.90,0.00,0.00,0.00,1.23,26.45,43.60,2.12,1.84,0.00,15.36,35.63,0.00,1.04,0.00,0.00,0.00,6.50
7.00,0.00,11.83,0.00,14.00,4.20,7.60,3.40,4.60,1.85,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.51,55.40,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,4.85,8.11,0.00,27.10,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,45.96,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,10.00,13.70,18.90,0.00,0.00,0.00,1.23,24.69,42.80,2.07,1.66,0.00,14.57,31.85,0.00,1.12,0.00,0.00,0.00,6.50
8.00,0.00,12.13,0.00,14.00,4.20,7.60,3.40,4.60,1.85,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.26,55.80,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,3.80,7.64,0.00,27.20,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,40.05,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,10.00,13.60,18.90,0.00,0.00,0.00,1.23,25.15,43.50,2.02,1.55,0.00,14.21,28.01,0.00,1.12,0.00,0.00,0.00,6.50
9.00,0.00,12.51,0.00,14.00,4.20,7.60,3.40,4.60,1.84,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.46,51.70,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,2.80,6.63,0.00,27.20,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,36.00,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,9.80,13.40,18.90,0.00,0.00,0.00,1.23,22.27,42.74,2.04,1.51,0.00,12.11,24.08,0.00,1.12,0.00,0.00,0.00,6.50
10.00,0.00,12.47,0.00,14.00,4.20,7.60,3.40,4.60,1.84,0.00,3.40,17.00,0.00,0.00,4.00,0.00,7.00,10.66,47.80,8.00,4.20,15.53,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.82,5.65,0.00,27.20,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,33.01,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,9.60,13.30,18.90,0.00,0.00,0.00,1.23,22.06,42.13,2.28,1.66,0.00,11.55,21.11,0.00,1.12,0.00,0.00,0.00,6.50
