"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,14.67,17.67,14.60,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,17.54,16.60,4.00,0.00,7.00,21.60,79.00,3.50,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,13.57,29.40,88.10,0.00,25.97,3.50,10.68,137.64,16.02,33.60,0.60,3.00,3.50,3.50,1.20,120.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.73,16.29,9.50,0.00,0.00,1.23,0.00,111.46,126.61,13.82,12.12,98.95,128.00,136.00,0.30,0.92,75.13,243.72,0.00,6.50
2.00,13.96,17.24,12.80,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,17.73,16.70,4.00,0.00,7.00,22.80,82.00,3.40,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,13.53,29.30,88.00,0.00,26.24,3.50,10.68,137.94,16.02,33.67,0.60,3.00,3.50,3.50,1.20,120.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.59,16.26,9.50,0.00,0.00,1.04,0.00,112.11,126.55,13.89,12.27,98.95,127.40,138.00,0.20,0.96,74.95,250.00,0.00,6.50
3.00,13.23,16.97,10.40,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,17.74,16.40,4.00,0.00,7.00,23.90,82.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,13.47,29.20,88.10,0.00,26.26,3.50,10.68,137.53,16.02,33.58,0.60,3.00,3.50,3.50,1.20,122.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.50,16.22,9.50,0.00,0.00,1.01,0.00,110.92,117.39,13.93,12.45,98.54,127.00,140.00,0.20,0.96,74.03,250.00,0.00,6.50
4.00,12.54,16.63,7.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,17.47,15.60,4.00,0.00,7.00,24.90,78.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,13.34,29.00,88.00,0.00,26.37,3.50,10.68,135.86,16.02,33.07,0.60,3.00,3.50,3.50,1.20,123.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.53,16.12,9.50,0.00,0.00,0.94,0.00,110.26,118.33,13.93,12.52,97.20,126.70,141.00,0.10,1.00,72.13,247.07,0.00,6.50
5.00,11.74,16.65,4.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,16.80,13.60,4.00,0.00,7.00,25.90,79.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,13.06,28.90,87.90,0.00,26.48,3.50,10.68,130.89,16.02,31.53,0.60,3.00,3.50,3.50,1.20,123.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.56,16.04,9.50,0.00,0.00,0.79,0.00,111.16,119.59,13.83,12.25,93.83,126.40,141.00,0.10,1.08,67.93,233.41,0.00,6.50
6.00,11.05,16.75,2.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,14.63,9.70,4.00,0.00,7.00,26.20,81.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,11.67,28.80,87.20,0.00,26.39,3.50,10.68,111.59,16.02,25.15,0.60,3.00,3.50,3.50,1.20,123.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.56,15.96,9.50,0.00,0.00,0.57,0.00,106.57,120.83,13.63,11.95,85.17,125.70,139.00,0.10,1.08,55.92,218.82,0.00,6.50
7.00,10.00,16.71,0.20,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,5.11,3.70,4.00,0.00,7.00,26.40,85.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,5.84,28.60,86.30,0.00,26.29,3.50,10.68,60.37,16.02,12.82,0.60,3.00,3.50,3.50,1.20,123.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.45,15.86,9.50,0.00,0.00,0.49,0.00,105.50,122.03,13.16,11.58,56.90,124.90,136.00,0.10,1.08,29.28,173.25,0.00,6.50
8.00,8.62,16.93,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.19,0.40,4.00,0.00,7.00,26.40,74.00,0.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.90,28.40,85.50,0.00,26.37,3.50,10.68,18.67,16.02,3.99,0.60,3.00,3.50,3.50,1.20,122.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,14.03,15.70,9.50,0.00,0.00,0.34,0.00,104.29,113.26,12.62,11.06,20.24,123.70,131.00,0.10,1.08,9.65,98.43,0.00,6.50
9.00,3.35,16.73,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.20,74.00,8.00,3.50,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.01,28.20,84.90,0.00,26.62,3.50,10.68,2.25,16.02,0.07,0.60,3.00,3.50,3.50,1.20,120.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,13.54,15.44,9.50,0.00,0.00,0.12,0.00,97.63,114.57,11.83,10.11,2.58,122.40,122.00,0.00,1.12,1.22,43.07,0.00,6.50
10.00,0.06,16.70,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.80,73.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,27.80,83.80,0.00,26.80,3.50,10.68,0.01,16.02,0.00,0.60,3.00,3.50,3.50,1.20,117.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,12.81,14.89,9.50,0.00,0.00,0.06,0.00,96.05,115.50,11.07,9.24,0.00,121.10,114.00,0.00,1.12,0.00,10.67,0.00,6.50
11.00,0.00,16.81,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.30,71.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,27.40,82.70,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,112.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,12.01,14.35,9.50,0.00,0.00,0.00,0.00,89.70,110.30,10.42,8.58,0.00,119.70,104.00,0.00,1.08,0.00,0.00,0.00,6.50
12.00,0.00,16.49,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.50,78.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,26.70,80.70,0.00,26.96,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,107.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,11.00,13.83,9.50,0.00,0.00,0.00,0.00,88.42,109.92,9.82,7.98,0.00,117.90,94.00,0.00,1.12,0.00,0.00,0.00,6.50
13.00,0.00,16.25,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,25.60,80.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,25.90,78.50,0.00,27.24,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,99.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,10.06,13.32,9.50,0.00,0.00,0.00,0.00,82.35,109.00,9.40,7.55,0.00,116.00,83.00,0.00,1.16,0.00,0.00,0.00,6.50
14.00,0.00,16.27,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,24.70,79.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,25.00,75.30,0.00,27.30,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,91.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,9.35,12.83,9.50,0.00,0.00,0.00,0.00,83.15,108.46,8.93,7.07,0.00,113.50,73.00,0.00,1.16,0.00,0.00,0.00,6.50
15.00,0.00,16.61,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,23.80,82.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,24.20,71.80,0.00,27.34,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,83.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,8.70,12.37,9.50,0.00,0.00,0.00,0.00,77.61,104.03,8.33,6.47,0.00,110.90,63.00,0.00,1.16,0.00,0.00,0.00,6.50
16.00,0.00,16.87,0.00,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,23.00,65.00,8.00,3.50,15.53,1.60,18.45,10.00,3.00,4.50,2.80,0.00,23.90,70.20,0.00,27.38,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,74.00,7.50,6.50,19.42,2.00,10.60,7.98,5.70,1.20,8.22,11.98,9.50,0.00,0.00,0.00,0.00,72.42,104.15,7.72,5.89,0.00,109.00,55.00,0.00,1.16,0.00,0.00,0.00,6.50
