"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,65.78,29.09,67.13,600.96,195.50,6.19,3.05,0.00,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,65.41,16.49,32.63,18.00,77.31,13.13,1.97,6.88,66.03,0.00,6.39,9.00,49.79,4.43,0.00,0.00,0.00,0.00,54.62,55.25,54.81,76.86,83.05,0.00,1.46,0.00,45.00,40.77,46.38,30.83,0.00,0.00,12.09,0.00,48.77,20.62,110.22,78.79
2.00,65.78,29.95,67.13,600.96,195.50,6.19,3.05,0.00,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,65.29,16.49,32.63,18.00,77.31,13.13,1.97,6.88,66.03,0.00,6.39,9.00,58.07,4.43,0.00,0.00,0.00,0.00,60.34,61.08,60.56,82.29,88.38,0.00,1.65,0.00,45.00,43.76,49.71,30.83,0.00,0.00,14.96,0.00,48.77,20.62,110.22,79.09
3.00,65.78,29.95,67.13,600.96,195.50,6.19,3.05,0.00,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,64.21,16.49,32.63,18.00,77.31,14.14,1.97,6.88,66.03,0.00,6.39,9.00,59.64,4.43,0.00,0.00,0.00,0.00,61.36,62.12,61.59,0.00,158.40,0.00,1.66,0.00,45.00,44.23,50.24,30.83,0.00,0.00,15.22,0.00,48.77,20.62,110.22,76.96
4.00,65.78,29.54,67.13,600.96,195.50,6.19,3.05,0.00,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,63.54,16.49,32.63,18.00,77.31,14.14,1.97,6.88,66.03,0.00,6.39,9.00,55.92,4.43,0.00,0.00,0.00,0.00,58.85,59.57,59.06,0.00,123.63,0.00,1.46,0.00,45.00,42.93,48.77,30.83,0.00,0.00,12.09,0.00,48.77,20.62,110.22,73.62
5.00,65.78,27.31,67.13,600.96,195.50,6.19,3.05,54.68,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,60.84,34.17,32.63,34.48,77.31,14.14,1.97,6.88,66.03,0.00,6.39,9.00,19.88,4.43,0.00,0.00,0.00,0.00,67.10,26.80,20.62,0.00,72.84,0.00,1.46,0.00,45.00,38.31,33.15,30.83,0.00,0.00,12.09,0.00,87.27,56.95,110.22,62.08
6.00,65.78,29.95,67.13,600.96,195.50,6.19,3.05,71.81,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,63.66,55.02,32.63,34.48,77.31,14.14,1.97,6.88,66.03,0.00,6.39,9.00,42.27,4.43,0.00,0.00,0.00,0.00,67.10,26.80,20.62,0.00,0.00,0.00,1.46,0.00,0.00,43.90,49.87,30.83,0.00,0.00,12.09,0.00,87.27,32.67,110.22,71.98
7.00,65.78,29.95,67.13,600.96,195.50,6.19,3.05,72.26,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,62.97,55.56,32.63,18.00,77.31,14.14,1.97,6.88,66.03,0.00,6.39,9.00,43.24,4.43,0.00,0.00,0.00,0.00,50.68,51.19,50.83,0.00,72.84,0.00,1.46,0.00,45.00,44.91,51.01,30.83,0.00,0.00,12.09,0.00,48.77,20.62,0.00,70.91
8.00,65.78,29.95,67.13,600.96,195.50,6.19,3.05,67.88,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,62.95,50.23,32.63,18.00,77.31,14.14,1.97,6.88,66.03,0.00,6.39,9.00,25.10,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.84,0.00,1.46,0.00,45.00,47.92,44.53,30.83,0.00,0.00,12.09,0.00,48.77,20.62,0.00,69.24
9.00,65.78,29.95,67.13,600.96,195.50,6.19,3.05,74.15,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,64.99,57.86,32.63,18.00,77.31,17.17,1.97,6.88,66.03,0.00,6.39,9.00,38.30,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.80,0.00,1.46,0.00,45.00,43.28,49.17,30.83,0.00,0.00,12.09,0.00,48.77,20.62,0.00,79.00
10.00,65.78,27.31,67.13,600.96,195.50,6.19,3.05,63.07,18.62,0.63,20.75,14.92,60.00,5.13,2.82,120.83,66.48,44.37,32.63,18.00,77.31,17.17,1.97,6.88,66.03,0.00,6.39,9.00,19.88,4.43,0.00,0.00,0.00,0.00,41.85,0.00,41.93,66.49,72.84,0.00,1.46,0.00,45.00,35.47,40.79,30.83,0.00,0.00,12.09,0.00,48.77,20.62,0.00,86.88
