"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,15.32,13.17,17.50,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,15.93,14.70,4.00,0.00,7.00,19.87,71.40,2.50,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.14,1.48,7.58,0.00,26.60,3.80,10.68,128.50,16.50,30.40,0.60,3.00,3.50,3.50,2.40,6.50,7.50,6.50,19.42,2.00,10.60,6.00,5.90,1.20,9.80,11.60,18.90,0.00,0.00,1.22,1.23,14.32,9.74,1.73,1.16,96.81,5.30,13.90,0.40,0.88,72.52,227.40,0.00,6.50
2.00,15.37,12.87,17.50,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,15.63,14.70,4.00,0.00,7.00,20.36,71.40,3.40,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.22,2.17,9.95,0.00,26.50,3.80,10.68,129.90,16.50,30.80,0.60,3.00,3.50,3.50,2.40,10.70,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,10.60,12.20,18.90,0.00,0.00,1.25,1.23,23.41,7.40,2.08,1.58,96.37,7.70,18.50,0.40,0.88,73.09,228.90,0.00,6.50
3.00,15.32,12.39,17.10,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,15.69,14.70,4.00,0.00,7.00,20.92,71.40,3.50,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.27,2.71,12.21,0.00,26.40,3.80,10.68,131.00,16.50,31.20,0.60,3.00,3.50,3.50,2.40,16.50,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,11.60,12.90,18.90,0.00,0.00,1.23,1.23,31.33,7.50,2.44,1.99,96.36,9.40,25.20,0.40,0.88,73.28,230.20,0.00,6.50
4.00,15.04,12.34,16.20,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,15.98,14.70,4.00,0.00,7.00,21.66,71.80,3.50,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.31,2.83,14.10,0.00,26.30,3.80,10.68,131.90,16.50,31.70,0.60,3.00,3.50,3.50,2.40,27.40,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,12.40,13.30,18.90,0.00,0.00,1.23,1.23,35.72,11.05,2.81,2.38,96.42,14.50,37.60,0.40,0.88,73.34,232.00,0.00,6.50
5.00,14.47,12.38,14.90,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,16.39,14.80,4.00,0.00,7.00,22.40,73.20,3.50,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.28,2.99,15.85,0.00,26.10,3.80,10.68,132.40,16.50,32.00,0.60,3.00,3.50,3.50,2.40,37.00,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,12.20,13.30,18.90,0.00,0.00,1.23,1.23,39.30,15.76,3.15,2.73,96.27,17.60,49.80,0.30,0.84,73.13,232.70,0.00,6.50
6.00,13.79,12.20,13.30,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,16.63,15.00,4.00,0.00,7.00,23.11,74.30,3.40,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.19,3.25,17.13,0.00,26.10,3.80,10.68,132.00,16.50,32.00,0.60,3.00,3.50,3.50,2.40,42.60,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,12.10,13.30,18.90,0.00,0.00,1.04,1.23,40.44,24.50,3.39,2.93,95.95,19.90,61.20,0.20,0.84,72.61,232.00,0.00,6.50
7.00,13.11,12.20,11.30,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,16.54,15.00,4.00,0.00,7.00,23.75,74.40,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.01,3.60,18.44,0.00,25.90,3.80,10.68,129.90,16.50,31.20,0.60,3.00,3.50,3.50,2.40,49.90,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,11.90,13.10,18.90,0.00,0.00,1.01,1.23,41.38,32.90,3.57,3.14,95.04,19.60,71.70,0.20,0.84,71.44,229.60,0.00,6.50
8.00,12.43,12.06,8.60,14.00,4.20,7.60,3.40,4.60,0.00,0.00,3.40,17.00,15.68,14.60,4.00,0.00,7.00,24.22,74.70,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,12.71,4.24,19.88,0.00,25.90,3.80,10.68,121.70,16.50,29.40,0.60,3.00,3.50,3.50,2.40,62.10,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,11.70,12.80,18.90,0.00,0.00,0.94,1.23,41.71,39.19,3.61,3.42,93.66,21.80,79.10,0.10,0.84,69.38,221.60,0.00,6.50
9.00,11.66,11.54,5.60,14.00,4.20,7.60,3.40,4.60,1.84,0.00,3.40,17.00,13.33,13.30,4.00,0.00,7.00,24.61,75.60,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,12.13,4.82,21.45,0.00,26.00,3.80,10.68,99.30,16.50,23.00,0.60,3.00,3.50,3.50,2.40,75.00,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,11.10,11.70,18.90,0.00,0.00,0.79,1.23,42.50,44.77,3.63,3.60,90.40,23.10,88.80,0.10,0.84,64.85,198.40,0.00,6.50
10.00,10.96,11.53,2.90,14.00,4.20,7.60,3.40,4.60,1.85,0.00,3.40,17.00,8.94,11.10,4.00,0.00,7.00,24.79,76.20,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,10.21,5.25,23.45,0.00,26.00,3.80,10.68,60.40,16.50,13.50,0.60,3.00,3.50,3.50,2.40,80.20,7.50,6.50,19.42,2.00,10.60,6.00,5.80,1.20,10.50,10.90,18.90,0.00,0.00,0.57,1.23,44.63,51.53,3.63,3.51,80.99,24.80,95.60,0.10,0.88,50.40,151.60,0.00,6.50
