"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
12.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,70.76,18.44,0.63,26.42,14.92,81.71,5.13,2.82,163.91,112.36,62.98,36.25,0.00,171.71,14.58,1.97,6.88,87.69,6.39,9.98,71.08,3.45,16.44,0.00,144.33,0.00,36.26,0.00,61.17,67.81,74.14,0.00,0.00,74.91,76.30,46.53,38.16,61.05,30.67,30.56,30.55,42.62,42.63,0.00,81.42,203.20,11.85,20.25
13.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,95.73,18.44,0.63,26.42,14.92,81.71,5.13,2.82,163.91,112.36,93.36,36.25,0.00,171.71,14.58,1.97,6.88,87.69,6.39,9.98,55.58,3.45,12.86,0.00,0.00,0.00,0.00,0.00,67.33,66.49,0.00,0.00,0.00,74.91,76.30,52.53,44.43,61.05,30.67,30.56,30.55,42.62,42.63,0.00,0.00,203.20,11.85,20.25
14.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,78.04,18.44,0.63,26.42,12.04,56.81,5.13,0.00,163.91,112.36,71.84,36.25,0.00,171.71,14.58,1.97,6.88,87.69,6.39,9.98,16.49,3.45,3.81,0.00,0.00,0.00,0.00,0.00,67.33,0.00,0.00,0.00,0.00,74.91,76.30,44.74,28.11,61.05,30.67,30.56,30.55,42.47,42.49,0.00,0.00,203.20,11.85,20.25
15.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,95.64,18.44,0.63,26.42,14.92,42.39,5.13,0.00,62.28,112.36,93.26,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,25.36,3.45,5.87,0.00,0.00,64.50,0.00,0.00,64.32,0.00,0.00,0.00,0.00,74.91,76.30,49.57,54.26,0.00,30.67,30.56,30.55,42.62,42.63,0.00,0.00,203.20,11.85,20.25
16.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,103.49,18.44,0.63,26.42,10.06,37.11,5.13,0.00,62.28,112.36,102.80,36.25,0.00,171.71,14.58,1.97,6.88,34.03,6.39,9.98,41.67,3.45,9.64,0.00,0.00,59.83,0.00,0.00,59.67,0.00,0.00,0.00,0.00,74.91,76.30,43.51,27.33,0.00,30.67,30.56,30.55,42.62,42.63,0.00,0.00,203.20,11.85,20.25
17.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,0.63,26.42,14.46,40.56,5.13,0.00,62.28,112.36,111.18,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,50.97,3.45,11.79,0.00,0.00,20.62,0.00,0.00,67.33,0.00,0.00,0.00,0.00,74.91,76.30,46.75,31.72,0.00,30.67,30.56,30.55,42.76,42.78,0.00,0.00,203.20,11.85,20.25
18.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,81.54,18.44,0.63,26.42,12.26,39.14,5.13,0.00,62.28,112.36,76.09,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,50.56,3.45,11.70,144.33,0.00,67.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.91,76.30,45.64,29.67,0.00,30.67,30.56,30.55,42.47,42.49,0.00,0.00,203.20,11.85,20.25
19.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,88.48,18.44,0.63,26.42,12.26,37.63,5.13,0.00,62.28,112.36,84.55,36.25,0.00,171.71,14.58,1.97,6.88,34.03,6.39,9.98,54.68,3.45,12.65,144.33,0.00,60.35,0.00,0.00,60.19,0.00,0.00,0.00,0.00,74.91,76.30,46.19,36.49,0.00,30.67,30.56,30.55,42.76,42.78,20.62,0.00,203.20,11.85,20.25
20.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,86.11,18.44,0.63,26.42,9.60,29.06,5.13,0.00,62.28,112.36,81.65,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,53.04,3.45,12.27,144.33,0.00,60.84,60.46,0.00,0.00,0.00,0.00,0.00,0.00,74.91,76.30,45.29,32.65,0.00,30.67,30.56,30.55,42.47,42.49,44.92,0.00,203.20,11.85,20.25
21.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,88.94,18.44,0.63,26.42,14.92,29.30,5.13,0.00,62.28,112.36,85.10,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,60.76,3.45,14.05,144.33,0.00,67.50,20.62,0.00,0.00,0.00,0.00,0.00,0.00,74.91,76.30,47.16,41.56,0.00,30.67,30.56,30.55,42.76,42.78,59.63,0.00,203.20,11.85,20.25
22.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,87.02,18.44,0.63,26.42,9.60,26.74,5.13,0.00,62.28,112.36,82.77,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,50.54,3.45,11.69,144.33,0.00,62.88,0.00,0.00,62.71,0.00,0.00,0.00,0.00,74.91,76.30,45.27,32.59,0.00,30.67,30.56,30.55,42.47,42.49,64.88,0.00,203.20,11.85,20.25
23.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,89.84,18.44,0.63,26.42,14.92,27.04,5.13,0.00,62.28,112.36,86.19,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,58.41,3.45,13.51,144.33,0.00,20.62,0.00,0.00,67.33,0.00,0.00,0.00,0.00,74.91,76.30,46.14,36.23,0.00,30.67,30.56,30.55,42.76,42.78,82.52,0.00,203.20,11.85,20.25
24.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,88.46,18.44,0.63,26.42,12.26,22.92,5.13,0.00,62.28,112.36,84.52,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,54.67,3.45,12.65,144.33,0.00,52.34,0.00,52.34,20.62,0.00,0.00,0.00,0.00,74.91,76.30,44.92,31.34,0.00,30.67,30.56,30.55,42.62,42.63,82.28,0.00,203.20,11.85,20.25
25.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,90.26,18.44,0.63,26.42,12.03,22.58,5.13,0.00,62.28,112.36,86.71,36.25,21.19,171.71,14.58,1.97,6.88,34.03,6.39,9.98,58.95,3.45,13.64,144.33,0.00,0.00,0.00,20.62,67.33,0.00,0.00,0.00,0.00,74.91,76.30,47.36,42.76,0.00,30.67,30.56,30.55,42.55,42.57,66.45,0.00,203.20,11.85,20.25
26.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,89.65,18.44,0.63,26.42,0.00,19.06,5.13,0.00,62.28,112.36,85.97,36.25,20.20,171.71,14.58,1.97,6.88,34.03,6.39,9.98,58.41,3.45,13.51,144.33,0.00,0.00,0.00,67.88,20.62,0.00,0.00,0.00,0.00,74.91,76.30,47.36,42.67,0.00,30.67,30.56,30.55,42.68,42.70,65.07,0.00,203.20,11.85,20.25
27.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,87.78,18.44,0.63,26.42,0.00,19.38,5.13,0.00,62.28,112.36,83.68,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,53.88,3.45,12.46,144.33,0.00,0.00,0.00,57.41,56.97,0.00,0.00,0.00,0.00,74.91,76.30,45.59,29.57,0.00,30.67,30.56,30.55,42.47,42.49,79.77,0.00,203.20,11.85,20.25
28.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,89.99,18.44,0.63,26.42,0.00,26.18,5.13,0.00,62.28,112.36,86.38,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,58.83,3.45,13.61,144.33,0.00,0.00,0.00,0.00,67.33,0.00,0.00,0.00,0.00,74.91,76.30,44.92,31.34,0.00,30.67,30.56,30.55,42.76,42.78,73.38,0.00,203.20,11.85,20.25
29.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,89.70,18.44,0.63,26.42,12.26,29.11,5.13,2.82,62.28,112.36,86.03,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,57.53,3.45,13.31,144.33,0.00,0.00,0.00,0.00,67.33,0.00,0.00,0.00,0.00,74.91,76.30,44.72,28.07,0.00,30.67,30.56,30.55,42.47,42.49,61.53,0.00,203.20,11.85,20.25
30.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,90.82,18.44,0.63,26.42,12.26,40.57,5.13,2.82,62.28,112.36,87.39,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,61.17,3.45,14.15,144.33,0.00,0.00,0.00,0.00,26.77,0.00,0.00,0.00,0.00,74.91,76.30,39.88,39.86,0.00,30.67,30.56,30.55,42.76,42.78,20.62,0.00,203.20,11.85,20.25
31.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,98.79,18.44,0.63,26.42,12.26,67.15,5.13,2.82,62.28,112.36,97.08,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,60.48,3.45,13.99,144.33,0.00,31.54,0.00,32.60,20.62,0.00,0.00,0.00,0.00,74.91,76.30,44.22,27.24,0.00,30.67,30.56,30.55,42.47,42.49,35.78,0.00,203.20,11.85,20.25
32.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,98.79,18.44,0.63,26.42,12.26,67.15,5.13,2.82,62.28,112.36,97.08,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,85.48,3.45,19.77,144.33,0.00,23.45,0.00,47.07,39.53,0.00,0.00,0.00,0.00,74.91,76.30,49.24,41.59,0.00,30.67,30.56,30.55,43.66,43.68,57.68,57.67,203.20,11.85,20.25
33.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,98.79,18.44,0.63,26.42,12.26,67.15,5.13,2.82,62.28,112.36,97.08,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,85.48,3.45,19.77,144.33,0.00,24.55,23.74,44.26,44.16,96.86,0.00,96.87,0.00,74.91,76.30,45.74,45.09,0.00,30.67,30.56,30.55,43.81,43.83,51.98,51.98,203.20,11.85,20.25
34.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,107.36,18.44,0.63,26.42,12.26,72.97,5.13,2.82,62.28,112.36,107.51,36.25,35.37,171.71,27.66,1.97,6.88,34.03,6.39,9.98,85.48,3.45,19.77,144.33,0.00,36.73,47.80,31.64,31.64,136.98,0.00,137.02,0.00,74.91,76.30,46.21,48.09,0.00,30.67,30.56,30.55,43.66,43.68,56.61,56.60,203.20,11.85,20.25
35.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,90.84,18.44,0.63,26.42,14.70,74.69,5.13,2.82,163.91,112.36,87.41,36.25,25.21,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,0.00,31.08,30.89,56.14,31.08,102.61,0.00,102.62,0.00,74.91,76.30,40.92,46.44,61.05,30.67,30.56,30.55,43.37,43.39,46.44,46.43,203.20,11.85,20.25
36.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,98.17,18.44,0.63,26.42,14.92,81.71,5.13,2.82,163.91,112.36,96.33,36.25,31.55,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,0.00,22.74,31.40,62.76,59.71,93.83,99.81,93.84,0.00,74.91,76.30,41.81,49.02,61.05,30.67,30.56,30.55,43.66,43.68,52.33,52.32,203.20,11.85,20.25
37.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,95.16,5.13,2.82,163.91,112.36,111.18,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,0.00,67.50,67.10,67.88,24.08,145.17,155.62,145.21,0.00,74.91,76.30,41.28,49.82,61.05,30.67,30.56,30.55,43.66,43.68,99.20,99.16,203.20,11.85,20.25
38.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,105.15,18.44,0.63,26.42,14.92,108.29,5.13,2.82,163.91,112.36,104.82,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,148.28,148.30,67.50,67.10,67.88,28.77,165.90,178.38,165.96,0.00,74.91,76.30,49.68,62.47,61.05,30.67,30.56,30.55,43.66,43.68,110.26,110.22,203.20,11.85,20.25
39.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,108.41,18.44,0.63,26.42,14.92,117.97,5.13,2.82,163.91,112.36,108.79,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,150.57,150.56,67.50,67.10,67.88,28.41,181.67,194.63,181.73,0.00,74.91,76.30,53.40,66.47,61.05,30.67,30.56,30.55,43.66,43.68,110.26,110.22,203.20,11.85,20.25
40.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,130.12,5.13,2.82,163.91,112.36,111.18,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,157.76,157.75,67.50,67.10,67.88,24.16,184.17,197.14,184.23,0.00,74.91,76.30,53.40,66.47,61.05,30.67,30.56,30.55,43.66,43.68,110.26,110.22,203.20,11.85,20.25
41.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,141.19,5.13,2.82,163.91,112.36,111.18,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,163.28,163.26,51.70,67.10,67.88,39.36,184.17,197.14,184.23,0.00,74.91,76.30,53.40,66.47,61.05,30.67,30.56,30.55,43.81,43.83,110.26,110.22,203.20,11.85,20.25
42.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,139.84,5.13,2.82,163.91,112.36,111.18,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,161.46,161.45,67.50,67.10,67.88,25.15,184.17,197.14,184.23,0.00,74.91,76.30,53.40,66.47,61.05,30.67,30.56,30.55,43.66,43.68,110.26,110.22,203.20,11.85,20.25
43.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,124.85,5.13,2.82,163.91,112.36,111.18,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,150.74,150.80,67.50,67.10,67.88,27.56,184.17,197.14,184.23,0.00,74.91,76.30,53.40,66.47,61.05,30.67,30.56,30.55,43.66,43.68,110.26,110.22,203.20,11.85,20.25
44.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,101.22,18.44,0.63,26.42,14.92,101.36,5.13,2.82,163.91,112.36,100.05,36.25,18.00,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,20.62,67.10,67.88,67.33,177.14,190.05,177.21,0.00,74.91,76.30,45.97,57.65,61.05,30.67,30.56,30.55,43.66,43.68,110.26,110.22,203.20,11.85,20.25
45.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,92.82,18.44,0.63,26.42,14.92,88.83,5.13,2.82,163.91,112.36,89.82,36.25,18.00,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,45.32,67.10,67.88,27.81,158.57,170.51,158.62,0.00,74.91,76.30,37.39,42.59,61.05,30.67,30.56,30.55,43.52,43.54,99.31,99.27,203.20,11.85,20.25
46.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,97.01,18.44,0.63,26.42,14.92,98.04,5.13,2.82,163.91,112.36,94.92,36.25,18.00,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,50.70,63.63,61.05,30.67,30.56,30.55,43.81,43.83,110.26,110.22,203.20,11.85,20.25
47.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,81.31,18.44,0.63,26.42,14.92,73.59,5.13,2.82,163.91,112.36,75.82,36.25,18.00,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,23.30,67.10,67.88,23.30,146.14,156.72,146.19,0.00,74.91,76.30,41.18,49.64,61.05,30.67,30.56,30.55,43.66,43.68,108.13,108.08,203.20,11.85,20.25
48.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,75.93,18.44,0.63,26.42,14.92,142.31,5.13,2.82,163.91,112.36,69.28,36.25,18.00,171.71,25.00,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,23.30,67.10,67.88,23.30,127.03,135.08,127.06,0.00,74.91,76.30,41.18,49.64,61.05,30.67,30.56,30.55,43.66,43.68,68.09,68.07,203.20,11.85,20.25
