"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,0.00,14.53,0.00,14.00,4.20,8.50,6.00,6.90,1.70,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,12.00,24.00,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,9.40,30.49,2.16,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,26.00,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.66,3.16,18.90,0.00,1.00,44.96,61.51,1.45,1.79,0.00,35.75,15.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,14.29,0.00,14.00,4.20,8.50,6.00,6.90,1.70,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,18.18,44.12,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,10.22,27.93,2.16,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,32.67,8.70,15.61,4.00,10.70,8.23,4.50,2.40,2.88,2.85,18.90,0.00,1.00,47.74,62.73,1.06,1.22,0.00,41.95,23.77,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,14.79,0.00,14.00,4.20,8.50,6.00,6.90,1.70,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,18.34,42.54,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,9.83,26.56,2.16,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,29.86,8.70,15.61,4.00,10.70,8.23,4.50,2.40,2.45,2.38,18.90,0.00,1.00,43.65,58.31,0.90,0.99,0.00,41.89,21.83,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,14.74,0.00,14.00,4.20,8.50,6.00,6.90,1.70,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,18.10,42.08,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,9.56,25.48,2.16,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,28.36,8.70,15.61,4.00,10.70,8.23,4.50,2.40,2.30,2.19,18.90,0.00,1.00,39.65,53.86,0.79,0.83,0.00,41.33,20.01,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,14.95,0.00,14.00,4.20,8.50,6.00,6.90,1.70,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,18.07,40.85,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,9.26,24.46,2.16,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,27.03,8.70,15.61,4.00,10.70,8.23,4.50,2.40,2.15,2.02,18.90,0.00,1.00,35.96,49.69,0.69,0.70,0.00,40.65,18.87,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,15.64,0.00,14.00,4.20,8.50,6.00,6.90,1.70,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,18.68,37.34,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.85,23.60,2.16,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,26.26,8.70,15.61,4.00,10.70,8.23,4.50,2.40,2.03,1.86,18.90,0.00,1.00,33.22,46.37,0.63,0.64,0.00,39.64,19.80,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,16.00,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,19.35,34.21,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.53,22.82,2.16,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,25.77,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.94,1.72,18.90,0.00,1.00,31.23,43.96,0.57,0.58,0.00,38.86,20.49,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,16.42,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,20.20,32.22,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.45,22.27,2.16,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,26.11,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.94,1.63,18.90,0.00,1.00,31.47,44.34,0.56,0.55,0.00,38.76,20.47,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,16.57,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,20.98,30.42,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.46,21.85,2.16,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,26.52,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.90,1.50,18.90,0.00,1.00,31.86,44.99,0.56,0.54,0.00,38.45,20.54,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,17.00,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,21.55,29.15,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.70,21.85,2.16,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,27.13,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.75,1.28,18.90,0.00,1.00,32.70,46.49,0.58,0.57,0.00,37.52,20.87,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.85,0.00
11.00,0.03,16.73,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.28,0.08,14.63,0.00,5.60,22.14,28.12,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.02,8.96,21.98,2.16,26.90,19.51,18.05,2.55,17.95,1.07,0.60,19.51,19.51,19.51,1.20,27.68,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.56,1.06,18.90,0.00,1.00,33.44,47.73,0.59,0.60,2.46,37.49,21.14,0.00,2.00,1.09,7.28,11.00,2.94,22.00,1.36,0.00
12.00,0.22,17.57,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,1.05,0.95,14.63,0.00,5.60,22.81,27.75,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.65,9.26,22.50,2.16,27.00,19.51,18.05,19.81,17.95,6.16,0.60,19.51,19.51,19.51,1.20,28.05,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.23,0.84,18.90,0.00,1.00,33.90,48.23,0.59,0.59,17.79,40.23,21.27,0.00,2.00,10.11,105.48,11.00,26.14,22.00,6.62,0.02
13.00,1.08,18.02,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,2.36,2.75,14.63,0.00,5.60,23.47,27.26,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,2.33,9.64,23.39,2.16,27.00,19.51,18.05,49.66,17.95,14.54,0.60,19.51,19.51,19.51,1.20,28.32,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.97,0.67,18.90,0.03,1.00,33.81,48.04,0.58,0.58,39.45,42.19,21.83,0.00,2.00,29.03,191.56,11.00,68.21,22.00,11.87,0.05
14.00,3.53,17.98,0.41,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,5.30,5.60,14.63,0.00,5.60,24.06,26.37,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,4.84,10.25,25.36,2.16,27.10,19.51,18.05,78.91,17.95,25.53,0.60,19.51,19.51,19.51,1.20,28.24,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.90,0.65,18.90,0.05,1.00,32.10,45.75,0.53,0.59,61.55,41.85,23.72,0.00,2.00,53.09,244.11,11.00,121.11,22.00,19.85,0.10
15.00,6.90,18.04,2.42,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,9.52,9.25,14.63,0.00,5.60,24.34,25.88,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,6.83,10.84,27.86,2.16,26.80,19.51,18.05,103.86,17.95,32.70,0.60,19.51,19.51,19.51,1.20,28.26,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.82,0.59,18.90,0.06,1.00,30.62,43.67,0.53,0.71,83.73,42.47,25.30,0.00,2.00,68.65,252.00,11.00,166.80,22.00,27.83,0.15
16.00,9.47,17.92,5.88,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,13.25,12.72,14.63,0.00,5.60,23.70,26.54,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,9.28,11.37,31.97,2.16,26.60,19.51,18.05,120.22,17.95,35.74,0.60,19.51,19.51,19.51,1.20,28.56,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.77,0.45,18.90,0.09,1.00,29.82,42.18,0.70,1.19,93.55,45.96,25.97,0.10,2.00,74.58,252.39,11.00,190.05,22.00,30.42,0.21
