"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,65.93,27.42,67.40,505.20,165.15,5.19,5.45,110.91,15.53,1.08,18.06,14.99,103.97,5.16,2.83,164.71,112.91,91.91,29.87,18.47,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.48,9.32,19.87,0.00,0.00,67.83,67.42,27.14,27.14,0.00,0.00,0.00,0.00,0.00,76.67,36.01,40.11,30.11,30.82,30.70,30.70,31.88,31.88,92.97,92.92,204.20,10.22,10.22
2.00,65.93,27.42,67.41,499.94,163.43,5.19,5.45,110.91,15.53,1.08,18.06,14.99,101.90,5.16,2.83,164.71,112.91,93.08,29.87,16.39,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.48,9.32,19.87,0.00,0.00,67.83,67.42,68.21,20.51,0.00,0.00,0.00,0.00,0.00,76.67,36.01,40.11,30.11,30.82,30.70,30.70,28.77,28.77,91.34,91.30,204.20,10.22,10.22
3.00,65.88,27.40,67.35,459.35,150.16,5.19,5.45,110.91,15.53,1.08,18.06,14.99,95.61,5.16,2.83,164.71,112.91,91.90,29.87,16.00,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.48,9.32,19.87,0.00,0.00,48.43,66.83,67.58,48.43,0.00,0.00,0.00,0.00,0.00,76.67,36.18,39.82,30.11,30.82,30.70,30.70,29.90,29.90,58.72,58.71,204.20,10.22,10.22
4.00,65.98,27.44,67.46,449.78,147.04,5.19,5.45,110.91,15.53,1.08,18.06,14.99,90.80,5.16,2.83,164.71,112.91,91.90,29.87,6.97,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.48,9.32,19.87,0.00,0.00,67.83,67.42,68.21,21.22,0.00,0.00,0.00,0.00,0.00,76.67,36.06,40.19,30.11,30.82,30.70,30.70,23.05,23.05,55.54,55.54,204.20,10.22,10.22
5.00,65.93,27.42,67.41,432.14,141.27,5.19,5.45,110.91,15.53,1.08,18.06,14.99,84.64,5.16,2.83,164.71,112.91,91.90,29.87,16.00,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.48,9.32,19.87,0.00,0.00,0.00,67.42,68.21,41.90,0.00,0.00,0.00,0.00,0.00,75.37,42.88,33.25,30.11,30.82,30.70,30.70,20.51,20.51,0.00,91.64,204.20,10.22,10.22
6.00,65.93,27.42,67.40,414.95,135.65,5.19,5.45,110.91,15.53,1.08,18.06,14.99,78.60,5.16,2.83,164.71,112.91,91.90,29.87,4.10,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.48,9.32,19.87,0.00,0.00,25.35,67.42,25.35,67.65,0.00,0.00,0.00,0.00,0.00,53.66,36.01,40.11,30.11,30.82,30.70,30.70,0.00,20.51,0.00,47.63,204.20,10.22,10.22
7.00,65.89,27.40,67.36,405.93,132.70,5.19,5.45,110.91,15.53,1.08,18.06,14.99,73.44,5.16,2.83,164.71,112.91,91.90,29.87,4.10,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.47,9.32,19.87,0.00,0.00,25.35,67.42,68.21,25.35,0.00,0.00,0.00,0.00,0.00,53.66,35.97,40.04,30.11,30.82,30.70,30.70,0.00,20.51,0.00,30.91,204.20,10.22,10.22
8.00,65.97,27.44,67.45,413.24,135.09,5.19,5.45,110.91,15.53,1.08,18.06,14.99,79.92,5.16,2.83,164.71,112.91,91.90,29.87,4.11,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,85.48,9.32,19.87,0.00,0.00,25.35,67.42,68.21,25.35,0.00,0.00,0.00,0.00,0.00,53.66,36.05,40.18,30.11,30.82,30.70,30.70,0.00,20.51,0.00,43.55,204.20,10.22,10.22
9.00,65.82,27.37,67.29,402.80,131.68,5.19,5.45,110.91,15.53,1.08,18.06,14.99,79.84,5.16,2.83,164.71,112.91,91.90,29.87,16.00,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,84.76,9.32,19.70,0.00,0.00,48.51,47.73,56.23,48.51,0.00,0.00,0.00,0.00,0.00,58.66,37.93,37.91,30.11,30.82,30.70,30.70,20.51,20.51,0.00,21.80,204.20,20.35,0.00
10.00,65.98,27.44,67.46,439.08,143.54,5.19,5.45,110.91,15.53,1.08,18.06,14.99,87.62,5.16,2.83,164.71,112.91,91.90,29.87,16.00,150.27,32.65,3.43,6.88,88.12,50.00,6.39,9.98,4.62,9.32,0.00,0.00,0.00,67.83,67.42,41.90,0.00,0.00,0.00,0.00,0.00,0.00,69.58,38.21,38.19,30.11,30.82,30.70,30.70,20.51,20.51,0.00,64.63,204.20,10.22,10.22
