"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,66.95,27.74,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,199.40,15.51,6.88,44.06,0.00,6.39,9.00,20.86,10.52,8.78,228.68,0.00,24.35,0.00,23.45,36.37,184.35,197.33,184.41,5.67,69.41,48.66,41.65,32.26,81.64,25.67,25.57,25.56,87.20,20.60,69.77,110.32,187.03,0.00,0.00,22.16,21.95,5.06
2.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,205.19,15.51,6.88,44.06,0.00,6.39,9.00,17.08,10.52,7.91,228.68,0.00,35.36,0.00,23.75,23.13,184.35,197.33,184.41,5.67,70.16,51.07,52.42,60.51,81.64,25.67,25.57,25.56,87.20,20.60,69.77,110.32,160.95,0.00,0.00,22.16,21.95,5.06
3.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,229.07,15.51,6.88,44.06,0.00,6.39,9.00,19.83,10.52,8.54,228.68,0.00,23.92,0.00,23.92,40.19,184.35,197.33,184.41,5.67,70.57,60.55,55.74,64.85,81.64,26.19,26.09,26.08,87.20,20.60,69.77,110.32,162.30,0.00,0.00,22.16,21.95,5.06
4.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,228.90,15.51,6.88,44.06,0.00,6.39,9.00,24.09,10.52,9.53,228.68,0.00,25.49,0.00,25.49,46.49,184.35,197.33,184.41,5.67,72.87,62.38,57.33,66.53,81.64,26.33,26.23,26.23,87.20,20.60,69.77,110.32,164.48,0.00,0.00,22.16,21.95,5.06
5.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,231.07,15.51,6.88,44.06,0.00,6.39,9.00,23.08,10.52,9.29,228.68,0.00,24.92,0.00,24.92,44.11,184.35,197.33,184.41,5.67,71.72,59.29,56.81,66.00,81.64,27.56,27.45,27.44,87.20,20.60,81.43,110.32,161.01,0.00,0.00,22.16,21.95,5.06
6.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,228.27,15.51,6.88,44.06,0.00,6.39,9.00,22.49,10.52,9.16,228.68,0.00,43.97,0.00,24.87,24.87,184.35,197.33,184.41,5.67,71.44,58.09,56.49,65.67,81.64,27.04,26.93,26.93,87.20,20.60,81.43,110.32,160.01,0.00,0.00,22.16,21.95,5.06
7.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,227.36,15.51,6.88,44.06,0.00,6.39,9.00,18.25,10.52,8.18,228.68,0.00,27.44,0.00,27.44,31.85,184.35,197.33,184.41,5.67,70.72,54.00,54.52,63.77,81.64,25.67,25.57,25.57,87.20,20.60,81.43,110.32,155.06,0.00,0.00,22.16,21.95,5.06
8.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,205.55,15.51,6.88,44.06,0.00,6.39,9.00,18.68,10.52,8.27,228.68,0.00,24.19,0.00,32.72,32.72,184.35,197.33,184.41,5.67,68.34,46.66,54.87,63.92,81.64,25.67,25.57,25.56,87.20,20.60,81.43,110.32,151.25,0.00,0.00,22.16,21.95,5.06
9.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,201.66,15.51,6.88,44.06,0.00,6.39,9.00,19.08,10.52,8.37,228.68,0.00,46.72,0.00,0.00,29.08,184.35,197.33,184.41,5.67,0.00,65.11,55.74,64.86,81.64,25.67,25.57,25.56,87.20,20.60,81.43,110.32,147.61,0.00,0.00,22.16,21.95,5.06
10.00,78.57,29.98,67.20,650.00,146.36,3.63,3.81,110.48,19.21,3.37,41.90,50.02,7.22,3.87,81.71,112.47,88.74,18.00,189.80,15.51,6.88,44.06,0.00,6.39,9.00,18.32,10.52,8.19,228.68,0.00,31.91,0.00,22.69,33.08,184.35,197.33,184.41,5.67,0.00,65.11,49.88,58.25,81.64,25.67,25.57,25.56,87.20,20.60,81.43,110.32,150.19,0.00,0.00,22.16,21.95,5.06
