"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
2.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
3.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
4.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
5.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
6.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
7.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
8.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
9.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
10.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
11.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
12.00,84.38,30.85,69.15,678.71,226.47,9.09,9.95,113.69,19.77,4.79,43.11,15.37,146.57,8.91,22.09,168.83,115.73,136.69,45.38,48.45,265.57,35.28,5.06,6.88,89.85,117.78,6.39,9.98,98.32,10.43,20.37,235.31,235.04,69.53,69.11,69.91,69.35,189.69,203.05,189.76,5.67,77.64,74.70,68.56,68.47,84.00,31.59,31.47,31.47,89.73,89.89,113.57,113.52
