"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,8.990,10.500,60.623,16.202,10.606,9.826,0.000,0.000,0.000,7.545,19.471,88.341,113.827,30.617,101.047,145.319,12.107,8.283,231.559,0.000,16.804,39.867,9.372,19.316,36.755,8.816
2.000,0.000,12.010,10.500,39.249,16.298,10.594,9.826,0.000,0.000,0.000,7.545,19.471,88.341,84.568,28.873,101.047,145.319,12.107,4.426,190.109,0.000,16.804,38.680,8.816,19.316,36.754,8.816
3.000,0.000,10.500,10.500,36.863,16.224,10.585,9.826,0.000,0.000,0.000,7.545,19.471,88.341,75.305,28.241,101.047,145.319,12.107,3.767,186.470,0.000,16.804,30.641,8.816,19.316,36.754,8.816
4.000,0.000,10.500,10.500,32.221,15.047,10.577,9.826,0.000,0.000,0.000,7.545,19.471,88.341,46.932,27.886,101.047,145.319,12.107,2.172,179.206,0.000,16.804,29.793,8.816,19.316,36.754,8.816
5.000,0.000,1.997,10.500,40.889,13.098,10.572,9.826,0.000,0.000,0.000,7.545,19.471,88.341,113.827,27.650,101.047,145.319,12.108,0.907,184.039,0.000,16.804,19.741,8.816,19.316,36.754,8.816
6.000,0.000,1.997,10.500,45.522,14.430,10.567,9.826,0.000,0.000,0.000,7.545,19.471,88.341,84.568,27.480,101.047,145.319,12.108,1.602,194.884,0.000,16.804,19.741,8.816,19.316,36.755,8.816
7.000,0.000,1.997,10.500,35.535,13.324,10.564,9.826,0.000,0.000,0.000,7.545,19.471,88.341,75.305,27.351,101.047,145.319,12.108,0.901,186.169,0.000,16.804,19.741,8.338,19.316,36.758,8.816
8.000,0.000,1.997,10.500,43.941,14.933,10.561,9.826,0.000,0.000,0.000,7.545,19.471,88.341,46.932,27.249,101.047,145.319,12.108,2.484,198.423,0.000,16.804,19.741,9.294,19.316,36.761,8.816
9.000,0.000,1.997,10.500,40.607,14.988,10.559,9.826,0.000,0.000,0.000,7.545,19.471,88.341,118.766,27.167,101.047,145.319,12.108,2.351,197.451,0.000,16.804,19.741,8.385,19.316,36.766,8.816
10.000,0.000,1.997,10.500,41.225,16.651,10.558,9.826,0.000,0.000,0.000,7.545,19.471,88.341,88.765,27.100,101.047,145.319,12.108,3.735,207.612,0.000,16.804,19.741,9.247,19.316,36.773,8.816
11.000,0.000,9.059,10.500,27.511,15.809,10.558,9.826,0.000,0.000,0.000,7.545,19.471,88.341,79.251,27.044,101.047,145.319,12.108,4.071,190.733,0.000,16.804,32.856,8.816,19.316,36.782,8.816
12.000,0.000,9.059,10.500,13.373,11.844,10.558,9.826,5.000,0.000,0.000,7.545,19.471,88.341,73.530,26.998,101.047,145.319,12.108,1.905,173.946,0.000,16.804,24.623,8.261,19.316,36.792,8.816
13.000,0.000,13.482,10.500,60.623,13.442,10.559,9.826,5.000,0.000,0.000,7.545,19.471,87.866,46.523,26.959,101.047,145.319,12.108,11.000,194.041,0.000,16.804,39.867,9.552,19.978,36.804,9.478
14.000,0.000,13.482,10.500,60.623,10.826,10.560,9.826,5.000,0.000,0.000,7.545,19.471,81.946,118.766,26.927,101.047,145.319,12.108,7.335,154.918,0.000,16.804,39.736,9.524,20.097,36.817,9.597
15.000,0.000,13.647,10.500,60.623,5.361,10.562,9.826,5.947,0.000,0.000,7.545,19.471,81.946,88.765,26.900,101.047,145.319,12.108,7.335,220.946,0.000,16.804,39.867,10.687,21.187,36.828,10.687
16.000,0.000,13.647,10.500,60.623,5.361,10.564,9.826,5.947,0.000,0.000,7.545,19.471,45.024,79.251,26.878,101.047,145.319,12.108,11.000,235.368,0.000,16.804,39.867,10.687,21.187,36.839,10.687
17.000,0.000,13.647,10.500,60.623,5.361,10.567,9.826,5.000,0.000,0.000,7.545,19.471,45.024,73.530,26.860,101.047,145.319,12.108,7.335,237.818,4.491,16.804,39.736,10.687,21.187,36.850,10.687
18.000,0.000,13.666,10.500,60.623,5.361,10.571,9.826,9.134,0.000,0.000,7.545,19.471,45.024,46.523,26.846,101.047,145.319,12.108,13.476,237.818,8.301,16.804,39.736,10.947,21.187,36.860,10.687
19.000,0.000,13.666,10.500,60.623,5.361,10.575,9.826,9.641,0.000,0.000,7.545,19.471,45.024,118.766,26.835,101.047,145.319,12.108,15.287,237.818,8.613,16.804,39.736,10.982,21.187,36.869,10.687
20.000,0.000,13.666,10.500,60.623,5.361,10.580,9.826,12.028,0.000,0.000,7.545,19.471,45.024,88.765,26.828,101.047,145.319,12.108,15.287,237.818,7.032,16.804,39.736,10.687,21.187,36.878,10.687
21.000,0.000,13.647,10.500,60.623,5.361,10.586,9.826,7.735,0.000,0.000,7.545,19.471,45.024,79.251,26.823,101.047,145.319,12.108,15.287,235.368,9.637,16.804,39.867,10.532,21.187,36.887,10.687
22.000,0.000,13.647,10.500,60.623,5.361,10.593,9.826,8.800,0.000,0.000,7.545,19.471,45.024,73.530,26.822,101.047,145.319,12.108,15.287,237.818,9.849,16.804,39.736,10.842,21.187,36.895,10.687
23.000,0.000,12.229,10.500,60.623,8.172,10.601,9.826,8.434,0.000,0.000,7.545,19.471,87.866,46.523,26.823,101.047,145.319,12.108,15.287,235.404,7.114,16.804,39.867,10.687,21.187,36.903,10.687
24.000,0.000,12.229,10.500,60.623,6.813,10.610,9.826,7.506,0.000,0.000,7.545,19.471,87.866,111.206,26.827,101.047,145.319,12.108,15.287,235.368,5.893,16.804,39.867,10.687,21.187,36.911,10.687
25.000,0.000,12.229,10.500,60.623,4.734,10.621,9.826,5.000,0.000,0.000,7.545,19.471,87.866,90.188,26.834,101.047,145.319,12.108,11.774,225.718,4.445,16.804,39.867,10.687,21.187,36.918,10.687
26.000,0.000,12.181,10.500,60.623,2.738,10.633,9.826,5.000,0.000,0.000,7.545,19.471,87.866,83.286,26.844,101.047,145.319,12.108,9.684,213.608,5.121,16.804,39.867,5.944,17.000,36.925,6.500
27.000,0.000,6.695,10.500,60.623,3.946,10.648,9.826,5.000,0.000,0.000,7.545,19.471,45.024,79.568,26.856,101.047,145.319,12.108,11.376,237.818,2.689,16.804,39.867,10.687,21.187,36.931,10.687
28.000,0.000,12.728,10.133,60.623,14.878,10.665,9.826,9.201,0.000,0.000,7.545,19.471,45.024,76.924,26.872,101.047,145.319,12.107,15.287,160.373,10.602,16.804,39.867,11.609,21.187,36.937,11.053
