"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,1.02,19.32,0.68,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.12,3.90,0.00,10.72,7.50,25.10,44.99,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,1.24,20.00,59.52,2.10,27.15,3.20,11.59,5.00,15.46,1.00,0.60,9.00,9.00,10.00,1.15,114.65,4.70,18.00,7.00,10.43,8.12,3.80,2.30,17.00,15.00,9.50,0.12,2.16,75.00,80.02,10.51,7.58,5.00,74.36,74.40,0.00,1.35,4.00,13.00,10.63,9.00,12.14,0.07,4.61,4.00,1.47
2.00,0.00,19.29,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.19,0.00,10.53,7.50,22.49,41.33,0.00,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.02,19.00,55.60,2.10,27.40,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,114.41,4.70,18.00,7.00,10.43,8.12,3.80,2.30,17.00,15.00,9.50,0.06,2.16,69.00,73.13,8.99,6.77,0.00,68.82,62.85,0.00,1.39,0.00,0.00,10.63,0.00,12.14,0.03,0.00,0.00,0.00
3.00,0.00,19.16,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,0.00,9.90,7.50,20.09,37.95,6.00,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,18.00,51.99,2.10,27.62,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,114.01,4.70,18.00,7.00,10.43,8.12,3.80,2.30,16.00,15.00,9.50,0.00,2.16,62.00,66.78,7.59,6.02,0.00,63.72,53.82,0.00,1.41,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,18.94,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,0.00,9.86,7.50,18.32,35.42,7.10,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,17.00,49.29,2.10,27.82,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,108.61,4.70,18.00,7.00,10.43,8.12,3.80,2.30,16.00,14.00,9.50,0.00,2.16,54.00,62.09,6.56,5.46,0.00,59.89,50.64,0.00,1.44,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,18.94,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,9.95,7.50,17.85,33.21,7.70,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,16.00,48.12,2.10,27.92,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,96.74,4.70,18.00,7.00,10.43,8.12,3.80,2.30,15.00,14.00,9.50,0.00,2.16,51.00,60.85,6.19,5.16,0.00,57.14,43.66,0.00,1.45,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,18.82,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,10.63,7.50,16.82,28.34,7.60,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,14.00,45.53,2.10,28.04,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,84.88,4.70,18.00,7.00,10.43,8.12,3.80,2.30,15.00,14.00,9.50,0.00,2.15,47.00,58.10,5.37,4.48,0.00,51.09,36.67,0.00,1.46,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,18.90,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,11.01,7.50,15.78,23.47,7.60,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,13.00,42.95,2.10,28.14,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,79.48,4.70,18.00,7.00,10.43,8.12,3.80,2.30,14.00,13.00,9.50,0.00,2.12,42.00,55.36,4.55,3.81,0.00,45.04,33.50,0.00,1.47,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,19.22,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,11.01,7.50,15.31,21.26,7.60,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,12.00,41.77,2.10,28.26,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,67.51,4.70,18.00,7.00,10.43,8.12,3.80,2.30,14.00,13.00,9.50,0.00,2.10,38.00,54.12,4.17,3.50,0.00,42.30,33.17,0.00,1.47,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,19.14,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,11.01,7.50,15.19,17.54,6.70,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,11.00,39.11,2.10,28.34,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,60.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.00,13.00,9.50,0.00,2.08,34.00,53.40,3.66,3.15,0.00,39.06,35.01,0.00,1.46,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,19.20,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,11.01,7.50,15.07,13.83,6.50,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,10.00,36.46,2.10,28.44,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,52.49,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.00,13.00,9.50,0.00,2.04,31.00,52.68,3.15,2.80,0.00,35.83,36.85,0.00,1.45,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
