"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,0.00,13.40,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.18,56.90,7.40,0.00,15.61,2.50,17.95,14.05,13.66,17.56,1.40,0.00,18.07,57.25,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,106.50,11.22,9.80,3.50,10.80,6.83,7.40,2.40,4.63,6.15,18.00,0.00,0.00,0.00,1.23,49.60,66.00,2.96,4.34,0.00,49.70,96.50,0.00,2.00,0.00,0.00,11.00,0.00,23.00
2.00,0.00,11.66,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.21,52.30,7.40,0.00,15.61,2.50,17.95,14.05,13.66,17.56,1.40,0.00,17.66,54.40,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,101.80,11.22,9.80,3.50,10.80,6.83,7.40,2.40,4.63,4.01,18.00,0.00,0.00,0.00,1.23,50.60,68.20,2.84,4.13,0.00,50.90,90.10,0.00,2.00,0.00,0.00,11.00,0.00,23.00
3.00,0.00,11.55,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.24,47.90,7.40,0.00,15.61,2.50,17.95,14.05,13.66,17.56,1.40,0.00,17.43,52.93,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,98.60,11.22,9.80,3.50,10.80,6.83,7.40,2.40,3.67,2.92,18.00,0.00,0.00,0.00,1.23,50.80,69.10,2.93,4.10,0.00,54.90,84.50,0.00,2.00,0.00,0.00,11.00,0.00,23.00
4.00,0.00,11.73,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.27,44.20,7.50,0.00,15.61,2.50,17.95,14.05,13.66,17.56,1.40,0.00,17.25,51.91,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,95.70,11.22,9.80,3.50,10.80,6.83,7.40,2.40,2.90,2.17,18.00,0.00,0.00,0.00,1.23,51.50,69.90,3.09,4.13,0.00,59.30,79.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00
5.00,0.00,12.87,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.30,42.60,6.90,0.00,15.61,2.50,17.95,14.05,13.66,17.56,1.40,0.00,17.50,52.03,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,94.00,11.22,9.80,3.50,10.80,6.83,7.40,2.40,2.38,1.83,18.00,0.00,0.00,0.00,1.23,53.60,70.60,3.17,4.19,0.00,65.00,78.80,0.00,2.00,0.00,0.00,11.00,0.00,23.00
6.00,0.00,13.91,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.33,41.80,5.60,0.00,15.61,2.50,17.95,14.05,13.66,17.56,1.40,0.00,17.89,52.52,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,92.40,11.22,9.80,3.50,10.80,6.83,7.40,2.40,1.96,1.62,18.00,0.00,0.00,0.00,1.23,55.30,71.30,3.23,4.25,0.00,69.30,78.20,0.00,2.00,0.00,0.00,11.00,0.00,23.00
7.00,0.00,13.91,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.42,43.50,2.50,0.00,15.61,2.50,17.95,14.05,13.66,17.56,1.40,0.00,18.20,52.72,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,91.00,11.22,9.80,3.50,10.80,6.83,7.40,2.40,1.56,1.29,18.00,0.00,0.00,0.00,1.23,56.10,71.80,3.20,4.08,0.00,69.50,79.40,0.00,2.00,0.00,0.00,11.00,0.00,23.00
8.00,0.00,13.84,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,21.71,45.20,0.00,0.00,4.80,2.50,17.95,14.05,13.66,17.56,1.40,0.00,18.48,52.83,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,87.30,11.22,9.80,3.50,10.80,6.83,7.40,2.40,1.17,0.91,18.00,0.00,0.00,0.00,1.23,56.10,72.30,3.15,3.84,0.00,70.30,78.30,0.00,2.00,0.00,0.00,11.00,0.00,23.00
9.00,0.00,13.91,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,22.00,45.50,0.00,0.00,4.80,2.50,17.95,14.05,13.66,17.56,1.40,0.00,18.27,51.37,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,76.80,11.22,9.80,3.50,10.80,6.83,7.40,2.40,0.96,0.69,18.00,0.00,0.00,0.00,1.23,54.00,71.90,2.89,3.45,0.00,70.50,70.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00
10.00,0.00,14.06,0.00,17.00,1.45,7.50,5.80,5.50,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,22.29,46.20,0.00,0.00,4.80,2.50,17.95,14.05,13.66,17.56,1.40,0.00,17.90,49.40,2.10,28.12,13.66,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,67.40,11.22,9.80,3.50,10.80,6.83,7.40,2.40,0.81,0.54,18.00,0.00,0.00,0.00,1.23,52.00,71.10,2.58,3.01,0.00,70.20,62.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00
