"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.69,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,89.44,5.13,2.82,163.91,112.36,132.71,44.06,30.93,166.15,13.33,1.97,6.88,87.69,6.39,9.98,68.98,5.46,15.96,0.00,193.42,21.11,0.00,64.89,54.50,111.65,118.23,111.67,0.00,74.91,76.30,40.15,50.67,54.97,30.67,30.56,30.55,44.72,44.74,71.03,71.01,203.20,19.40,0.00
2.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,82.68,5.13,2.82,163.91,112.36,132.71,44.06,30.93,154.88,13.33,1.97,6.88,87.69,6.39,9.98,57.86,5.46,13.38,0.00,187.26,59.12,0.00,59.44,20.62,102.60,108.74,102.61,0.00,74.91,76.30,42.48,47.94,54.97,30.67,30.56,30.55,44.58,44.60,84.59,0.00,203.20,19.40,0.00
3.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,81.71,5.13,2.82,163.91,112.36,132.71,44.06,30.93,149.36,13.33,1.97,6.88,87.69,6.39,9.98,55.64,5.46,12.87,0.00,186.33,0.00,0.00,65.59,52.97,101.23,107.33,101.24,0.00,74.91,76.30,32.60,45.60,54.97,30.67,30.56,30.55,44.58,44.60,61.81,0.00,203.20,19.40,0.00
4.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,77.79,5.13,2.82,163.91,112.36,132.71,44.06,30.93,142.92,13.33,1.97,6.88,87.69,6.39,9.98,49.82,5.46,11.52,0.00,182.22,37.21,0.00,51.12,50.84,96.16,102.16,96.16,0.00,74.91,76.30,26.91,43.46,54.97,30.67,30.56,30.55,44.58,44.60,33.35,0.00,203.20,19.40,0.00
5.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,78.26,5.13,2.82,163.91,112.36,132.71,44.06,30.93,141.85,13.33,1.97,6.88,87.69,6.39,9.98,48.49,5.46,11.22,0.00,182.12,59.36,0.00,0.00,59.20,97.18,103.19,97.18,0.00,74.91,76.30,34.76,48.25,54.97,30.67,30.56,30.55,44.58,44.60,29.72,0.00,203.20,19.40,0.00
6.00,0.00,29.55,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,80.88,5.13,2.82,163.91,112.36,132.71,44.06,30.93,139.34,13.33,1.97,6.88,87.69,6.39,9.98,48.76,5.46,11.28,0.00,180.26,0.00,0.00,67.88,67.33,94.64,106.83,94.64,0.00,74.91,76.30,0.00,66.47,54.97,30.67,30.56,30.55,44.58,44.60,20.62,0.00,203.20,19.40,0.00
7.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,81.11,5.13,2.82,163.91,112.36,132.71,44.06,30.93,140.89,13.33,1.97,6.88,87.69,6.39,9.98,47.64,5.46,11.02,0.00,179.85,0.00,0.00,67.88,0.00,100.17,106.24,100.17,0.00,74.91,75.00,49.85,54.83,54.97,30.67,30.56,30.55,44.58,44.60,20.62,0.00,203.20,19.40,0.00
8.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,83.60,5.13,2.82,163.91,112.36,132.71,44.06,30.93,140.42,13.33,1.97,6.88,87.69,6.39,9.98,45.57,5.46,10.54,0.00,179.88,0.00,65.26,54.56,0.00,99.27,105.32,99.28,0.00,74.91,76.30,49.06,49.26,54.97,30.67,30.56,30.55,44.43,44.45,20.62,0.00,203.20,19.40,0.00
9.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,88.61,5.13,2.82,163.91,112.36,132.71,44.06,30.93,142.38,13.33,1.97,6.88,87.69,6.39,9.98,49.15,5.46,11.37,0.00,180.77,0.00,34.34,34.47,20.62,157.27,0.00,157.33,0.00,74.91,75.00,44.16,48.28,54.97,30.67,30.56,30.55,44.58,44.60,20.62,20.62,203.20,19.40,0.00
10.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.75,24.50,14.92,81.71,5.13,2.82,163.91,112.36,132.71,44.06,30.93,148.44,13.33,1.97,6.88,87.69,6.39,9.98,56.22,5.46,13.00,0.00,184.62,0.00,0.00,37.62,52.53,111.24,117.80,111.25,0.00,74.91,76.30,41.29,51.16,54.97,30.67,30.56,30.55,44.72,44.74,22.09,22.09,203.20,19.40,0.00
