"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,112.47,132.84,47.08,232.00,28.97,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,0.00,25.49,25.49,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
2.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,112.47,132.84,47.08,230.00,28.97,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,0.00,19.29,19.29,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
3.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,112.47,132.84,47.08,229.00,28.97,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,18.08,18.05,0.00,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
4.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,77.01,132.84,45.00,229.00,28.97,0.00,87.77,0.00,6.39,9.98,31.32,10.52,19.79,224.04,223.91,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,13.48,13.47,13.47,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
5.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,68.20,132.84,45.00,229.00,28.97,0.00,87.77,0.00,6.39,9.98,23.26,10.52,19.79,207.96,215.03,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,0.00,11.17,11.17,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
6.00,78.56,29.98,67.20,596.92,147.46,0.00,2.18,110.47,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.06,31.14,132.84,45.00,229.00,28.97,0.00,87.77,0.00,6.39,9.98,23.25,10.52,19.79,216.25,0.00,67.57,67.16,67.94,67.39,184.34,197.33,184.41,5.67,74.99,75.00,66.62,66.54,77.34,26.64,26.54,26.53,85.00,87.36,110.37,110.32,194.86,20.46,20.42,0.00,0.00,3.87
7.00,78.57,29.98,67.20,596.92,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,62.35,132.84,45.00,229.00,28.97,0.00,87.77,0.00,6.39,9.98,23.26,10.52,19.79,167.67,205.41,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.63,30.70,30.58,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
8.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,107.43,132.84,45.00,229.00,28.97,0.00,87.77,0.00,6.39,9.98,54.13,10.52,19.79,228.68,228.41,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.58,30.58,85.00,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
9.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,112.47,132.84,47.08,230.00,28.97,6.88,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
10.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,59.98,5.13,0.00,164.07,112.47,132.84,47.08,229.00,28.97,6.88,87.77,34.20,6.39,9.98,95.55,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
11.00,78.57,29.98,67.20,596.93,147.46,0.00,2.18,110.48,19.21,1.78,41.90,0.00,131.58,5.13,0.00,164.07,112.47,132.84,47.08,229.00,28.97,6.88,87.77,34.20,6.39,9.98,95.55,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,0.00,0.00,3.87
