"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,10.85,22.15,11.82,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,18.18,18.38,11.22,0.00,0.00,17.41,17.88,3.90,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.57,19.87,60.84,2.15,26.70,4.00,15.61,142.63,17.95,36.49,0.60,19.51,19.51,19.51,1.20,19.05,9.80,19.51,6.00,10.80,8.24,5.80,2.40,5.91,8.99,18.90,0.00,0.00,0.44,1.00,28.88,29.94,1.30,1.86,106.99,86.54,25.59,0.20,2.00,79.22,235.51,11.00,199.74,2.58,23.00
2.00,12.15,22.07,13.56,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,17.75,18.54,11.22,0.00,0.00,16.38,21.02,4.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.68,20.23,62.81,2.15,26.70,4.00,15.61,143.97,17.95,37.74,0.60,19.51,19.51,19.51,1.20,26.95,9.80,19.51,6.00,10.80,8.24,5.80,2.40,6.68,9.96,18.90,0.00,0.00,0.59,1.00,39.27,38.07,1.74,2.35,109.24,89.02,36.59,0.20,2.00,79.38,241.99,11.00,201.93,3.23,23.00
3.00,13.77,22.06,14.73,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,17.36,18.47,11.22,0.00,0.00,15.45,25.80,5.50,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.64,20.55,64.63,2.15,26.40,4.00,15.61,144.47,17.95,38.69,0.60,19.51,19.51,19.51,1.20,36.98,9.80,19.51,6.00,10.80,8.24,5.80,2.40,7.71,10.73,18.90,0.00,0.00,0.74,1.00,48.84,45.55,2.31,3.16,111.02,91.29,50.55,0.30,2.00,79.51,246.40,11.00,203.42,3.88,23.00
4.00,15.34,22.14,15.66,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,17.69,18.49,11.22,0.00,0.00,14.54,31.12,5.40,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.69,20.79,66.01,2.15,26.30,4.00,15.61,144.48,17.95,39.03,0.60,19.51,19.51,19.51,1.20,52.70,9.80,19.51,6.00,10.80,8.24,5.80,2.40,8.83,11.43,18.90,0.00,0.00,0.83,1.00,55.89,51.11,2.93,4.08,111.58,92.96,65.14,0.30,2.00,79.56,248.57,11.00,203.45,4.52,23.00
5.00,16.65,22.18,16.50,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,18.07,18.54,11.22,0.00,0.00,14.88,36.35,5.30,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.77,20.87,67.19,2.15,26.10,4.00,15.61,144.46,17.95,39.23,0.60,19.51,19.51,19.51,1.20,70.33,9.80,19.51,6.00,10.80,8.24,5.80,2.40,9.20,11.54,18.90,0.00,0.00,0.90,1.00,57.47,53.23,3.43,5.02,111.84,93.04,79.95,0.30,2.00,79.61,249.29,11.00,203.40,5.17,23.00
6.00,17.18,22.42,17.21,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,18.09,18.50,11.22,0.00,0.00,15.64,41.55,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.82,21.06,69.80,2.15,26.00,4.00,15.61,144.37,17.95,39.27,0.60,19.51,19.51,19.51,1.20,85.28,9.80,19.51,6.00,10.80,8.24,5.80,2.40,9.32,11.46,18.90,0.00,0.00,0.92,1.00,60.93,57.88,3.89,5.95,111.88,93.22,92.91,0.40,2.00,79.78,248.81,11.00,203.71,5.82,23.00
7.00,17.00,22.20,17.32,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,18.01,18.49,11.22,0.00,0.00,16.96,48.19,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.80,21.24,72.41,2.15,25.90,4.00,15.61,135.87,17.95,39.09,0.60,19.51,19.51,19.51,1.20,99.31,9.80,19.51,6.00,10.80,8.24,5.80,2.40,8.57,10.68,18.90,0.00,0.00,0.91,1.00,64.39,62.52,4.16,6.54,111.72,93.39,105.25,0.40,2.00,79.81,248.24,11.00,203.61,6.46,23.00
8.00,16.65,21.52,16.76,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.00,0.00,17.31,18.56,11.22,0.00,0.00,18.46,55.30,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.77,21.32,73.60,2.15,25.70,4.00,15.61,139.14,17.95,39.00,0.60,19.51,19.51,19.51,1.20,107.72,9.80,19.51,6.00,10.80,8.24,5.80,2.40,7.53,9.67,18.90,0.00,0.00,0.93,1.00,65.97,64.64,4.38,7.02,110.83,93.47,113.29,0.40,2.00,79.77,247.73,11.00,202.48,6.46,23.00
9.00,16.13,20.88,15.99,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.00,0.00,17.15,18.56,11.22,0.00,0.00,19.63,59.60,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.64,21.84,76.02,2.15,25.50,4.00,15.61,140.91,17.95,38.82,0.60,19.51,19.51,19.51,1.20,114.25,9.80,19.51,6.00,10.80,8.24,5.80,2.40,7.32,9.12,18.90,0.00,0.00,0.92,1.00,67.06,67.36,4.68,7.65,109.99,94.15,119.89,0.40,2.00,79.62,248.74,11.00,200.92,6.46,23.00
10.00,15.32,20.76,15.19,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.00,0.00,17.74,18.46,11.22,0.00,0.00,20.69,62.96,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.49,22.43,77.44,2.15,25.40,4.00,15.61,143.42,17.95,38.70,0.60,19.51,19.51,19.51,1.20,118.33,9.80,19.51,6.00,10.80,8.24,5.80,2.40,7.38,8.72,18.90,0.00,0.00,0.92,1.00,68.15,69.65,5.01,8.32,110.65,95.02,123.65,0.30,2.00,79.38,250.32,11.00,201.10,5.82,23.00
